image_id,block,label,소비키워드,제조키워드,후보,읽힌_텍스트
000278,1,2026-06-22,0,0,0,한고기와야채 | go | 26.06.22 | 25.09.23157
000293,1,2025-10-24,1,0,0,Mnun0.kr | 은  | 같은 | 나E롱 15mg 1% | 탄수확물93% | 식이성유 | 1 | 영양정보 | 재활용우수 | 100 I 40Ccil | MPP | 총내용량 T | 뚜껑HDPE | (06:37) | 25.10.24까지 | 무색페트 | BOUTTLE | RECYCLEN
000297,1,2026-04-08,0,0,0,더 | 식품의약품인전지 | 보험가입 | 상책임 | HACCP | 산물 | 안전관리인증 | 2026.04.08
000298,1,2026-09-11,1,0,0,"de | 있습니다 | 구입처 및 대리점 | 없는물에지째녕고3-4분조리 | Double steaming | 중탕조리 | 반품및교환처 | 고기,대두함유 | 증진제,마늘농축액, | Microwave 전자레인지 | 계소금(국산),한우 | 산)], 한우사골추출 | *오래끌이면 깔수 있으니 조리시같을 준수하여주서 | 사골추출물{한우사 | -개봉하여냄비에 붓고 중불로 3~4분 조리 | 폴리프로필렌 | Pot 냄비조리 | 포장재질(내면) | 비비고 한우사골곰탕 조리방법 | 이미지 | 진천군 진천읍 씨제 | 다양한 요리의 밑국클로활용 | 연출 | "
000309,1,2027-04-01,1,0,0,"OTHER | 1일영생분기준에매한바을(%)은2,000 kca기준이므로개인의필요 열량에따라다를수있습니다. | 비달류 | 콜렉스테롤Omg0% | 단백질17g31% | 지방28g52% | 트랜스지방09 | 1006 | 포화지방5g 33% | 801133 | 8” | 18mg9%수51916%2020% | 100g당 | 영양정보 | 520 kcal | 총내용량300g | 불어서 제조하고있습니다. | 제품 | 4원세계식품주식회사/부산광역시 영도구 해양로 195번길10 | 세계식품(주) /울산광역시 울주군삼남읍 방기로39 | (F2) QINGZ"
000311,1,2026-08-09,1,0,0,2026년08월09일까지 | 818090361 | 소비기한 | 1일영양성분기준차 | 대한비율(9) | oka가이므로개인필요 열량에나라다를수있습니다. | 콜레스테롤 | mg0% | 단백질2g | 지방59 | 9%트래스지방 0g | 포화지방1.399% | 나트륨 1m9 01탄수화물 19 3%당 39 3% | 부정 불랑사품신고는 | 1개 (20 g)당 97 kcal | 영양정보 | 총내용량200 g (970 kcal) | 관결기준에 의거 고환 | 소비기한별도지보장재질내는리프로필 보관방법 직사광신을피하여건조하고늘보 | 본제품은 공정거래위원
000321,1,2025-10-29,0,0,0,2025.10.291
000327,1,2025-10-21,1,0,0,"626994 | 불및교환장조·전해콘 | 풀을소비장보정합올기준에의게 | I오 | 두있냉장봇관하사고 바출니집 | OTHER | 호 | 혼투 보징어, 조개품을 | HACCP | 비닐류 | 냉장보관 | 빙 | 0~10'C | S | 에의한 경른이있고기 | cj.co.kr | 6 | 을수있으나 | 토마토이 것질이있를 | 품의 | - | 1666-5471(문자) | 을의 있수 있습니다 통제 | 080-850-1200 | 태로 조리하세요.(제품이 터질 수 있음 | 거을 수 있읍니 드실 때 조심하시것시요 | 소중한의견을 기다립니다 | 뒤어 화상을"
000358,1,2027-09-16,0,0,0,6% | 0%
000388,1,2026-01-15,1,0,0,2026.01.15까지 | 혼합형 | 분리비요 | PP | 한비율 | ※%영양소기준치: 1일영양성뿐 기준치에 | 전백질 290만4% |  Og 신 1g5 Ongo | 13%지방60119 | 8201kcal 나 9ng0% 단를 36g11% 당 13 | 영양성분
000409,1,2027-03-26,1,0,0,2027.03.26 까지 | NH | 후요가농업협동조합 | 보리100%( | 400g | 100%국산 보리로만들어 더욱 | 맛좋고 영양가가풍부합니다 | 최고품질의보리만을엄선하여 | 더건강하게 만든우리보리차! | 오리자 | Barley Tea | Mountain | 5농협
000428,1,2026-04-23,1,0,0,25 . 04. 23까지
000508,1,2026-08-25,1,0,0,ellfood.com | 부담 | 26.08.25 17:14 | 까지 | 6060 | 센터 | 1180106211870455
000528,1,2026-03-11,1,0,0,나2026.03.11까지 홍병현
000580,1,2026-03-11,0,0,0,"미하 | 파래,모추출물),향신료올레오레진류 | ) 접세(설 간장 정제스금 | 금), 정제잠올레인유(팔올레 | 원재료명 라이스칩(베트남산/타피오카저부 현미 | 품복보고번호20040358062188 | 식품유형 과자(유탕처리제품) | ) | 보관방법실은보관 | 2026.02.28 BA 11:27 | ERb"
000666,1,2026-03-11,1,0,0,까지 | :·01 A | 801062 | 1893546 | LOTTE
000681,1,2026-01-09,0,0,0,운 | 게맛있는 | VA | 2026.01.09 11.25171 | BIASED
000707,1,2026-08-19,0,0,0,"메밀,밀,고등어,게,새우,돼지 | 대두,호두함유 | 업소명및 소재지(주)이코 | 묻말, 볶음아몬드분태,준초클릿, 분리유청단백분말호 | 고번호202201081217원재료 및 합량 프락토을리고당,분리대 | 2026.08.19 B"
000729,1,2026-01-07,1,0,0,태듬뿐해장국 조리방법 | 부드러운식 | 두부를더해 | 3 | 고소한 황태 | 한 번 볶아내 | 맛을 낸구수한국물 | 사골육수와들기름으로 | 까지 | 3A1 | 04:55 | 2026.01.07 | 소비기한 | 1장국
000784,1,2027-05-22,0,0,0,1456-F | 20aP05.22
000822,1,2026-02-02,0,0,0,choice. | chool | 1112:28 | PEEL HERE | 201
000836,1,2026-05-18,1,0,0,X | 6 | 6 | 6 | 0 | 0 | MION | M11ae21압23114121 | BEST.BEFORE: 18.05. 2026 | 209 | 209 | 더단백 | 더단백
000839,1,2026-01-03,1,0,0,*축산물 | 통과한 신선한 계란입니다. | 식품유형: 시요라 O~10‘C 냉장보 | 내용량:특란/4구(240 g)원산지: | 1117503 | 세척 | 실균 | 선별포장 | 검란 | TOT | 000 | AAA | 소비기한 | 2026.01.03 | 등급판정일자 | 2025.11.26 | 축산물품질평가원 | 소란 | 신선한 계란입니다. | 중란 | 정성들여 키운닭이낳은 | (1등급 | 대란 | 특란 | 세븐잠이 선정한 깨끗한 농장에서 | 왕린 | 품질등급 | 증량규격 | 세븐잠 | 신선한 | 달걀 | Farm | SEVEN | 1 
000841,1,2025-12-22,0,0,0,2025.12.22.1지 | ~10°C) | 이미지예 | kcal | 145
000852,1,2026-08-14,0,0,0,14.08
000971,1,2021-11-11,1,0,0,NE | 509 | 칼승함유철분함유7가지비타민 | 까지 | 2021.11.11B | Ca | Fe  Vit | 치즈 | 친구들 | °Kidss | 무첨가 | 색소·향료 | 0 | olicious | '빙그레 | 6
000974,1,2022-12-02,0,0,0,
000980,1,2021-06-14,0,0,0,rorid com | 2021:66:172 | -12-10 | 후레쥐베리 | 오리온 | HACCPRST | CCP
000987,1,2021-12-28,1,0,0,0 | LOT:0C184296 | EXP:DEC-28-2021 | 85g | MANGO | Net Wt: | Four Serving | Quick Set
001030,1,2022-10-NONE,0,0,0,SUGAR | SAISCHOCOLAEE | SHORTENING | SEMI-SWEET | 3DTEASPOONS | DOUNCE | ②TEASPOONS | TABLESPOON | OROIL | POLEVEL | SHORTENING | BASNE CHOCOLATE | + | OFCOCOA | UNSWEETENED | ①TABLESPOON | TABLESPOONS | DOUNCE | OLEVEL | 3/4 tsp. vanill extract | 4 cups milk | Dash of slt | 1/3 cup hot water | AHER
001048,1,2021-05-12,0,0,0,BEARS | GUMI | 2021.05.12B5 | Me Brand
001062,1,2022-07-04,0,0,0,8°801007-16645 | PI | 2 | 2022.07.04 | BG3 | 2021.01.05 | 페프일지:
001142,1,2021-06-28,1,0,0,BEST BEFORE 28 JUN 2i | 6HC2753 06:05 | Rhioerate ater ne | 415.Contain Traces ofSoy)Antioxidant(385). | . | AOL | INGREDIENTS:CanlOi Protected ith
001180,1,2023-09-01,0,0,0,6398 | TC/E/PR/1007478 | Pure Ceyonandns Lanka | 오용용 | Bes Before Date:01E 202 | 152851461499
001260,1,2021-08-30,1,0,0,Best Before: | T320308 | Lote/Batch no. | 02:07 | 8 | xo20( 320 | G0 | E TRIGO | Tortillas | ACANASTA
001275,1,2021-11-07,1,1,0,"//() | PROD.DATE/ | EXP.D:2021.11.07 | BN: | BN:101020A7 | KEEP IN COOL, DPIACE"
001325,1,2021-07-22,1,0,0,POPTARTS.COM | VISIT US AT | & CREME | COOKIES | FROSTED | LIFT GENTLY | SLIP THUMB UNDER TAB | TO OPEN | JUL | GC2 | 22 21 | 02:31 | Used-By | BEST If | REWARDS | tarts | FAMILY | Kellgg's | K193154 000
001356,1,2022-08-NONE,1,1,0,30.4 GRAMS | 6-8 FL0Z | 120 | 30 | SECON | Facts | BATCH: 0001015697 | EXP:08/22 MFD:08/20 23:16
001365,1,2022-11-01,0,0,0,"아카시아벌0.4%,실혼쌓차투막별2% | 봉아과분말6.6%, 홍차추출분말2 % | 자일리를함유 | 자일로스설탕 | 벌골함유 | 이미지 사진 | 아카시앙 | 허니블랙티 | 복숭아 | W2,000 | 2022.11.01 | 담터· | 생통에가이기어입습니다"
001438,1,2021-08-29,0,0,0,"2021.08.29 | kcal) | 입/빵류 | GE | 20 | 밀61.63%함유 | 다양한 요리1-또c아! | 싸고 접고, 말아서 만드는 | Tortilla"
001447,1,2022-07-22,1,0,0,"88046451000256 | 2022.0722 | 유통기한 | 부정·불량식품 신고는 국번없이 1399 | 스틱내 질소충전 | 제조시설에서 제조하고 있습니다 | 이제품은우유, 대두돼지고기를 사용한 제품과 같은 | 제외됩니다 | 이되지 않습니다.단, 제로상 품질하자가 있을 경우는 | 의거 교환 또은 환불을 받을 수 있으며,개봉시에는 반품 | 본제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 | 반품및 교환처:제조원및구입처 | 품목보고번호 | 20090449018240 | 판매원 | (성수동2가)/(02)380-5678 | 유통전문 "
001501,1,2021-09-23,1,0,0,2021.09.23까지 | 과자1 84 g (287 kcal) | 옥수수분말 12.77% | HACCP | Macaroni
001510,1,2023-12-01,1,1,0,"2023.12.01.7W | PL01002003562 | 660200 | 본제품은 공정거래위원회에서고시한소비자분쟁해결기준에따라교환및환불을받을수있습니다. | ·사용기 간:제조일로부터36개월·사용기한 및 제조번호:별도표시 | ·포장단위:대형/25매 | ·저장방법: 밀폐용기,실은 보관(1-30'C) | ·소비자상담실:1577-7011 | ·제조국명:대한민국(Made in Korea) | ·판매원:씨피엘비 주식회사·주소:서울특별시송파구 올림픽로35다길 32,12(신천동) | ·제조원: (주)씨앤씨어패럴 | ·주소:전라북도전주시덕진구기린대로"
001519,1,2022-12-07,0,0,0,'4.5L.(.150kcal | 2022.12.07 1684 | ORIGINAL | 몽고 | 송표간장 | 마산 | 명산 | 양업1905년
001581,1,2021-11-05,0,0,0,"2021.11.05K23 | 우리가 | MANGO AS IS | 그대로 | 망고 | 100 | PEACOCK | 3,800"
001584,1,2021-12-15,0,0,0,Shal
001588,1,2023-01-09,1,0,0,2023.01.09 | 유통기한:하단표기일까지 | 경기도 광주시 초월읍 선동길 12-4 | 주)신영에프에스/031-796-6435 | cod impor &Export수입소분판매원 | 발및 교환장소 | 구입처제조원House | 하고서늘하고 | 조한 곳에 보관하십시오. | 내용량 169 | 워료 및 함량바질100%
001660,1,2022-10-05,1,0,0,2022.10.05 | 유동기한 | TEL:03-5 | / | TEL-043-822 | 수희사 KUTAS | 원산지리에 | 플리프로벌렌 | 이용기플리어까진데레 | 프들레이내입 | 도시일까지 | 모장재질(내업) | 월계일100% | 유통기한 | 459 | 내용량 | 라우엘(베이)리브즈 | 제품명
001776,1,2021-04-05,0,0,0,"autees | - | Noodles | eng | It Noodles | 계 만 있  | 14 | 05 | Sauce, Chili Powder | eume | soY"
001873,1,2022-10-14,0,0,0,einoonehop.com | h/deargcom | 2022-10.14 L4 | DAESANG DV주A | 00 | 80 | 2 | P | g수 니다 | ccm | P) | 2009 |  피오카전25% | 750 kca | OM 200 | 영양정보 | 식국수 | 2.48
001921,1,2022-10-15,1,0,0,관리법혹인하할수있습니다. | 유통기한 | ·제조번호: | 2021.10.15 | 까지 | 2001537 | 랑기능식이유기한 | 경5 청정지역원료 | 05지  | 제조 임니다 | 04세계수의48게 | 04세계적 수순의 품질관리 | 03신선한제품인가? | 02국내시장판매1위 | 총은오에가3를 선역하는 S가지 방법!
001962,1,2027-03-21,0,0,0,121022LUCIHC1 | 2743/21 11:01
001976,1,2026-02-21,0,0,0,"8 | 6906 | ge | 181 | 0.6g | tein | 1,6g | 0.69 | %27 | 1.4g | 0.2g | 3 | 0.69 | 1.1g | %2 | honhidrat | 2,99 | 4.69 | %3 | N13768.Um | 11.5g | ymus yag | Dr. Adnan DuyuKaanize | 0.1g | %4 | 0.2g | ve Ticaret | 0.2g | %1 | 0230 | 0.5g | Gida isletn | %1 | 2ka/90  5 k/ 230K | pesin geleri | <3 | Yakl"
002031,1,2019-11-18,0,0,0,"2019.19-18 | 상큼하게 | 피부보 | 레은향으로 | 1L1 | 레온 | 주방세제 | 프레시웨이 | romise | Quality | 이츠웰 | 2,000 | W"
002033,1,2022-03-22,1,0,0,2022.03.22 | 유동기한 | 228·고객생8실:080-254-65380 | 25기80%국 | ·
002036,1,2020-08-22,1,0,0,BEST BY 20.08.22
002041,1,2020-08-27,1,0,0,"개후가적리드싶시오 | 안심하고드서도 됩니다.(이미지2) | 빠는 하얀분과 같습니다.(이미지1) | 주의사항 | 2020.08.27까지F2 | 00024 | DAESANG GH | 영양정보 | 170 kcal | OTHER | 총내용량609 | ccm | 소재지 | 업소명및 |   | ·및 | 원재료명 | 고구마 100% (인도네시아산) | 보수 | 내용량609 | ·본제품은 자 분정결 기준해의 | 포장시실 폴리프로필렌 | 식품유형 | 제조하고 있습니다. | 품,소유 도기일까지 | 아랑신류를 사용한 제품과 같은 시 | ·이제품은 대두"
002057,1,2021-12-17,0,0,0,2021.12. | 17 | 의해니다
002105,1,2021-01-28,1,0,0,"600 2,248 cal)/75g x88 | 8개입 | 2021.01.28 까지 | SOFTMIL | 한 | 웃유가들어가 | samlip"
002151,1,2022-11-09,0,0,0,2022.11.09
002177,1,2021-02-11,0,0,0,나어묵 | ORIGIN | THE | 21.02.11지F1 | PELICIOUS | RIMSUN | 생선람어묵
002182,1,2019-02-20,1,0,0,"라:p | :LDPE | 까지 | OTHER | 13:24 | :20 | 2019.02. | 플라스틱 | 88010451176338 | 고객상담실:080-024-231(수신자요금부담) | 다은비 기준으 | 이은토토되지고신고기조기루를사용 품과같은 | 콜레스테롤10mg 3%단백질1g 2% | 주식회사오뚜기충 음성군대소면대품산단로128 | 지방 9g 35%텐스방이포화방469 | 포장에질 용기-폴리에틸렌내면,뚜껑-폴리에틸렌 | 나트650m 3수화8이다22 | 로로 | 100g당 285kcal | 영양정보 | 총내용량 265g |      "
002258,1,2022-01-24,0,0,0,아드(미국산)100%450g | 땅콩또는견과 | 구운아몬드 | 2022.01.247 | 이미지사진
002279,1,2021-01-03,1,0,0,"까지 | 15:39×설동기 | 2021.01.03 | 유통기한 | 흑미 15%,수수5%,렌틸콩5%) | 구운 혼합통곡물 74%(현미 55%, | 보리2 | 서 밀봉하여 건조하고 서늘한 곳에 보관하십시오. | 대두 함유 | 글리세린,글리세린지방산에스테르] | 승수 | 료명 | 운 | 1곡류가공품"
002296,1,2022-06-06,0,0,0,"이미지예시 | 아몬드 | 밀크티 | 흑당 | Good Taste& More Quality | Murgerbon | E21. | 2022.06.06 | W1,000"
002350,1,2019-09-11,1,0,0,기한 | 19.09.11 A 6 | 까지 | 유통 | 19.04.12 05:18 | 부터
002436,1,2021-06-03,1,0,0,1.7 | K | 1 | :3 | de | antes | le | preferencial |  préférence avant | de | Consumir | consommer | A | Vmm/ | (dd/ | t before | ucnD brico | Best | de | Date | E: | /mm | (dd) | Date |  Production | P: | 3 | 9 | 2 | 2 | 6 | 6 | 00 | 5 | 16 | 6
002589,1,2023-10-15,0,0,0,8 | 3100514000926 | B.8.: | 2023.10 | 15 | P.D.: | 2020.10 | 15 | /les Before: | 250mle | 유리 | Mengazzoli
002608,1,2022-01-17,0,0,0,2022.01.17
002609,1,2022-01-17,0,0,0,2022.01.17#
002665,1,2021-03-26,0,0,0,1co.uk | 26 MAR 2021 | L 20086 | 1.0 | Salt /Sl/ Sal/Zout / odi0/ | 3.1 | Protein/Protines/ EiweiB/ Eiwitten/Proteine/ | 3.1 | Fibre/ Fibre llsfe/ eze FIibeul | i
002672,1,2021-04-05,1,0,0,2021.04.05까 | 801063 3 | 유통기한 | ww.spesang90r | 원재료명 | SAMLIP | SPC |  
002723,1,2020-12-19,1,0,0,917834 8-2-0424-19 1125-3 | 19/12120-B12 | BEST. BEFORE
002788,1,2021-04-03,1,0,0,"81180932311920024> | Best Before: 2021/04/03 | LACOSTASA. DEC.V | Lot: B1-10304842 | Produced by: BIOAGAVES DE | 부경불랑식품 신고는 국변없이 1399 | 기준에 의거교환 또는 보상받을수있습니다. | avausaebadon | 본제품은 공정거래위원회고시 소비자 분정해결 | Viaminc,caloumoriror | 반품및교환:수입원또는구입처 | Vat a signicart source Vitamin A | 냉장보관 | Protein Og | :건조"
002802,1,2021-09-29,1,0,0,"품목보고번호 | 487 kcal) | 320.9(1 | 포장재질 | 만()6.6% | 빈16%, | 탄산칼승.d- | 국시츠 | 실레인유(말레이시아 | 원재료명 및 합량 교 | 유통기한제도 | 서울별시강서구회 | 유통전문판매원스 | Bal | 바이리2로 413 | 국냈산 | 제조지디인와이/ | 식품의유형28 | 내용왕301 | 제품명콘스트 | 2021.09.29"
002805,1,2023-01-13,0,0,0,"2027-91X1 | 청록색은 원료 본연의 성분으로 모두 고유의 특징입니다. | 우영 중심부의 흰색은 우영 원료의 심 부분이며,표면의 | 연근 테두리의 검은 반정은 연근 고유의 무니입니다. | 본연의모습에가까운연근파우엉 | 우리고취향에 따라 물의 양을 조절하셔도 좋습니다 | 물처럼 수시로 즐기세요 시원하게 드실 때는 20분 이상 | 100% | 물50m에연근 1개와우영2개를 넣고우려서 | 순작연근우영차마시는법 | 국내산 | Sempio Lotus root & Burdock Tea | 연근우영차 | 우리땅에서자란 | f | 순작 | "
002825,1,2022-11-08,0,0,0,자판기 | 유용기 | 2022.11.08 | 지
002826,1,2021-07-03,0,0,0,B12 | 05:50 | 03LE021
002838,1,2022-08-02,0,0,0,ST BEFORE: DD/MMYYYY | Lnariey: u | 300n | 02/08/2022 | ※P | 0-08 219 61 | 110m0S Bac | AR | 1010-7190-5511
002858,1,2023-06-02,1,0,0,Lotto 00220154 | 11:60 L9/71C | Exp: 02 06 23
002867,1,2022-02-28,0,0,0,252823을2 | Roll Bm
002970,1,2022-11-14,1,0,0,"2022.11.14 | 유통기한: | TEL 031) 8018-5031 | FAX 031) 8018-5032 | 생시중구사기 | 2번길3 3대변동 스B6830 | 부정불량식품신고 국빈 없이 1399 | 반풍:본사및구입처 | 주의사항:실은보관 | 제과 음료 소시지에 사용합니다 | 용도:고급식육가공, 이이스크림 | 기재질: PET/왕관P | 제조허가:성남시582 | 원료원산지:인도 | 중량:100G | 식품유형: 천연항신료 | 카디 | WORLDS"
003023,1,2021-11-01,0,0,0,"2021.11.01 | 3,00"
003042,1,2022-01-17,1,0,0,"W41790 | deleo | Firenze,llaly | Tovomele Val di Peso | oL Da Viad,31. 50528 | Coropeli FrenzeS.A | √ | Pockad in Italy bo. | 17.1A.2022 | BATICHN | T BEST IF USED BY | Store tghthy opped n diplmym | Product may become cloudy below20°C Thesm | 47100rdog Sip | GBACorporfionSt B | mpenedaddtibmls | So"
003050,1,2021-02-16,0,0,0,"Cue Gentechua | Mm OGM | Qualitd | A.015 08,38 | 16.02.21 | Mozzarella | Brimi | Auo Hage | 0g281 | 250g"
003150,1,2021-12-10,0,0,0,단백질0 | 콜레스테롤 | 포화지방 | 939 | ∞ | 트랜스지 | ∞ | 지방99g | 그벨:PP | 뚜껑:LDPE | 당류0 | 유리 | 0 | 탄수화물 | 나트룹Omg | 100m당 | 1 영8 | HAC | 100ri | 영앙정보 | 당 890 kca | 영양정보 | 총내용량 1%0mm | 2021.12.10
003190,1,2022-08-16,0,0,0,401 | PKO3306 | ED: AUG 622 | 4% | 83823 | 0% | 0 | 28k | ITM./ART.138722 | 0 | Say  | Calories | e png | 130 | Product o the USA | 영영정보 | ONDS | ED
003292,1,2022-12-02,0,0,0,Y//0D03801 | E 2022/12/02 K1H9 07: 16 | 22-41-T0597C | 0514 | F722-21-T0553C | THF722-11-T0583C | 내용
003304,1,2025-03-NONE,1,0,0,ULTRA THIN | 80935010888341 | 8 | LUBRICATED | Exp.: | 032025 | CH20002 | LOT | HER | CARE
3346,1,2026-09-10,0,0,0,"S+1 | 프레소 | 0413079145 | xim | mL(240-ktal) | EDIT | 우성분이니잘한 | 2026,09.10 | OPERF"
000001,2,2027-06-26,1,0,0,"LOTNO | 543123 | 2027.06.26 | 소비기한 | 까지 | 보상해드립니다 | 식품의약품안전처 | 소비자 피해에 대해 | HACCP | 기준에 의거 정당한 | 식품안전관리인증 | 고시 소비자 분쟁해결 | 1399※본 제품은 공정거래위원회 | ※부정·불량식품 신고는 국번없이 | 가볍게 흔들어서 드세요 | 하거나 물에 희석하여 드십시오 | 1포씩 드십시오.원액 그대로 섭취 | 섭취량 및 섭취방법 1일 1~3회,1회 | 하고 습하지 않는 곳에 실온 보관 | 보관방법 직사광선을 피하고 서늘 | 소비자상담실1899-1494 |"
000043,2,NONE-10-14,1,0,0,양정보 | A | 08 | 품 | 거 | L | 고 | 한제 | ^ | 토 | H에 | 개봉 | 장 | 제 | 품록보고번호 | 폴리에트 | 포장재질 | 원재료명 | 소재지 | 명칭 | MilK | Fresh | 제 | 유통기한 | 1985 | SINCE | Denma | 10.14 09:45 PA | 10.13
000057,2,2026-06-24,0,0,0,"오곡 | 6E | 18:52 | 강길륜A | 2026.06-24 | OTHER | 비닐류 | 동서식품 | ww.dongu.o.kr | 다양한 정보를포스트 | 080-023-9114 | 출페이지에서 안나보서요 | 동서식품 | 고객상담실 | AE린d-a- | 시어산,필라핀산) | 소금국내산) | 포스트 | Post"
000070,2,2026-10-08,1,0,0,100% | 식 | 2026.10.08까지 | Pistachio | 피스타치오 | 가 있는 | GOOD TODAY | 좋은
000090,2,2026-09-01,1,0,0,원재료명 | 소비기한 | 식품유형 | K | 온로도 | OPEN→ | Max
000124,2,2026-01-02,0,0,0,(043)543-7007 | 서울 | 32 | 2026.01.02
000142,2,2026-05-14,1,0,0,N182 | 제다치 | Cheddar | 붕센드스마트 컨슈머가되는 길 | 랜드가 아니다. 소비자다 | No Brand | F2-2026.05.14까지
000158,2,2028-07-20,1,0,0,16:34까지 | 2028.07.20 | 8 | 0% | 단백질09 | 0% | 레스터를Omg | 0% | 표지방09 | 트랜스지방이g | 0% | 지방09 | 235 | 3% | 당류39 | 279 | 수물39 | LEOmg | 기증치에대하비 | 물3g | 100m | Omg | 128
000231,2,2028-05-27,1,0,0,2080 | BO | 까지 | 까지 | 20280 | 사용기한 | 25E28A | 제조번호:
000234,2,2026-10-27,1,0,0,peptide |  부드러운모발을위해 | 힘있고 탄탄한 | 단백질&영양공급 | 건강하게 케어하세요. | 도브스칼프니리라상 종약해죠 | 너리싱삼푸를 만나조세요. | 도브스칼프너리싱샴푸 | R3 EXP 261027 | 037 090525 21:26 | Dove | Dove
000274,2,2026-03-02,1,0,0,"이 | HACCI | 안전관리인증 | mal | 096403 | 개인의필요혈량에 따리 | 불대학비율(%)은 | 26.03.02 | 까지 A5 | 8스터를mg 0% | F220:11 | 25.09.03 | 4926%스지방09 | Jng98/g 8% | 235 kcal | 총내용량449 | 파슬리입니다 | 는 | 이니 | .제품 표면의 녹색가 | 안심하고 드세요 | 실처럼 보이는것생감자원료의 발이 | 조 | 제품과 같은 제주 | 매류(전복홍합 | 포 | 복송아 | 계란땅 | 새 | ,게, | 오징어 | 우 | 은 토마토 | 신고는 | "
000413,2,2027-04-23,0,0,0,"100 g당 467 kcal | (1,401 kcal) | 9 | 300 | HACCP | 청국장가루 | 우유에타서먹는 | 2027-04-23 | 칠갑농산"
000441,2,2025-12-15,0,0,0,2025.1:토2
000486,2,2027-07-15,0,0,0,
000491,2,2026-09-19,1,0,0,"17:50 | IA7 | 2026.09.19 | 까지 | 혼학간장 | 리염화비 | 나면)용기-유리뚜껑 | 쓰살균제품)소비기한하단#기일까지 | 보고번호20020464088-31·용기피손주의 | 냉장보관권장 | 시연구룹죽은2길16 | 보관기 | 본관방법실원 | 복설볶음당양넷 | 3,480 | 3,480 | 차오차이마라상귀소스"
000515,2,2026-01-NONE,0,0,0,18022 | 8 | 1일영양성분기준치에대한비을(%)은2.00kca기준이므로개인의필요열량에따라다를수있습니다. | 콜레스테롤0mg0%단백질49 7% | 방23943%트랜스지방09포화지방11973% | 나280mg 14 %탄수화물 44 9 14 %당류22 9 22 % | 총내용량73 g/400kcal | 영양정보 | 20104546+U | O | ERC
