image_id,n_cands,max_frag,max_digits
000780,1,2,12
000786,2,4,18
000790,1,1,16
000795,0,0,1
000800,1,1,27
000804,2,0,6
000808,1,1,9
000811,1,1,6
000817,0,1,16
000821,1,1,8
000825,1,2,16
000829,1,1,8
000832,1,4,29
000838,1,0,4
000845,1,1,8
000848,2,1,11
000853,1,1,7
000856,1,3,43
000859,0,0,2
000863,1,1,7
000867,0,0,12
000871,1,2,61
000875,1,1,28
000878,0,0,5
000881,1,2,17
000884,0,1,10
000887,1,0,10
000890,1,1,8
000893,1,1,11
000897,1,2,41
000900,1,1,11
000904,1,1,18
000907,1,1,19
000911,1,1,12
000914,1,1,11
000918,1,1,42
000921,1,1,12
000925,1,2,18
000928,1,3,26
000931,1,1,20
000934,1,2,15
000938,1,2,44
000942,2,1,8
000947,1,1,8
000950,1,2,12
000953,1,1,9
000957,1,2,14
000960,1,1,8
000964,1,1,8
000967,1,1,8
000970,1,1,11
000975,1,1,38
000978,1,1,9
000982,0,1,10
000985,1,1,21
000990,0,1,15
000993,0,1,13
000996,0,1,7
000999,2,1,12
001004,0,3,60
001007,2,1,21
001012,2,1,14
001015,1,1,8
001018,0,0,8
001022,0,1,11
001025,1,3,120
001028,3,2,23
001032,1,1,13
001036,2,3,37
001039,1,1,9
001042,1,1,8
001045,1,1,12
001049,1,1,11
001052,1,4,83
001055,1,2,20
001060,1,1,11
001064,2,4,30
001067,1,1,8
001070,1,1,7
001074,1,1,52
001078,1,0,8
001081,1,1,16
001084,1,2,12
001087,1,1,8
001090,2,2,37
001094,2,2,11
001097,3,3,45
001101,1,2,18
001104,2,1,13
001107,1,1,6
001110,1,2,18
001113,1,1,16
001116,2,1,11
001120,1,1,8
001123,1,1,40
001126,1,1,11
001129,0,2,31
001132,1,1,9
001135,1,1,8
001138,1,1,8
001141,2,2,38
001145,1,1,20
001148,1,1,16
001151,1,1,8
001155,1,2,20
001158,1,1,11
001161,1,2,10
001164,1,2,29
001169,1,1,21
001172,1,1,35
001175,1,1,6
001178,0,0,13
001182,1,0,9
001185,2,4,30
001190,2,1,10
001193,2,2,27
001197,1,0,8
001200,1,1,12
001204,1,1,16
001207,1,2,27
001210,1,1,10
001213,1,1,25
001217,1,1,10
001220,1,1,8
001223,1,0,11
001226,3,3,27
001229,2,1,11
001232,1,1,14
001236,1,1,9
001240,1,1,9
001244,1,1,19
001247,2,2,51
001250,2,2,23
001253,1,1,12
001256,1,1,12
001259,1,2,24
001263,1,1,18
001266,1,1,10
001270,1,2,22
001273,1,1,27
001277,1,1,15
001280,1,1,16
001283,1,1,9
001289,1,1,6
001293,1,1,7
001296,1,2,31
001299,1,1,16
001303,2,2,12
001306,1,1,17
001309,1,1,17
001312,1,1,17
001315,1,1,18
001318,1,1,12
001323,3,1,28
001327,1,1,42
001332,1,1,13
001335,1,0,11
001339,1,1,14
001342,1,1,31
001345,1,1,38
001349,1,1,10
001352,1,1,13
001355,1,3,29
001360,1,1,36
001363,2,3,17
001367,2,1,25
001370,1,1,10
001373,1,1,19
001376,1,1,8
001379,1,1,13
001382,2,1,14
001385,0,1,15
001389,1,1,11
001392,1,1,15
001395,0,1,28
001398,1,1,19
001401,1,1,62
001404,1,1,38
001407,1,1,6
001410,1,0,6
001414,2,1,11
001418,1,1,15
001422,1,1,4
001426,1,3,69
001430,1,1,11
001433,1,1,8
001437,1,1,12
001441,1,3,21
001444,1,2,13
001448,1,2,33
001451,1,1,19
001454,1,1,13
001457,1,1,38
001460,1,1,15
001464,1,2,14
001467,1,1,21
001470,1,2,32
001473,1,1,8
001476,1,2,56
001480,1,2,59
001484,1,1,18
001487,1,0,15
001491,1,1,22
001494,0,0,7
001498,1,1,57
001502,1,1,15
001505,1,1,21
001508,1,1,11
001513,1,1,17
001518,1,1,12
001522,2,3,32
001525,1,4,82
001528,1,1,8
001531,1,2,12
001535,1,1,16
001539,1,1,29
001542,1,1,7
001545,1,1,8
001548,0,1,3
001551,1,2,12
001556,2,3,32
001560,1,2,25
001563,0,0,19
001566,1,1,12
001571,1,2,17
001575,1,1,8
001578,1,1,43
001582,1,1,10
001586,1,1,8
001592,1,1,7
001595,1,1,10
001598,1,1,22
001601,1,1,12
001605,1,1,19
001608,1,1,8
001611,1,1,20
001614,1,2,12
001617,1,1,28
001620,1,1,10
001626,1,1,8
001630,1,1,9
001633,1,2,30
001637,1,1,8
001640,1,1,30
001643,2,2,30
001646,0,0,8
001649,2,1,8
001652,1,1,23
001655,1,2,24
001659,1,1,39
001663,1,1,15
001667,1,1,24
001670,2,3,30
001673,1,2,24
001676,1,2,23
001681,1,1,8
001684,1,2,18
001687,1,1,42
001691,1,1,22
001695,1,1,9
001699,1,2,29
001702,1,2,22
001705,1,2,16
001709,1,1,8
001712,1,2,43
001715,1,1,9
001718,1,1,6
001721,3,2,30
001724,1,1,10
001728,1,1,11
001731,1,1,9
001735,1,1,8
001740,1,1,13
001744,2,4,23
001748,1,1,15
001751,1,2,21
001754,1,0,12
001758,1,0,6
001762,1,1,14
001765,2,1,12
001768,2,3,26
001772,1,1,24
001775,1,1,8
001780,2,3,38
001783,1,1,8
001787,1,1,8
001790,1,1,14
001793,1,2,13
001796,1,1,8
001799,1,1,13
001802,1,1,8
001805,1,2,13
001808,1,2,15
001811,1,0,6
001814,1,1,53
001818,3,3,52
001821,2,3,70
001824,1,1,34
001828,1,3,24
001831,1,1,12
001834,1,1,10
001837,1,1,18
001840,1,1,8
001844,1,1,14
001847,1,1,14
001850,1,1,12
001853,0,0,2
001856,1,1,16
001860,2,1,21
001863,1,1,8
001866,1,1,9
001869,2,2,14
001872,1,1,17
001876,1,1,62
001879,1,3,56
001882,1,1,13
001885,2,1,17
001888,1,0,8
001891,1,2,20
001895,1,1,14
001898,1,0,7
001902,1,1,8
001905,1,1,13
001908,1,1,12
001911,1,1,9
001914,1,1,11
001917,1,1,8
001922,1,1,12
001926,1,1,12
001930,1,1,12
001933,1,1,8
001936,1,1,23
001939,1,2,19
001943,1,2,12
001947,1,0,17
001950,1,0,6
001953,1,3,96
001956,1,0,26
001959,1,1,16
001963,2,1,8
001967,1,1,12
001970,1,1,8
001973,1,3,32
001978,1,2,14
001984,1,1,17
001987,0,0,23
001990,1,1,32
001993,1,1,12
001996,1,1,8
001999,1,1,9
002002,1,1,11
002005,1,1,8
002009,1,0,8
002014,1,1,13
002018,1,1,8
002023,1,1,9
002026,1,2,10
002029,1,1,17
002035,1,1,7
002039,1,1,8
002043,1,1,8
002046,1,1,8
002049,2,2,40
002052,0,1,11
002055,0,1,60
002059,1,2,48
002062,1,1,8
002065,1,2,17
002068,1,2,8
002071,1,1,8
002074,1,1,8
002077,1,1,8
002080,1,1,10
002084,2,2,25
002088,1,1,9
002092,1,1,8
002095,1,1,8
002098,1,1,10
002102,1,0,6
002108,1,2,33
002113,1,1,8
002116,1,2,44
002119,1,1,61
002122,1,1,23
002125,1,0,3
002128,1,1,12
002131,1,1,8
002134,1,3,61
002137,1,1,24
002140,1,1,8
002144,1,1,17
002147,1,1,9
002150,1,1,23
002154,1,1,8
002157,0,0,8
002160,1,1,17
002163,0,0,11
002166,1,1,8
002169,1,1,11
002173,1,1,5
002176,1,1,7
002180,2,2,67
002184,1,1,9
002187,1,1,17
002190,0,0,3
002193,1,2,14
002196,1,2,14
002199,1,1,13
002203,3,2,39
002208,1,1,8
002212,1,2,15
002215,1,1,7
002218,1,1,12
002221,1,1,10
002224,1,1,8
002227,1,1,19
002230,1,1,8
002233,1,0,8
002236,1,1,25
002240,1,1,8
002244,1,1,6
002247,1,1,8
002250,1,0,30
002253,1,1,14
002256,1,1,11
002261,1,1,8
002266,1,2,10
002269,1,1,9
002272,1,2,14
002275,2,1,9
002278,1,0,8
002286,1,1,8
002290,1,1,9
002293,1,1,9
002297,1,1,8
002300,1,1,8
002304,1,1,8
002307,1,0,5
002310,1,4,18
002315,1,1,8
002319,1,1,8
002322,1,1,14
002325,1,2,12
002328,1,1,13
002331,1,1,8
002336,1,1,8
002340,1,2,39
002343,1,4,69
002346,0,1,13
002352,1,1,10
002355,1,1,14
002358,1,1,8
002361,1,1,24
002364,1,1,10
002367,1,1,8
002370,1,1,10
002373,1,1,4
002376,1,1,8
002379,1,1,14
002383,1,2,17
002386,2,2,13
002389,1,1,23
002392,1,1,15
002395,1,1,8
002398,1,0,6
002401,1,1,26
002404,0,0,4
002407,1,2,13
002410,1,1,6
002413,1,1,16
002417,1,1,8
002422,1,1,12
002425,1,1,8
002429,2,2,9
002432,1,1,6
002437,1,1,30
002441,1,1,13
002445,1,2,12
002449,1,2,19
002452,0,1,52
002455,1,1,41
002458,1,2,51
002461,1,1,9
002464,1,1,11
002467,2,2,12
002472,1,2,25
002475,2,1,13
002478,1,1,9
002481,1,1,10
002484,0,1,17
002487,1,1,11
002490,1,2,13
002493,2,1,11
002496,1,1,9
002500,1,1,9
002503,1,1,11
002506,1,1,10
002509,1,2,12
002513,1,1,9
002516,1,1,8
002520,1,1,8
002523,1,1,11
002526,1,1,8
002530,1,1,10
002534,1,1,12
002537,1,1,8
002540,1,1,44
002543,1,1,9
002549,1,1,13
002552,1,2,17
002555,1,1,25
002558,1,1,11
002561,1,1,45
002564,1,1,21
002567,1,2,18
002570,2,2,37
002574,1,1,16
002578,1,1,21
002581,1,3,67
002584,1,1,27
002588,2,1,12
002594,1,1,9
002599,1,2,15
002602,1,1,38
002610,1,1,13
002613,1,1,11
002618,1,1,9
002621,1,1,8
002624,1,1,7
002627,1,1,9
002631,1,4,71
002634,1,1,29
002637,1,1,18
002640,1,2,29
002644,0,2,42
002648,1,1,8
002652,1,1,8
002657,1,1,9
002660,1,1,19
002663,2,1,8
002668,1,1,8
002671,1,3,48
002675,1,1,16
002678,1,2,13
002681,1,2,73
002684,1,2,14
002687,1,1,7
002690,1,2,8
002694,0,1,12
002697,1,1,13
002701,1,1,11
002705,1,2,12
002708,1,1,17
002711,1,1,6
002714,1,2,12
002718,1,1,8
002721,1,0,25
002725,1,0,12
002728,1,2,29
002731,1,1,10
002734,1,1,10
002737,1,1,40
002741,1,1,8
002746,1,1,13
002749,1,1,16
002752,1,1,6
002755,1,1,42
002758,1,1,15
002761,2,1,13
002765,1,1,9
002768,1,1,20
002771,1,2,53
002774,1,1,24
002777,1,1,7
002780,1,2,39
002784,1,3,78
002787,2,1,32
002791,1,1,12
002794,1,1,8
002797,1,2,12
002801,1,1,18
002806,1,2,55
002809,1,1,23
002812,1,1,98
002817,1,1,31
002820,1,1,18
002823,1,2,12
002828,1,1,9
002831,1,1,13
002835,1,0,8
002839,1,2,17
002843,1,1,12
002846,1,1,30
002849,1,2,35
002852,1,1,13
002855,1,1,60
002859,1,1,12
002862,1,3,25
002866,1,1,8
002870,1,1,8
002874,1,2,27
002879,1,2,12
002882,1,2,13
002885,1,2,14
002889,1,1,8
002892,1,1,37
002896,1,1,8
002899,1,1,9
002902,1,1,13
002905,1,1,9
002908,2,0,21
002911,2,2,10
002914,1,1,11
002918,1,1,9
002921,1,1,8
002925,1,1,14
002932,2,2,21
002935,1,2,19
002938,1,1,6
002941,1,1,8
002944,1,1,8
002948,1,1,13
002951,1,1,22
002956,1,2,12
002959,1,1,9
002962,1,1,10
002966,1,3,75
002969,1,1,8
002973,1,1,8
002976,1,1,30
002979,1,1,7
002982,1,1,8
002985,1,1,8
002988,1,3,76
002992,1,4,86
002995,1,1,23
002999,1,2,12
003002,1,2,12
003005,1,1,10
003008,1,2,11
003012,1,0,9
003015,1,1,17
003018,1,1,8
003022,1,1,8
003026,0,4,99
003029,1,2,20
003032,1,4,66
003036,1,0,13
003039,1,1,14
003043,1,6,109
003046,1,2,24
003049,1,1,6
003053,1,5,90
003056,1,5,109
003059,1,1,9
003063,1,1,9
003066,1,2,14
003069,2,2,20
003074,1,1,28
003077,1,1,9
003081,2,1,11
003084,1,1,6
003087,1,1,9
003091,1,1,52
003094,1,1,19
003097,1,1,13
003100,2,3,29
003103,1,1,16
003106,1,1,11
003109,1,1,12
003112,1,1,10
003115,1,1,12
003119,1,1,8
003122,1,2,32
003126,2,1,10
003129,1,1,8
003132,1,1,10
003135,1,2,36
003139,1,2,13
003142,2,1,8
003145,1,1,11
003148,1,1,37
003152,1,1,12
003155,1,1,8
003158,1,2,11
003161,0,1,13
003164,1,0,8
003167,1,1,6
003170,1,1,13
003175,1,1,11
003178,1,1,8
003181,1,2,17
003185,1,0,12
003188,1,1,9
003192,2,2,15
003195,1,1,14
003199,1,1,33
003202,1,1,6
003206,1,1,8
003209,1,1,42
003212,1,1,18
003215,1,2,16
003218,1,1,14
003221,1,3,115
003224,2,1,12
003228,1,1,10
003231,1,1,6
003235,1,1,16
003239,2,2,12
003242,1,1,11
003245,1,2,36
003250,1,1,10
003253,1,1,15
003257,1,1,12
003260,1,1,8
003263,1,1,13
003267,1,2,66
003270,1,0,8
003273,1,2,39
003276,1,1,4
003279,1,1,14
003282,1,1,8
003286,2,3,23
003289,2,3,50
003294,0,0,10
003298,1,1,9
003301,1,1,8
003306,1,0,12
003312,1,0,7
003317,0,0,6
003322,1,0,11
003326,0,0,13
003329,1,2,12
003332,1,2,10
003336,1,2,17
003339,1,2,15
003342,1,0,6
003347,1,0,8
003350,1,2,34
