image_id,label,old,tags,all4,sec
000375,2026-05-31,2026-05-31,,2026-05-31,3.7
000378,2026-05-29,2026-05-29,2,2026-05-29,2.9
000381,2027-01-20,2027-01-20,,2027-01-20,1.5
000384,2026-09-08,2026-07-08,2,2026-07-08,1.6
000387,2027-01-21,2027-01-21,,2027-01-21,2.9
000392,2026-08-28,2026-08-28,2,2026-08-28,2.3
000396,2026-02-27,2026-02-27,,2026-02-27,1.9
000399,2027-01-31,2027-01-31,,2027-01-31,2.3
000403,2027-04-01,2027-04-01,,2027-04-01,7.1
000406,2026-08-27,NONE,2,NONE,21.9
000410,2027-04-13,2027-04-13,,2027-04-13,2.1
000414,2026-04-07,2026-04-07,,2026-04-07,1.5
000418,2026-09-08,2026-09-08,,2026-09-08,5.7
000421,2026-07-17,2026-07-17,,2026-07-17,1.8
000424,2026-03-28,2026-03-28,,2026-03-28,6.6
000427,2027-04-01,2027-04-01,,2027-04-01,2.0
000431,2026-03-17,2026-03-17,,2026-03-17,2.7
000435,2026-07-14,2026-07-14,,2026-07-14,2.6
000438,2026-02-19,NONE,t,NONE,18.6
000442,2025-11-30,2025-11-30,,2025-11-30,3.1
000445,2026-07-17,2026-07-17,,2026-07-17,14.9
000449,2026-01-28,2026-01-28,,2026-01-28,5.7
000452,2026-03-25,2025-09-NONE,2,NONE,22.6
000455,2026-02-10,2026-02-10,2,2026-02-10,1.6
000461,2026-11-28,2026-11-28,,2026-11-28,2.1
000465,2027-07-30,2027-07-30,t,2027-07-30,2.2
000468,2026-04-06,NONE,?,NONE,15.4
000471,2027-01-08,2027-01-08,,2027-01-08,2.9
000476,2026-07-06,2026-07-06,,2026-07-06,1.8
000479,2026-05-22,2026-05-22,,2026-05-22,2.5
000482,2026-11-14,2025-01-02,b,2025-01-02,9.3
000485,2027-09-17,NONE,,NONE,19.3
000490,2025-11-27,2025-11-27,,2025-11-27,1.4
000495,2026-02-19,2026-02-01,2,2025-08-20,34.3
000498,2026-03-07,2026-03-07,,2026-03-07,1.6
000502,2026-06-20,2026-06-20,,2026-06-20,3.9
000505,2026-03-02,NONE,,NONE,25.1
000510,2026-09-03,2026-09-03,,2026-09-03,5.2
000513,2026-09-03,2026-09-03,,2026-09-03,1.7
000517,2026-09-25,2026-09-25,,2026-09-25,2.2
000520,2026-09-15,2026-09-15,,2026-09-15,2.8
000523,2026-03-23,2026-03-23,2,2026-03-23,1.6
000527,2025-10-12,NONE,,NONE,21.2
000531,2026-02-28,2026-02-28,,2026-02-28,1.9
000534,2027-01-29,2027-01-29,,2027-01-29,8.2
000538,2026-02-06,2026-02-06,,2026-02-06,4.0
000541,2026-03-22,2026-03-22,,2026-03-22,1.8
000545,2027-07-09,2027-07-09,,2027-07-09,3.1
000548,2026-05-26,2026-05-26,,2026-05-26,2.9
000551,2026-12-19,2026-12-19,,2026-12-19,3.0
000554,2027-09-17,2027-09-17,,2027-09-17,1.9
000557,2026-08-12,2026-08-12,,2026-08-12,3.3
000560,2027-07-13,2027-07-13,,2027-07-13,8.7
000563,2026-01-10,NONE,,NONE,21.0
000566,2026-09-17,2026-09-17,,2026-09-17,1.5
000569,2025-11-02,2025-11-02,,2025-11-02,1.5
000572,NONE-10-15,NONE-10-15,,NONE-10-15,12.2
000575,NONE-10-14,NONE,,NONE,24.4
000578,2026-03-04,2026-03-04,,2026-03-04,2.4
000582,2025-11-21,2025-01-21,,2025-01-21,5.4
000585,2026-05-16,2020-02-02,,2020-02-02,7.4
000588,2025-11-28,2025-11-28,,2025-11-28,2.1
000591,2026-07-27,2026-07-27,,2026-07-27,1.8
000594,2026-08-25,2025-08-26,2,2026-08-25,2.0
000597,2026-09-02,2026-09-02,2,2026-09-02,2.7
000600,2026-08-31,2025-09-01,,2026-08-31,2.0
000603,2026-09-24,NONE,,NONE,27.0
000606,2026-10-01,2026-10-01,,2026-10-01,7.4
000609,2027-06-11,2027-06-11,,2027-02-02,1.4
000612,2026-05-07,2026-05-07,,2026-05-07,1.5
000616,2026-09-10,2026-09-10,,2026-09-10,1.4
000621,2026-08-25,2026-08-25,,2026-08-25,0.9
000624,2027-06-15,2027-06-15,2,2027-06-15,1.7
000627,2026-10-06,NONE,2,NONE,20.5
000632,2025-12-28,2025-12-28,,2025-12-28,1.7
000636,2026-03-09,2026-03-09,,2026-03-09,1.2
000641,2026-09-02,2026-09-02,,2026-09-02,2.1
000648,2028-08-25,NONE,,NONE,17.1
000651,2026-06-25,2026-06-25,,2026-06-25,1.2
000654,2028-07-02,2028-07-02,,2028-07-02,1.6
000657,2026-07-27,2026-07-27,,2026-07-27,1.2
000660,2026-02-28,2026-02-28,,2026-02-28,2.4
000664,2026-02-20,2026-02-20,,2026-02-20,1.7
000669,2026-09-02,2026-09-02,2,2026-09-02,2.0
000672,2026-02-08,2026-02-08,,2026-02-08,2.6
000676,2026-06-10,2026-06-10,,2026-06-10,1.8
000679,2027-09-17,2027-09-17,,2027-09-17,3.7
000683,2026-03-11,2026-03-11,,2026-03-11,1.8
000686,2026-10-12,2025-10-12,2,2025-10-12,3.8
000691,2026-09-22,2026-09-22,2,2026-09-22,2.2
000694,2026-09-01,2026-09-01,,2026-09-01,1.4
000700,2025-10-24,2025-10-24,,2025-10-24,1.6
000705,2026-06-29,2026-06-29,,2026-06-29,2.5
000709,2025-10-14,2025-10-14,,2025-10-14,1.7
000714,2026-03-12,2026-03-12,d,2026-03-12,1.3
000717,2025-10-12,2025-10-12,,2025-10-12,4.7
000720,2026-02-28,2026-02-28,,2026-02-28,1.3
000723,2026-05-10,NONE,,NONE,10.9
000726,2026-09-16,2026-09-16,,2026-09-16,1.1
000730,2026-02-26,2026-02-26,,2026-02-26,1.0
000733,2026-03-24,2026-03-NONE,,2026-03-NONE,1.9
000737,2026-03-04,2026-03-04,,2026-03-04,1.5
000742,2026-05-01,2026-05-01,,2026-05-01,1.9
000745,2026-01-10,2026-01-10,,2026-01-10,2.5
000748,2027-01-22,2027-01-22,,2027-01-22,2.3
000754,2026-05-24,2026-05-24,,2026-05-24,2.8
000758,2026-03-11,2026-03-11,,2026-03-11,1.9
000761,NONE-11-11,NONE-11-11,,NONE-11-11,2.2
000764,2026-03-12,NONE,,NONE,13.4
000767,2026-03-12,2026-03-NONE,b,2026-03-NONE,6.1
000770,2030-04-NONE,NONE,,NONE,23.7
000773,NONE-12-10,NONE-12-10,2,NONE-12-10,7.5
000776,2026-01-09,2026-01-09,,2026-01-09,1.9
000779,2026-06-03,2026-06-03,,2026-06-03,5.8
000783,2025-12-21,2025-12-21,,2025-12-21,2.3
000789,NONE-12-19,NONE-12-19,,NONE-12-19,1.5
000794,2026-10-27,2026-10-27,,2026-10-27,1.5
000798,NONE-12-20,2024-02-24,,2024-02-24,2.0
000802,2026-07-03,2026-07-03,,2026-07-03,3.9
000807,2026-05-29,2026-05-29,,2026-05-29,1.4
000810,2026-03-31,2026-03-31,,2026-03-31,1.3
000815,2026-06-22,2026-06-22,,2026-06-22,1.2
000819,2026-05-18,2026-05-18,,2026-05-18,2.9
000824,NONE-12-18,NONE-12-18,2,NONE-12-18,3.3
000828,NONE-12-21,NONE-12-21,,NONE-12-21,2.0
000831,2026-07-16,2026-07-16,2,2026-07-16,3.4
000835,2026-02-02,2026-02-02,,2026-02-02,1.6
000842,2026-07-03,2026-07-03,,2026-07-03,4.0
000847,2026-05-28,2026-05-28,,2026-05-28,2.4
000851,2026-06-30,2026-06-30,,2026-06-30,1.6
000855,2026-08-25,2026-08-25,2,2026-08-25,1.5
000858,2021-10-28,2021-10-28,,2021-10-28,3.1
000861,2022-07-23,2022-07-23,,2022-07-23,2.0
000866,2021-09-25,2021-09-25,,2021-09-25,1.2
000870,2021-10-15,2021-10-15,,2021-10-15,2.3
000874,2021-03-22,2021-03-22,,2021-03-22,15.6
000877,2023-04-03,NONE,d,NONE,15.0
000880,2021-05-11,2020-07-15,2,2021-05-11,3.4
000883,2021-07-03,2021-01-04,,2021-01-04,1.5
000886,2021-07-09,2020-01-10,,2020-01-10,1.6
000889,2021-05-27,2021-05-27,,2021-05-27,1.6
000892,2022-02-07,2022-02-07,,2022-02-07,1.6
000895,2021-06-02,2021-06-02,,2021-06-02,1.5
000899,2022-09-02,2022-09-02,,2022-09-02,6.2
000903,2021-08-31,2021-08-31,,2021-08-31,1.8
000906,2022-01-NONE,2022-10-15,,2022-10-15,1.9
000910,2021-09-20,2021-09-20,,2021-09-20,1.5
000913,2021-10-19,2021-10-19,,2021-10-19,2.1
000916,2022-06-06,NONE,,NONE,26.6
000920,2022-03-11,2022-03-11,,2022-03-11,3.2
000924,NONE-02-02,2018-02-02,,2018-02-02,1.9
000927,2021-08-23,2021-01-08,,2021-08-23,2.2
000930,2021-07-29,2021-07-29,,2021-07-29,1.4
000933,2021-05-26,NONE,,NONE,5.6
000937,2022-06-11,2022-06-11,,2022-06-11,1.6
000941,2021-07-02,2021-07-02,,2021-07-02,1.7
000946,2021-09-30,2021-09-30,,2021-09-30,0.9
000949,2021-10-24,2021-10-24,2,2021-10-24,10.5
000952,2021-04-05,2021-04-05,,2021-04-05,2.2
000955,2022-01-25,2022-01-03,,2022-01-03,2.3
000959,2022-07-19,2022-07-19,,2022-07-19,5.5
000963,2023-11-14,2023-11-14,,2023-11-14,1.9
000966,2021-08-10,2021-08-10,,2021-08-10,3.7
000969,2022-06-30,2022-06-30,,2022-06-30,5.4
000973,2022-12-02,NONE,,NONE,17.3
000977,2021-11-03,2020-11-03,,2020-11-03,5.7
000981,2021-08-08,2021-08-08,,2021-08-08,3.3
000984,2021-08-20,2021-08-20,,2021-08-20,8.4
000989,2020-07-21,NONE,,NONE,63.0
000992,2021-03-04,2021-03-04,,2021-03-04,16.8
000995,NONE-02-18,NONE,,NONE,15.5
000998,2021-11-11,2021-11-11,2,2021-11-11,4.3
001002,2022-08-24,2022-08-NONE,b,2022-08-NONE,6.7
001006,2022-06-29,2022-06-NONE,2,2022-06-NONE,2.6
001010,2021-08-09,2021-08-09,,2021-08-09,2.9
001014,2022-01-11,2022-01-11,,2022-01-11,2.9
001017,2021-02-21,2021-02-21,b,2021-02-21,8.8
001020,2020-02-27,2020-02-27,,2020-02-27,3.3
001024,2021-07-13,2021-07-13,,2021-07-13,2.3
001027,2020-09-08,2020-09-08,,2020-09-08,1.7
001031,2022-10-NONE,2022-10-01,,2022-10-01,5.2
001035,2021-10-07,2020-07-07,2,2020-07-07,15.5
001038,2021-12-28,2021-12-28,,2021-12-28,1.9
001041,2022-04-15,2022-04-15,,2022-04-15,1.9
001044,2021-04-30,2021-04-30,,2021-04-30,1.4
001047,2021-05-12,2021-05-12,,2021-05-12,1.3
001051,2022-12-20,2022-12-20,,2022-12-20,3.4
001054,2022-09-01,2022-09-01,,2022-09-01,4.3
001058,2021-10-14,2021-10-14,,2021-10-14,1.6
001063,2022-01-04,2022-01-04,2,2022-01-04,2.5
001066,2022-05-04,2022-05-04,,2022-05-04,5.4
001069,2021-03-15,2021-03-10,,2021-03-10,1.9
001073,2023-09-18,2023-09-18,,2023-09-18,2.8
001076,2021-07-31,2031-07-21,,2031-07-21,2.0
001080,2021-10-13,2021-10-13,,2021-10-13,4.3
001083,2021-07-09,2021-07-09,,2021-07-09,3.1
001086,2023-10-09,2023-10-09,,2023-10-09,2.4
001089,2023-08-05,2023-08-05,,2023-08-05,3.3
001093,2021-05-25,2021-05-25,,2021-05-25,3.6
001096,2021-06-11,2021-11-06,2,2021-06-11,4.4
001100,2021-03-14,2021-03-14,2,2021-03-14,3.5
001103,2021-03-14,NONE-03-14,,2021-03-14,7.1
001106,2021-03-27,2021-03-27,,2021-03-27,2.1
001109,2021-03-22,2021-03-22,,2021-03-22,2.0
001112,2022-07-12,2022-07-12,,2022-07-12,1.8
001115,2022-01-12,2022-01-12,,2022-01-12,1.6
001119,2021-12-26,2021-12-16,,2021-12-16,1.5
001122,2023-01-10,2023-01-10,,2023-01-10,3.5
001125,2021-12-28,2021-12-21,2,2021-12-21,1.7
001128,2021-06-10,2021-12-10,2,2021-12-10,3.4
001131,NONE-02-12,NONE-02-12,,NONE-02-12,4.3
001134,2021-03-03,2021-03-03,,2021-03-03,3.5
001137,2021-07-17,2021-07-17,,2021-07-17,3.4
001140,2021-02-28,2021-02-28,,2021-02-28,2.5
001144,2021-05-25,2021-05-25,,2021-05-25,2.1
001147,2021-12-13,2021-12-13,2,2021-12-13,5.5
001150,2021-09-18,2021-09-18,,2021-09-18,2.4
001154,2021-09-21,2021-09-21,,2021-09-21,19.3
001157,2021-02-07,2021-02-07,,2021-02-07,2.3
001160,2021-04-23,2021-04-23,,2021-04-23,1.4
001163,2021-12-06,2021-12-06,,2021-12-06,2.0
001167,2022-01-20,2022-08-02,,2022-08-02,22.4
001171,2022-01-18,2022-01-18,,2022-01-18,2.4
001174,2021-03-14,2021-03-14,,2021-03-14,3.3
001177,2021-12-01,NONE,,NONE,17.4
001181,2022-04-14,2022-04-14,,2022-04-14,2.1
001184,2021-10-08,2021-10-08,,2021-10-08,1.5
001189,2019-06-28,2019-06-28,2,2019-06-28,3.7
001192,2020-12-08,2020-12-08,d,2020-12-08,13.3
001196,2021-10-18,2021-10-18,,2021-10-18,4.1
001199,2021-10-20,2021-10-20,2,2021-10-20,2.4
001203,2023-02-28,2023-02-28,,2023-02-28,2.4
001206,2021-05-NONE,NONE-05-21,,NONE-05-21,2.4
001209,2021-08-03,2021-08-03,,2021-08-03,1.5
001212,2021-07-03,2021-07-03,,2021-07-03,3.2
001215,2021-06-13,2021-06-13,,2021-06-13,9.9
001219,2021-01-14,2021-01-14,,2021-01-14,1.4
001222,2021-11-10,2021-11-10,,2021-11-10,2.4
001225,2022-06-27,2022-06-27,2,2022-06-27,6.8
001228,2022-01-11,2021-01-12,2,2021-01-12,4.0
001231,2021-05-05,2021-05-05,,2021-05-05,1.4
001234,2021-03-09,2021-03-09,,2021-03-09,1.5
001239,2020-12-19,2020-12-19,,2020-12-19,2.8
001243,2023-12-31,2023-12-31,,2023-12-31,1.7
001246,2022-01-19,2022-01-19,2,2022-01-19,5.5
001249,2021-07-15,2021-07-15,,2021-07-15,7.8
001252,2021-08-19,2021-08-19,,2021-08-19,2.5
001255,2019-09-13,2019-09-13,,2019-09-13,1.6
001258,2022-03-15,2022-03-15,,2022-03-15,12.4
001262,2021-03-25,NONE,,NONE,11.4
001265,2022-06-NONE,2022-06-NONE,,2022-06-NONE,2.1
001268,2022-09-05,2022-09-05,,2022-09-05,3.9
001272,2023-07-08,2023-07-08,,2023-07-08,1.8
001276,2021-11-04,2021-11-04,,2021-11-04,2.5
001279,2022-10-09,2022-10-09,,2022-10-09,2.6
001282,2025-04-01,2025-04-01,,2025-04-01,5.1
001285,2022-11-21,2022-11-21,,2022-11-21,6.6
001292,2022-11-05,2022-11-05,2,2022-11-05,24.3
001295,2021-11-NONE,2021-12-11,,2021-12-11,3.0
001298,2021-06-24,2021-06-24,,2021-06-24,2.3
001302,2021-11-29,2029-11-21,d,2029-11-21,3.6
001305,2021-04-12,2021-04-01,,2021-04-12,4.5
001308,2022-11-06,NONE,,NONE,9.7
001311,2022-10-20,2022-10-20,,2022-10-20,1.6
001314,2022-01-15,2022-01-15,,2022-01-15,2.3
001317,2022-12-07,2022-12-07,2,2020-12-07,4.9
001321,2022-02-15,2022-02-15,,2022-02-15,14.5
001326,2021-07-19,2021-07-19,,2021-07-19,11.6
001330,2021-03-05,2022-03-05,,2022-03-05,2.4
001334,2021-10-26,2021-10-26,,2021-10-26,5.4
001338,2021-06-08,2021-06-08,,2021-06-08,6.7
001341,2021-11-25,2021-11-25,2,2021-11-25,3.7
001344,2021-08-10,2022-11-02,,2022-11-02,5.9
001348,2021-10-31,2021-01-10,,2021-01-10,3.1
001351,2021-06-09,2021-06-09,,2021-06-09,2.3
001354,2022-07-06,2022-07-06,,2022-07-06,2.3
001358,2020-12-NONE,2020-12-NONE,,2020-12-NONE,6.3
001362,2021-04-NONE,2021-10-13,,2021-10-13,5.6
001366,2021-09-29,2021-09-29,2,2021-09-29,9.1
001369,2025-09-21,2025-09-21,,2025-09-21,7.3
001372,2022-03-07,2022-03-07,,2022-03-07,2.1
001375,2022-05-NONE,2022-05-NONE,,2022-05-NONE,4.1
001378,NONE,2021-01-22,,2021-01-22,2.5
001381,2021-04-09,2021-01-04,,2021-04-09,3.2
001384,2018-09-NONE,2018-09-NONE,,2018-09-NONE,5.8
001388,2021-07-17,2021-07-NONE,,2021-07-NONE,5.5
001391,2021-02-25,2021-12-01,,2021-12-01,2.8
001394,2021-09-01,NONE-11-08,,NONE-11-08,7.4
001397,2022-11-01,2022-11-01,,2022-11-01,2.6
001400,2022-01-29,NONE,,NONE,38.5
001403,2020-09-29,2020-07-04,,2020-07-04,5.3
001406,2021-07-31,2031-07-21,,2031-07-21,2.4
001409,2021-12-16,2021-12-16,,2021-12-16,4.4
001413,2021-07-23,2021-07-23,,2021-07-23,5.3
001416,2021-11-05,2021-11-05,,2021-11-05,2.6
001421,2021-07-01,2021-07-01,,2021-07-01,2.6
001425,2021-06-22,2021-06-22,2,2021-06-22,4.3
001428,2020-08-12,2020-08-12,,2020-08-12,4.1
001432,2021-09-29,2021-09-29,,2021-09-29,1.8
001436,2021-09-20,2021-09-20,,2021-09-20,1.9
001440,2021-09-03,2021-09-03,,2021-09-03,2.6
001443,2021-09-06,2021-09-06,,2021-09-06,2.3
001446,2021-10-28,2021-10-NONE,,2021-10-NONE,2.2
001450,2022-04-26,2022-04-26,,2022-04-26,4.7
001453,2022-09-13,2022-09-13,,2022-09-13,4.5
001456,2022-06-28,2022-06-28,,2022-06-28,8.8
001459,2022-10-29,2022-10-29,,2022-10-29,1.9
001462,2021-11-17,2021-11-17,,2021-11-17,2.1
001466,2020-11-03,2020-01-03,,2020-01-03,15.2
001469,2022-12-03,2022-12-03,,2022-12-03,4.2
001472,2022-02-17,2022-02-17,,2022-02-17,2.2
001475,2022-07-10,2022-07-10,,2022-07-10,1.7
001478,2022-08-27,2022-08-27,,2022-08-27,3.4
001483,2021-02-06,2021-02-06,,2021-02-06,2.2
001486,2022-12-08,2022-12-08,,2022-12-08,2.2
001490,2021-08-06,2021-08-06,2,2021-08-06,3.1
001493,2023-08-17,2023-08-17,,2023-08-17,23.7
001496,2022-09-18,2022-09-18,,2022-09-18,4.4
001500,2021-09-23,2021-09-23,,2021-09-23,1.5
001504,2021-01-27,2021-01-27,,2021-01-27,2.6
001507,2021-02-19,2021-02-19,,2021-02-19,4.3
001511,2023-12-01,NONE-03-22,,NONE-03-22,11.5
001516,2021-11-19,2021-11-19,,2021-11-19,3.0
001521,2021-07-08,NONE,,NONE,15.3
001524,2021-06-25,2021-06-25,,2021-06-25,3.9
001527,2021-01-21,2021-01-21,,2021-01-21,6.2
001530,2021-02-11,2021-02-11,,2021-02-11,2.3
001534,2022-07-11,2022-07-11,,2022-07-11,2.4
001537,2021-02-19,2021-02-26,2,2021-02-26,9.7
001541,2021-06-13,2020-12-14,2,2021-06-13,3.0
001544,2021-08-02,2021-08-02,,2021-08-02,1.9
001547,2021-07-04,2021-07-04,,2021-07-04,5.5
001550,2021-08-25,NONE,,NONE,19.1
001555,2020-06-03,2020-05-03,,2020-06-03,1.9
001559,2024-12-21,2024-12-21,,2024-12-21,7.4
001562,2022-06-11,2022-06-01,,2022-06-11,2.5
001565,2022-01-17,2022-01-17,,2022-01-17,4.1
001570,2021-11-30,2021-11-30,,2021-11-30,1.8
001573,2022-01-06,2022-01-06,,2022-01-06,3.6
001577,2022-11-05,2022-11-05,,2022-11-05,4.1
001580,2022-11-02,2022-11-02,,2022-11-02,1.8
001585,2021-10-28,2021-10-28,,2021-10-28,2.2
001590,2021-02-18,2021-02-18,,2021-02-18,6.1
001594,2021-12-13,2021-12-13,,2021-12-13,2.0
001597,2021-03-07,2021-03-07,2,2021-03-07,2.6
001600,2021-02-08,2021-02-08,,2021-02-08,2.5
001603,2021-02-24,2021-02-24,,2021-02-24,2.5
001607,2021-04-03,2021-04-03,,2021-04-03,1.7
001610,2021-02-12,2021-02-12,,2021-02-12,4.0
001613,2022-02-25,2022-02-25,,2022-02-25,1.6
001616,2021-12-15,2021-12-15,,2021-12-15,2.0
001619,2023-10-06,2023-10-06,,2023-10-06,1.8
001624,2022-04-26,2022-04-26,,2022-04-26,1.5
001629,2021-07-23,2021-07-23,,2021-07-23,2.0
001632,2021-11-27,2021-11-27,,2021-11-27,4.5
001636,2021-12-22,2023-02-12,2,2023-02-12,3.5
001639,2021-02-28,2021-02-28,,2021-02-28,2.0
001642,2022-03-19,2022-03-19,,2022-03-19,1.4
001645,2021-10-12,2021-10-12,,2021-10-12,1.3
001648,2021-12-14,2021-12-14,,2021-12-14,1.7
001651,2021-03-09,2021-03-09,,2021-03-09,2.6
001654,2019-08-19,2019-08-19,,2019-08-19,1.3
001657,2021-01-16,2021-01-16,,2021-01-16,2.1
001662,2022-04-26,2022-04-26,,2022-04-26,2.2
001665,2021-01-28,2021-01-28,,2021-01-28,2.0
001669,2021-02-08,2021-02-08,,2021-02-08,2.1
001672,2021-05-19,2021-05-19,,2021-05-19,2.0
001675,2021-03-15,2021-03-15,,2021-03-15,2.4
001679,2021-03-16,2021-03-16,2,2021-03-16,2.4
001683,2021-11-14,2021-11-14,,2021-11-14,2.5
001686,2020-11-27,2020-11-27,,2020-11-27,3.2
001690,2020-08-16,2020-08-16,,2020-08-16,4.8
001694,2022-07-01,2022-07-01,,2022-07-01,4.3
001698,2021-12-22,2021-12-22,,2021-12-22,3.0
001701,2021-10-27,2021-10-27,,2021-10-27,4.0
001704,2021-07-16,2021-07-16,,2021-07-16,2.5
001708,2021-05-02,2021-05-02,,2021-05-02,1.6
001711,2021-10-15,2021-10-15,2,2021-10-15,2.7
001714,2021-09-08,2021-09-08,d,2021-09-08,5.3
001717,2021-02-08,2021-02-08,,2021-02-08,6.3
001720,2021-03-11,2021-03-11,,2021-03-11,2.7
001723,2021-05-13,2021-05-13,,2021-05-13,1.4
001726,2021-02-16,2021-02-06,,2021-02-06,2.1
001730,2021-10-02,2021-10-02,,2021-10-02,1.8
