image_id,label,old,tags,kol,sec
000195,2027-07-01,2027-07-01,,2027-07-01,3.9
000200,2027-07-14,2021-07-NONE,,2021-07-NONE,22.7
000203,2026-07-01,2026-07-08,,2026-07-08,23.0
000206,2026-05-08,2026-05-08,,2026-05-08,4.2
000212,2026-12-16,2026-12-16,,2026-12-16,18.1
000217,2027-03-08,2027-03-08,,2027-03-08,7.6
000220,2026-02-23,2026-02-23,,2026-02-23,4.6
000223,2026-08-13,2026-08-13,,2026-08-13,2.2
000227,2028-09-17,2028-09-17,,2028-09-17,10.2
000230,2026-03-28,2026-03-28,,2026-03-28,4.7
000235,2026-03-08,2026-03-08,,2026-03-08,3.2
000238,2026-09-10,2026-09-10,2,2026-09-10,5.8
000241,2027-08-10,2027-08-10,,2027-08-10,8.3
000244,2026-06-21,2026-06-21,2,2026-06-21,4.9
000247,2026-05-20,2026-05-20,,2026-05-20,2.1
000251,2026-02-24,2026-02-24,2,2026-02-24,3.5
000254,2026-08-12,2026-08-12,2,2026-08-12,5.7
000258,2026-05-30,2026-05-30,,2026-05-30,16.7
000261,2026-03-07,2026-03-07,2,2026-03-07,7.0
000264,2026-06-06,NONE,,NONE,19.3
000267,2026-06-02,2026-06-02,,2026-06-02,3.4
000271,2026-03-24,2026-03-22,,2026-03-24,3.4
000276,2026-03-25,2026-03-25,2,2026-03-25,8.1
000282,2026-09-10,2026-09-10,,2026-09-10,4.3
000285,2027-07-02,2027-07-02,,2027-07-02,6.4
000288,2028-07-25,2028-07-25,b,2028-07-25,4.7
000291,2027-07-21,2027-07-21,,2027-07-21,5.9
000295,2025-11-08,2025-11-08,,2025-11-08,4.5
000300,2026-05-21,2026-05-21,,2026-05-21,5.4
000303,2026-07-31,2026-07-31,,2026-07-31,6.7
000306,2026-09-16,2026-09-16,,2026-09-16,3.4
000310,2026-09-28,2026-09-28,,2026-09-28,8.2
000315,2026-07-19,2026-07-19,,2026-07-19,2.0
000319,2026-02-14,2026-02-14,,2026-02-14,3.1
000323,2025-12-21,2025-12-21,2,2025-12-21,4.3
000326,2025-10-18,2025-10-18,,2025-10-18,7.3
000330,2025-11-02,2025-11-02,2,2025-11-02,7.5
000333,2025-11-07,2025-11-07,,2025-11-07,2.5
000336,2025-11-20,2025-11-20,,2025-11-20,17.7
000340,2026-08-11,2026-08-11,,2026-08-11,2.2
000344,2026-08-04,2026-08-04,,2026-08-04,1.7
000347,2027-05-26,2027-05-26,,2027-05-26,3.4
000350,2027-05-15,2027-05-15,,2027-05-15,6.6
000354,2027-07-06,2027-07-06,,2027-07-06,7.2
000357,2027-08-11,2027-08-11,,2027-08-11,5.0
000361,2026-12-19,2026-12-12,,2026-12-12,13.9
000365,2026-03-11,2026-03-11,,2026-03-11,3.8
000368,2026-09-22,2026-09-22,,2026-09-22,22.7
000371,2026-02-15,2026-02-15,,2026-02-15,3.1
000374,2026-08-28,2026-08-28,,2026-08-28,14.4
000377,2026-07-01,2026-07-01,,2026-07-01,31.2
000380,2026-09-02,2026-09-02,,2026-09-02,5.0
000383,2026-04-03,2026-04-03,,2026-04-03,5.9
000386,2026-06-10,2025-06-11,2,2026-11-06,5.7
000391,2026-12-10,2026-12-10,,2026-12-10,3.5
000394,2026-04-14,2026-04-14,,2026-04-14,9.7
000398,2027-07-30,2027-07-30,,2027-07-30,2.7
000402,2019-04-28,2019-04-28,,2019-04-28,11.5
000405,2027-10-15,2020-07-01,,2020-07-01,65.4
000408,2025-10-09,2025-10-09,2,2025-10-09,7.4
000412,2026-01-19,2026-01-19,,2026-01-19,6.5
000417,2026-03-15,2026-03-15,,2026-03-15,3.6
000420,2025-12-04,2025-12-04,,2025-12-04,12.1
000423,2026-06-04,2026-06-02,b,2026-06-02,5.3
000426,2026-12-26,2026-12-26,,2026-12-26,4.3
000430,2028-02-01,2028-02-01,,2028-02-01,5.1
000434,2026-10-28,2026-10-28,,2026-10-28,5.2
000437,2025-11-19,NONE,,NONE,17.6
000440,2026-08-13,NONE,2,NONE,27.3
000444,2026-07-01,2026-07-01,,2026-07-01,4.3
000448,2026-08-20,2026-08-20,,2026-08-20,1.6
000451,2026-02-27,2025-08-28,2,2026-02-27,6.0
000454,2025-07-15,2025-07-15,2,2025-07-15,7.6
000459,2026-01-19,NONE-01-19,,NONE-01-19,70.1
000464,2026-03-19,2026-05-19,,2026-05-19,16.1
000467,2025-12-26,2025-12-26,,2025-12-26,6.6
000470,2026-08-06,2026-08-06,,2026-08-06,6.0
000474,2026-06-26,2026-06-06,,2026-06-06,4.9
000478,2026-06-11,NONE,,NONE,19.7
000481,2026-03-09,2026-03-09,,2026-03-09,2.0
000484,2027-11-14,2027-11-14,,2027-11-14,5.4
000489,2026-05-08,2026-05-08,,2026-05-08,19.8
000494,2025-12-12,2025-12-12,2,2025-12-12,9.7
000497,2026-08-31,NONE,,NONE,25.2
000500,2026-12-17,2026-12-17,2,2026-12-17,11.2
000504,2026-02-28,2026-02-28,,2026-02-28,5.6
000507,2026-05-19,2025-08-20,2,2026-05-19,13.0
000512,2026-02-17,2026-02-17,,2026-02-17,8.4
000516,2026-07-16,2026-07-16,,2026-07-16,8.6
000519,2026-08-10,2026-08-10,2,2026-08-10,5.9
000522,2026-02-21,NONE,2,NONE,32.1
000525,2027-09-08,2027-09-08,,2027-09-08,6.2
000530,2026-06-24,2030-12-14,,2030-12-14,11.8
000533,2026-03-26,2026-03-26,,2026-03-26,7.2
000536,2026-01-01,2026-01-01,,2026-01-01,3.3
000540,2026-03-24,2026-03-24,,2026-03-24,2.7
000543,2026-06-23,2026-06-02,,2026-06-23,7.6
000547,2026-05-28,2026-05-28,,2026-05-28,3.3
000550,2026-05-29,2026-05-29,,2026-05-29,5.7
000553,2028-10-24,2022-10-24,,2022-10-24,8.6
000556,2026-08-07,2026-08-07,e,2026-08-07,4.1
000559,2027-04-21,2027-04-21,,2027-04-21,2.5
000562,2025-12-30,2025-12-30,,2025-12-30,6.2
000565,2025-12-05,2025-12-05,,2025-12-05,3.5
000568,2026-02-23,2026-02-23,,2026-02-23,8.7
000571,NONE-10-18,2024-11-18,,2024-11-18,5.0
000574,2026-02-24,NONE-02-24,,2026-02-24,2.7
000577,2026-04-20,2026-04-20,,2026-04-20,3.1
000581,2026-02-25,2026-02-25,,2026-02-25,5.4
000584,2026-07-15,2026-07-15,2,2026-07-15,4.1
000587,2026-02-07,2026-02-17,,2026-02-17,22.9
000590,2025-12-05,2025-12-05,,2025-12-05,2.8
000593,2026-07-22,2026-07-22,,2026-07-22,7.0
000596,2026-08-13,2025-08-14,,2025-08-14,5.7
000599,2026-09-04,2026-09-04,,2026-09-04,2.5
000602,2026-09-22,2025-09-20,2,2026-09-22,3.9
000605,2028-07-01,2028-07-01,,2028-07-01,2.4
000608,2026-08-13,2026-08-13,,2026-08-13,2.5
000611,2026-07-20,2026-07-20,,2026-07-20,4.2
000614,2026-03-07,2026-03-07,,2026-03-07,1.5
000619,2026-09-15,2026-09-15,,2026-09-15,3.3
000623,2027-03-10,2027-03-10,,2027-03-10,2.4
000626,2026-07-01,2026-07-01,,2026-07-01,1.9
000631,2025-11-15,2025-11-15,,2025-11-15,1.6
000634,2026-02-05,2026-02-05,,2026-02-05,3.3
000640,2026-02-08,2026-02-08,,2026-02-08,2.1
000646,2027-01-15,2027-01-15,,2027-01-15,1.9
000650,2026-08-05,2026-08-05,,2026-08-05,3.1
000653,2027-01-19,2027-01-19,,2027-01-19,2.7
000656,2026-09-04,2026-09-04,,2026-09-04,1.9
000659,2026-08-24,2026-08-24,,2026-08-24,2.6
000662,2026-03-11,2026-03-11,,2026-03-11,2.6
000668,2026-04-30,2026-04-30,,2026-04-30,2.7
000671,2026-03-31,2025-10-01,,2026-03-31,5.0
000675,NONE,2028-06-03,?,2028-06-03,2.7
000678,2026-07-24,2026-07-24,,2026-07-24,1.4
000682,2026-01-25,2026-01-25,,2026-01-25,3.1
000685,2026-05-28,2026-05-28,,2026-05-28,2.9
000690,2025-10-11,2025-10-11,2,2025-10-11,5.0
000693,2026-09-01,2026-09-01,2,2026-09-01,3.7
000699,2025-10-27,NONE,b,NONE,19.4
000704,2026-07-29,2026-07-29,,2026-07-29,5.3
000708,2025-09-18,2025-09-18,,2025-09-18,2.0
000711,2025-10-09,2025-10-09,,2025-10-09,2.5
000716,2025-11-07,2025-11-07,,2025-11-07,1.9
000719,2026-04-04,2026-04-04,,2026-04-04,2.7
000722,2026-08-04,2026-10-19,,2026-10-19,2.5
000725,2026-04-16,2026-04-16,,2026-04-16,3.6
000728,2026-06-24,2026-06-24,,2026-06-24,1.7
000732,2026-03-16,2026-03-15,,2026-03-15,3.3
000735,2027-01-12,2027-01-12,,2027-01-12,6.1
000741,2025-12-03,2025-12-03,2,2025-12-03,6.4
000744,2027-08-18,2027-08-18,,2027-08-18,6.4
000747,2026-06-22,2026-06-22,,2026-06-22,3.8
000752,2026-07-09,2026-07-09,,2026-07-09,9.4
000757,NONE-10-22,NONE-10-22,,NONE-10-22,3.7
000760,NONE-11-20,NONE-11-20,,NONE-11-20,3.4
000763,NONE-11-12,NONE-11-12,,NONE-11-12,21.9
000766,2026-09-24,2026-09-24,,2026-09-24,2.7
000769,2026-12-10,2026-12-10,,2026-12-10,3.3
000772,NONE-12-20,NONE,,NONE,49.8
000775,2025-12-17,2025-12-17,,2025-12-17,2.6
000778,2026-06-22,2026-06-22,,2026-06-22,3.0
000781,2026-10-02,2026-10-02,,2026-10-02,2.0
000788,NONE-12-21,NONE-12-21,,NONE-12-21,7.0
000793,2026-05-06,2026-05-06,,2026-05-06,3.0
000796,2026-07-14,NONE,2,NONE,17.9
000801,2026-03-25,2026-03-25,,2026-03-25,5.4
000806,2026-10-02,2026-10-02,,2026-10-02,3.2
000809,2026-08-30,2026-08-30,,2026-08-30,2.7
000812,2026-05-29,2026-05-29,,2026-05-29,3.3
000818,2026-05-12,NONE,,NONE,18.9
000823,2027-02-23,2027-02-23,,2027-02-23,4.5
000826,2026-06-22,2026-06-22,,2026-06-22,4.7
000830,2025-12-20,2025-12-20,,2025-12-20,1.8
000833,2026-04-27,2026-04-27,,2026-04-27,2.2
000840,2026-01-01,NONE-01-31,,NONE-12-12,5.9
000846,2026-05-28,2026-05-28,,2026-05-28,4.4
000849,2026-05-21,2026-05-21,,2026-05-21,3.4
000854,2026-09-04,2026-09-04,,2026-09-04,5.3
000857,2025-01-28,2025-01-28,,2025-01-28,4.1
000860,2022-07-23,2022-07-23,,2022-07-23,8.4
000865,2021-09-25,2021-09-25,,2021-09-25,2.3
000868,2021-10-23,NONE,,NONE,10.1
000872,2021-02-26,2021-02-26,,2021-02-26,5.2
000876,2021-07-01,2021-07-01,,2021-07-01,1.7
000879,2021-05-11,2021-05-11,,2021-05-11,9.9
000882,2021-06-08,2021-06-08,,2021-06-08,8.2
000885,2021-07-09,2020-01-10,,2020-01-10,4.7
000888,2021-12-04,2021-12-04,,2021-12-04,3.7
000891,2021-04-05,2021-04-05,,2021-05-04,9.4
000894,2021-06-02,2021-06-02,,2021-06-02,2.4
000898,2025-05-19,2025-05-19,,2025-05-19,20.3
000902,2021-11-01,2021-11-01,,2021-11-01,3.7
000905,2022-01-NONE,2022-01-NONE,,2022-01-NONE,5.5
000909,2021-09-20,2021-09-20,,2021-09-20,1.8
000912,2022-05-05,2022-05-05,,2022-05-05,4.9
000915,2021-07-21,2021-07-21,,2021-07-21,3.4
000919,2022-03-11,2022-03-11,,2022-03-11,9.3
000923,NONE-02-01,2020-01-02,,2020-01-02,2.4
000926,2021-06-10,2021-06-10,,2021-06-10,1.8
000929,2022-03-13,2022-03-13,,2022-03-13,9.0
000932,2021-05-26,2021-05-26,,2021-05-26,2.5
000936,2021-10-19,2021-10-19,2,2021-10-19,1.9
000940,2021-10-28,NONE,,NONE,7.6
000944,2021-07-03,2021-07-03,,2021-07-03,3.4
000948,2021-10-24,2021-10-24,2,2021-10-24,6.8
000951,2021-04-05,2021-04-05,,2021-04-05,2.4
000954,2021-02-05,2021-02-05,2,2021-02-05,2.5
000958,2021-02-22,2021-02-22,2,2021-02-22,2.1
000961,2023-10-21,2023-10-21,,2023-10-21,4.0
000965,2020-07-24,2023-03-20,2,2023-07-20,45.1
000968,2022-10-17,2022-10-NONE,,2022-10-17,4.6
000972,2021-06-25,2021-06-25,,2021-06-25,2.0
000976,2023-08-03,2023-08-03,,2023-08-03,4.6
000979,2021-06-14,2021-06-14,2,2021-06-14,5.2
000983,2021-08-20,2021-08-20,,2021-08-20,12.6
000988,2021-12-28,2021-12-28,,2021-12-28,1.9
000991,2021-03-04,NONE,,2021-03-04,27.7
000994,NONE-02-18,NONE,,NONE,19.0
000997,NONE-02-19,NONE,,NONE,10.5
001000,2021-09-07,2021-09-07,,2021-09-07,4.3
001005,2020-08-10,2020-08-10,,2020-08-10,12.6
001008,2022-11-24,2022-11-24,,2022-11-24,3.5
001013,2021-11-10,2021-11-10,2,2021-11-10,3.3
001016,2021-02-21,2021-02-21,,2021-02-21,5.3
001019,2021-05-15,NONE,b,NONE,8.8
001023,2021-07-13,2021-07-13,,2021-07-13,2.8
001026,2020-12-09,2020-12-09,,2020-12-09,4.6
001029,2021-07-07,2021-07-07,2,2021-07-07,3.2
001034,2021-06-28,2021-06-28,,2021-06-28,9.1
001037,2021-03-18,2021-03-18,,2021-03-18,3.8
001040,2022-04-15,2022-04-15,,2022-04-15,2.8
001043,2021-09-13,2021-09-13,,2021-09-13,2.4
001046,2021-10-07,2021-10-07,,2021-10-07,4.9
001050,2022-01-06,2022-01-06,,2022-01-06,3.5
001053,2022-09-01,2022-09-01,,2022-09-01,12.0
001056,2022-05-27,2022-05-27,,2022-05-27,4.9
001061,2022-07-04,2022-07-04,2,2022-07-04,8.3
001065,2022-05-04,2022-05-04,,2022-05-04,9.0
001068,2021-03-15,2021-03-15,,2021-03-15,1.6
001071,NONE-01-24,NONE-01-24,,NONE-01-24,2.5
001075,2021-09-30,2021-09-30,,2021-09-30,6.5
001079,2023-09-24,2023-09-24,,2023-09-24,2.0
001082,2021-06-17,2021-06-17,,2021-06-17,4.8
001085,2023-10-09,2023-10-09,,2023-10-09,5.8
001088,2022-06-14,2022-06-14,,2022-06-14,2.6
001092,2021-03-19,2021-03-19,2,2021-03-19,8.9
001095,2022-01-12,2022-01-NONE,2,2021-01-13,2.3
001098,2021-03-18,2021-03-18,2,2021-03-18,8.2
001102,2021-03-14,2021-03-14,,2021-03-14,4.0
001105,2021-08-26,2020-08-26,2,2020-11-02,2.2
001108,2021-02-28,2021-02-28,,2021-02-28,3.4
001111,2022-07-12,2022-07-12,,2022-07-12,5.7
001114,2023-11-15,2023-11-15,,2023-11-15,4.6
001117,2022-01-20,2022-01-20,,2022-01-20,2.1
001121,2023-01-10,2023-01-10,,2023-01-10,7.6
001124,2021-10-09,2021-10-09,,2021-10-09,4.6
001127,2021-06-10,2021-06-10,2,2021-06-10,7.9
001130,NONE-02-12,2020-08-07,,2020-08-07,25.0
001133,2021-02-19,2021-02-19,2,2021-02-19,2.5
001136,2022-09-24,NONE,,NONE,10.0
001139,2021-02-28,2021-02-28,,2021-02-28,2.7
001143,2021-06-26,2021-06-28,t,2021-06-28,4.0
001146,2021-12-13,2021-12-13,2,2021-12-13,3.9
001149,2022-07-31,2022-07-31,,2022-07-31,2.2
001152,2021-10-31,2021-10-31,,2021-10-31,8.3
001156,2021-02-07,2021-02-07,,2021-02-07,4.4
001159,2021-08-10,2021-08-10,,2021-08-10,2.7
001162,2021-12-06,2021-12-06,,2021-12-06,2.9
001166,2022-01-20,NONE,,NONE,45.9
001170,2022-01-18,2022-01-18,,2022-01-18,3.8
001173,2021-09-NONE,2021-09-NONE,,2021-09-NONE,4.5
001176,2021-09-07,2021-09-07,d,2021-09-07,8.3
001179,2023-09-01,2023-09-01,,2023-09-01,12.0
001183,2021-10-08,2021-10-08,,2021-10-08,1.3
001188,2020-04-23,2020-04-23,,2020-04-23,11.7
001191,2020-12-08,2020-12-08,,2020-12-08,2.5
001195,2021-10-18,2021-10-18,,2021-10-18,7.7
001198,2021-10-10,2021-10-10,,2021-10-10,3.8
001201,2022-07-16,2022-07-16,,2022-07-16,4.1
001205,NONE-05-21,NONE-05-21,,NONE-05-21,2.8
001208,2020-08-18,2020-08-18,,2020-08-18,3.3
001211,2021-07-03,2021-07-03,,2021-07-03,4.7
001214,2021-05-15,2021-05-15,,2021-05-15,6.8
001218,2022-05-30,2022-05-30,,2022-05-30,3.2
001221,2021-11-10,2021-11-10,,2021-11-10,5.4
001224,2021-04-11,2021-04-11,,2021-04-11,2.8
001227,2022-01-11,2022-01-11,2,2022-01-11,3.8
001230,2021-10-28,2021-10-28,,2021-10-28,3.5
001233,2021-03-09,2021-03-09,,2021-03-09,2.6
001238,NONE-01-31,NONE-01-31,,NONE-01-31,17.5
001241,2022-06-13,2022-06-01,,2022-06-13,2.8
001245,2021-11-01,2021-11-01,,2021-11-01,2.0
001248,2021-07-15,2021-07-15,,2021-07-15,19.6
001251,2021-04-11,2021-01-12,2,2021-04-11,2.7
001254,2019-09-13,2019-09-13,,2019-09-13,2.6
001257,2023-07-03,NONE,,NONE,7.4
001261,2021-03-25,NONE,,NONE,35.1
001264,2022-12-03,2022-12-03,,2022-12-03,4.4
001267,2022-09-05,2022-09-05,,2022-09-05,9.8
001271,2023-07-08,2023-07-08,,2023-07-08,4.0
001274,2022-06-17,2022-06-17,,2022-06-17,6.1
001278,2022-01-03,2022-01-03,2,2022-01-03,6.3
001281,2025-08-05,2025-08-05,,2025-08-05,6.2
001284,2022-04-23,2022-04-23,,2022-04-23,2.9
001290,2024-11-21,2024-01-21,,2024-11-21,1.8
001294,2021-11-NONE,2021-11-NONE,,2021-11-NONE,5.5
001297,2023-11-NONE,2023-11-NONE,,2023-11-08,15.2
001301,2021-11-29,2021-11-29,2,2021-11-29,3.6
001304,2021-04-12,2021-04-12,,2021-04-12,2.8
001307,2022-11-06,2022-11-06,,2022-11-06,2.0
001310,2021-04-20,2021-04-30,bt,2021-04-30,5.7
001313,2022-01-15,NONE,,NONE,54.0
001316,2021-12-09,2021-12-09,,2021-12-09,4.5
001320,2021-11-22,2028-12-07,,2028-12-07,5.1
001324,2023-07-09,2023-07-09,2,2023-07-09,4.4
001328,2021-06-26,2021-06-26,,2021-06-26,4.3
001333,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2.7
001336,2021-07-04,2021-07-04,,2021-07-04,6.7
001340,2021-11-25,2021-11-25,2,2021-11-25,10.5
001343,2021-09-10,2021-09-10,,2021-09-10,6.7
001347,2021-10-31,2021-10-31,,2021-10-31,1.6
001350,2021-08-21,2021-08-21,,2021-08-21,2.8
001353,2022-06-27,2022-06-27,,2022-06-27,2.7
001357,NONE-08-20,2022-08-NONE,,2022-08-NONE,3.7
001361,2021-09-02,NONE-09-21,,NONE-09-21,19.8
001364,2021-02-NONE,2018-02-02,,2018-02-02,10.2
001368,2021-08-19,NONE,,NONE,20.6
001371,2022-04-27,2022-04-27,,2022-04-27,5.4
001374,2022-05-NONE,2022-05-NONE,,2022-05-NONE,10.1
001377,2021-12-02,NONE,,NONE,8.8
001380,2021-04-09,2021-04-09,,2021-04-09,6.2
001383,2023-01-05,NONE,,NONE,15.1
001387,2021-07-17,2021-07-07,,2021-07-07,7.4
001390,2021-06-20,2021-06-20,,2021-06-20,4.0
001393,2022-07-14,2022-07-14,,2022-07-14,6.0
001396,2022-11-01,2022-11-01,,2022-11-01,5.0
001399,2021-07-23,2021-07-23,,2021-07-23,8.3
001402,2020-09-29,2020-09-29,,2020-09-29,7.0
001405,2021-01-27,2021-01-27,,2021-01-27,6.4
001408,2021-12-16,2021-12-16,,2021-12-16,10.1
001412,2022-09-06,2022-09-06,,2022-09-06,14.4
001415,2022-04-20,2022-04-20,,2022-04-20,6.3
001419,2021-07-18,2021-07-18,,2021-07-18,3.6
001423,2021-11-NONE,2021-11-17,,2021-11-17,6.5
001427,2020-08-12,2020-08-12,,2020-08-12,8.3
001431,2021-08-19,2021-08-01,,2021-08-01,11.4
001435,2021-10-04,2021-02-18,,2021-02-18,14.3
001439,2021-09-03,2021-09-03,,2021-09-03,3.6
001442,2021-06-24,2021-06-24,,2021-06-24,8.7
001445,2021-10-28,2021-10-28,,2021-10-28,2.2
001449,2022-10-28,2022-10-28,,2022-10-28,2.3
001452,2022-09-13,2021-08-07,,2021-08-07,6.2
001455,2022-04-02,2022-01-02,,2022-04-02,8.5
001458,2022-10-29,2022-10-29,,2022-10-29,1.6
001461,2022-01-20,2022-01-20,,2022-01-20,8.6
001465,2022-11-18,NONE-11-18,,NONE-11-18,6.5
001468,2022-12-03,2022-12-03,,2022-12-03,5.0
001471,2021-12-29,2021-12-29,,2021-12-29,7.0
001474,2022-07-10,2022-07-10,,2022-07-10,2.8
001477,2022-05-10,NONE,2,NONE,22.5
001481,NONE-01-31,NONE,,NONE,23.4
001485,2022-09-28,2022-09-28,,2022-09-28,6.0
001488,2021-07-12,2021-07-12,,2021-07-12,1.6
001492,2023-07-08,2023-07-08,,2023-07-08,2.4
001495,2021-11-22,2021-11-22,,2021-11-22,4.3
001499,2021-06-30,2021-06-30,,2021-06-30,7.0
001503,2021-06-24,2021-06-24,,2021-06-24,2.3
001506,2021-02-19,2021-02-19,,2021-02-19,8.4
001509,2021-10-19,2021-10-19,,2021-10-19,6.6
001514,2022-08-16,2022-08-16,,2022-08-16,3.7
001520,2021-07-08,2021-07-10,,2021-07-10,19.6
001523,2021-06-14,2021-01-15,2,2021-01-15,2.5
001526,2021-01-21,2021-01-21,,2021-01-21,6.9
001529,2021-02-11,2021-02-11,,2021-02-11,3.5
001532,2022-06-21,2022-06-21,,2022-06-21,6.0
001536,2021-02-19,2021-02-19,,2021-02-19,6.8
001540,2021-06-13,2021-06-13,2,2021-06-13,3.5
001543,2022-01-22,2022-01-22,,2022-01-22,1.8
001546,2021-07-04,2021-07-04,,2021-07-04,5.1
001549,2022-09-28,NONE,,NONE,9.7
001552,NONE-02-19,NONE-02-19,,NONE-02-19,2.8
001557,2022-03-16,2022-03-16,2,2022-03-16,7.6
001561,2022-06-11,2022-06-11,,2022-06-11,1.5
001564,2020-08-05,NONE,2,NONE,11.3
001567,2020-04-23,2020-01-15,,2020-01-15,9.9
001572,2021-06-11,2021-06-11,,2021-06-11,3.0
001576,2022-03-27,2022-03-27,,2022-03-27,4.3
001579,2022-11-02,2022-11-02,,2022-11-02,1.7
001583,2021-12-15,2021-12-15,,2021-12-15,1.7
001589,2023-01-09,2023-01-09,,2023-01-09,2.4
001593,2022-01-05,2022-01-05,,2022-01-05,1.9
001596,2021-02-25,2021-02-25,2,2021-02-25,3.7
001599,2021-02-15,2021-02-15,,2021-02-15,3.3
001602,2021-02-11,2021-02-11,,2021-02-11,2.8
001606,2021-04-03,2021-04-03,,2021-04-03,5.4
001609,2021-06-29,2021-06-29,,2021-06-29,1.9
001612,2022-02-25,2022-02-25,,2022-02-25,2.1
001615,2020-09-03,2020-09-03,,2020-09-03,3.4
001618,2023-10-06,2023-10-06,,2023-10-06,2.1
001621,2022-07-19,2022-07-19,,2022-07-19,3.3
001627,2021-07-03,2022-07-05,,2022-07-05,5.0
001631,2022-10-21,2022-10-21,,2022-10-21,2.6
001635,2021-12-22,2021-12-22,,2021-12-22,2.6
001638,2021-04-12,2021-04-12,,2021-04-12,2.2
001641,2023-01-24,2023-01-24,,2023-01-24,4.1
001644,2021-10-16,2021-10-15,,2021-10-15,2.2
001647,2021-12-14,2021-12-14,,2021-12-14,1.9
001650,2019-08-18,2019-08-18,,2019-08-18,1.7
001653,2019-08-19,2019-08-19,,2019-08-19,1.7
001656,2021-01-16,2021-01-16,,2021-01-16,3.6
001661,2022-04-26,2022-04-26,,2022-04-26,3.3
001664,2020-08-29,2020-08-29,,2020-08-29,7.3
001668,2021-09-14,2021-09-14,,2021-09-14,5.0
001671,2021-10-23,2021-10-23,2,2021-10-23,4.9
001674,2021-07-18,2021-07-18,,2021-07-18,3.2
001677,2021-11-28,2021-11-28,,2021-11-28,2.4
001682,2022-10-22,2022-10-22,,2022-10-22,2.2
001685,2021-11-29,2021-11-29,2,2021-11-29,4.6
001689,2021-06-22,NONE,,NONE,11.0
001692,2021-07-03,2021-07-03,,2021-07-03,3.4
001696,2022-06-23,2022-06-23,,2022-06-23,3.6
001700,2021-10-27,2021-10-27,,2021-10-27,17.7
001703,2021-07-16,2021-07-16,,2021-07-16,2.3
001707,2021-05-02,2021-05-02,,2021-05-02,2.3
001710,2021-10-15,2021-10-15,2,2021-10-15,3.7
001713,2021-09-08,2021-09-08,,2021-09-08,9.7
001716,2021-02-07,2021-02-07,,2021-02-07,2.8
001719,2021-03-11,2021-03-11,,2021-03-11,2.9
001722,2021-07-06,2021-07-06,2,2021-07-06,6.7
001725,2021-02-16,2021-02-16,,2021-02-16,2.6
001729,2021-03-13,2021-03-13,,2021-03-13,2.0
