image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
000471,2027-01-08,2027-01-08,,2027-01-08,2027-01-08,2027-01-08,2027-01-08,5.6
000476,2026-07-06,2026-07-06,,2026-07-06,2026-07-06,2026-07-06,2026-07-06,2.0
000479,2026-05-22,2026-05-22,,2026-05-22,2026-05-22,2026-05-22,2026-05-22,4.8
000482,2026-11-14,2025-01-02,b,2025-01-02,2026-02-05,2026-02-05,2026-02-05,16.6
000485,2027-09-17,NONE,,NONE,NONE,NONE,NONE,31.2
000490,2025-11-27,2025-11-27,,2025-11-27,2025-11-27,2025-11-27,2025-11-27,3.5
000495,2026-02-19,2026-02-01,2,2026-02-01,2026-02-19,2026-02-19,2026-02-19,72.1
000498,2026-03-07,2026-03-07,,2026-03-07,2026-03-07,2026-03-07,2026-03-07,4.7
000502,2026-06-20,2026-06-20,,2026-06-20,2026-06-20,2026-06-20,2026-06-20,9.3
000505,2026-03-02,NONE,,NONE,NONE,NONE,NONE,51.7
000510,2026-09-03,2026-09-03,,2026-09-03,2026-09-03,2026-09-03,2026-09-03,17.4
000513,2026-09-03,2026-09-03,,2026-09-03,2026-09-03,2026-09-03,2026-09-03,3.4
000517,2026-09-25,2026-09-25,,2026-09-25,2026-09-25,2026-09-25,2026-09-25,11.1
000520,2026-09-15,2026-09-15,,2026-09-15,2026-09-15,2026-09-15,2026-09-15,4.1
000523,2026-03-23,2026-03-23,2,2026-03-23,2026-03-23,2026-03-23,2026-03-23,3.4
000527,2025-10-12,NONE,,NONE,NONE,NONE,NONE,23.0
000531,2026-02-28,2026-02-28,,2026-02-28,2026-02-28,2026-02-28,2026-02-28,1.1
000534,2027-01-29,2027-01-29,,2027-01-29,2027-01-29,2027-01-29,2027-01-29,7.1
000538,2026-02-06,2026-02-06,,2026-02-06,2026-02-06,2026-02-06,2026-02-06,7.6
000541,2026-03-22,2026-03-22,,2026-03-22,2026-03-22,2026-03-22,2026-03-22,5.8
000545,2027-07-09,2027-07-09,,2027-07-09,2027-07-09,2027-07-09,2027-07-09,9.2
000548,2026-05-26,2026-05-26,,2026-05-26,2026-05-26,2026-05-26,2026-05-26,8.2
000551,2026-12-19,2026-12-19,,2026-12-19,2026-12-19,2026-12-19,2026-12-19,10.2
000554,2027-09-17,2027-09-17,,2027-09-17,2027-09-17,2027-09-17,2027-09-17,5.8
000557,2026-08-12,2026-08-12,,2026-08-12,2026-08-12,2026-08-12,2026-08-12,10.1
000560,2027-07-13,2027-07-13,,2027-07-13,2027-07-13,2027-07-13,2027-07-13,14.3
000563,2026-01-10,NONE,,NONE,NONE,NONE,NONE,53.1
000566,2026-09-17,2026-09-17,,2026-09-17,2026-09-17,2026-09-17,2026-09-17,6.5
000569,2025-11-02,2025-11-02,,2025-11-02,2025-11-02,2025-11-02,2025-11-02,7.3
000572,NONE-10-15,NONE-10-15,,NONE-10-15,NONE-10-15,NONE-10-15,NONE-10-15,32.2
000575,NONE-10-14,NONE,,NONE,NONE,NONE,NONE,54.5
000578,2026-03-04,2026-03-04,,2026-03-04,2026-03-04,2026-03-04,2026-03-04,6.0
000582,2025-11-21,2025-01-21,,2025-01-21,2025-01-21,2025-01-21,2025-01-21,15.9
000585,2026-05-16,2020-02-02,,2020-02-02,2020-02-02,2020-02-02,2020-02-02,22.8
000588,2025-11-28,2025-11-28,,2025-11-28,2025-11-28,2025-11-28,2025-11-28,5.5
000591,2026-07-27,2026-07-27,,2026-07-27,2026-07-27,2026-07-27,2026-07-27,6.1
000594,2026-08-25,2025-08-26,2,2026-08-25,2026-08-25,2026-08-25,2026-08-25,9.5
000597,2026-09-02,2026-09-02,2,2026-09-02,2026-09-02,2026-09-02,2026-09-02,8.2
000600,2026-08-31,2025-09-01,,2026-08-31,2026-08-31,2026-08-31,2026-08-31,8.2
000603,2026-09-24,NONE,,NONE,NONE,NONE,NONE,56.8
000606,2026-10-01,2026-10-01,,2026-10-01,2026-10-01,2026-10-01,2026-10-01,21.5
000609,2027-06-11,2027-06-11,,2027-06-11,2027-06-11,2027-06-11,2027-06-11,7.9
000612,2026-05-07,2026-05-07,,2026-05-07,2026-05-07,2026-05-07,2026-05-07,5.0
000616,2026-09-10,2026-09-10,,2026-09-10,2026-09-10,2026-09-10,2026-09-10,4.3
000621,2026-08-25,2026-08-25,,2026-08-25,2026-08-25,2026-08-25,2026-08-25,4.8
000624,2027-06-15,2027-06-15,2,2027-06-15,2027-06-15,2027-06-15,2027-06-15,5.4
000627,2026-10-06,NONE,2,NONE,NONE,NONE,NONE,42.8
000632,2025-12-28,2025-12-28,,2025-12-28,2025-12-28,2025-12-28,2025-12-28,5.1
000636,2026-03-09,2026-03-09,,2026-03-09,2026-03-09,2026-03-09,2026-03-09,4.3
000641,2026-09-02,2026-09-02,,2026-09-02,2026-09-02,2026-09-02,2026-09-02,5.6
000648,2028-08-25,NONE,,NONE,NONE,NONE,NONE,54.0
000651,2026-06-25,2026-06-25,,2026-06-25,2026-06-25,2026-06-25,2026-06-25,5.6
000654,2028-07-02,2028-07-02,,2028-07-02,2028-07-02,2028-07-02,2028-07-02,7.1
000657,2026-07-27,2026-07-27,,2026-07-27,2026-07-27,2026-07-27,2026-07-27,4.6
000660,2026-02-28,2026-02-28,,2026-02-28,2026-02-28,2026-02-28,2026-02-28,6.5
000664,2026-02-20,2026-02-20,,2026-02-20,2026-02-20,2026-02-20,2026-02-20,5.4
000669,2026-09-02,2026-09-02,2,2026-09-02,2026-09-02,2026-09-02,2026-09-02,7.4
000672,2026-02-08,2026-02-08,,2026-02-08,2026-02-08,2026-02-08,2026-02-08,6.2
000676,2026-06-10,2026-06-10,,2026-06-10,2026-06-10,2026-06-10,2026-06-10,4.2
000679,2027-09-17,2027-09-17,,2027-09-17,2027-09-17,2027-09-17,2027-09-17,9.0
000683,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2026-03-11,2026-03-11,4.5
000686,2026-10-12,2025-10-12,2,2025-10-12,2025-10-12,2025-10-12,2025-10-12,12.9
000691,2026-09-22,2026-09-22,2,2026-09-22,2026-09-22,2026-09-22,2026-09-22,9.1
000694,2026-09-01,2026-09-01,,2026-09-01,2026-09-01,2026-09-01,2026-09-01,7.0
000700,2025-10-24,2025-10-24,,2025-10-24,2025-10-24,2025-10-24,2025-10-24,5.0
000705,2026-06-29,2026-06-29,,2026-06-29,2026-06-29,2026-06-29,2026-06-29,6.5
000709,2025-10-14,2025-10-14,,2025-10-14,2025-10-14,2025-10-14,2025-10-14,7.3
000714,2026-03-12,2026-03-12,d,2026-03-12,2026-03-12,2026-03-12,2026-03-12,7.2
000717,2025-10-12,2025-10-12,,2025-10-12,2025-10-12,2025-10-12,2025-10-12,19.0
000720,2026-02-28,2026-02-28,,2026-02-28,2026-02-28,2026-02-28,2026-02-28,4.7
000723,2026-05-10,NONE,,NONE,NONE,NONE,NONE,34.7
000726,2026-09-16,2026-09-16,,2026-09-16,2026-09-16,2026-09-16,2026-09-16,1.8
000730,2026-02-26,2026-02-26,,2026-02-26,2026-02-26,2026-02-26,2026-02-26,1.5
000733,2026-03-24,2026-03-NONE,,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2.7
000737,2026-03-04,2026-03-04,,2026-03-04,2026-03-04,2026-03-04,2026-03-04,2.0
000742,2026-05-01,2026-05-01,,2026-05-01,2026-05-01,2026-05-01,2026-05-01,3.0
000745,2026-01-10,2026-01-10,,2026-01-10,2026-01-10,2026-01-10,2026-01-10,2.7
000748,2027-01-22,2027-01-22,,2027-01-22,2027-01-22,2027-01-22,2027-01-22,3.0
000754,2026-05-24,2026-05-24,,2026-05-24,2026-05-24,2026-05-24,2026-05-24,2.2
000758,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2.1
000761,NONE-11-11,NONE-11-11,,NONE-11-11,NONE-11-11,NONE-11-11,NONE-11-11,2.5
000764,2026-03-12,NONE,,NONE,NONE,NONE,NONE,15.5
000767,2026-03-12,2026-03-NONE,b,2026-03-NONE,2026-03-NONE,2026-03-NONE,2026-03-NONE,9.4
000770,2030-04-NONE,NONE,,NONE,NONE,NONE,NONE,17.4
000773,NONE-12-10,NONE-12-10,2,NONE-12-10,NONE-12-10,NONE-12-10,NONE-12-10,7.1
000776,2026-01-09,2026-01-09,,2026-01-09,2026-01-09,2026-01-09,2026-01-09,2.2
000779,2026-06-03,2026-06-03,,2026-06-03,2026-06-03,2026-06-03,2026-06-03,6.8
000783,2025-12-21,2025-12-21,,2025-12-21,2025-12-21,2025-12-21,2025-12-21,3.3
000789,NONE-12-19,NONE-12-19,,NONE-12-19,NONE-12-19,NONE-12-19,NONE-12-19,2.1
000794,2026-10-27,2026-10-27,,2026-10-27,2026-10-27,2026-10-27,2026-10-27,1.6
000798,NONE-12-20,2024-02-24,,2024-02-24,2024-02-24,2024-02-24,2024-02-24,2.7
000802,2026-07-03,2026-07-03,,2026-07-03,2026-07-03,2026-07-03,2026-07-03,5.2
000807,2026-05-29,2026-05-29,,2026-05-29,2026-05-29,2026-05-29,2026-05-29,1.5
000810,2026-03-31,2026-03-31,,2026-03-31,2026-03-31,2026-03-31,2026-03-31,1.8
000815,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,2026-06-22,2026-06-22,2.0
000819,2026-05-18,2026-05-18,,2026-05-18,2026-05-18,2026-05-18,2026-05-18,3.9
000824,NONE-12-18,NONE-12-18,2,NONE-12-18,NONE-12-18,NONE-12-18,NONE-12-18,7.0
000828,NONE-12-21,NONE-12-21,,NONE-12-21,NONE-12-21,NONE-12-21,NONE-12-21,3.2
000831,2026-07-16,2026-07-16,2,2026-07-16,2026-07-16,2026-07-16,2026-07-16,5.3
000835,2026-02-02,2026-02-02,,2026-02-02,2026-02-02,2026-02-02,2026-02-02,2.4
000842,2026-07-03,2026-07-03,,2026-07-03,2026-07-03,2026-07-03,2026-07-03,4.6
000847,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2.7
000851,2026-06-30,2026-06-30,,2026-06-30,2026-06-30,2026-06-30,2026-06-30,2.7
000855,2026-08-25,2026-08-25,2,2026-08-25,2026-08-25,2026-08-25,2026-08-25,3.1
000858,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2021-10-28,2021-10-28,4.4
000861,2022-07-23,2022-07-23,,2022-07-23,2022-07-23,2022-07-23,2022-07-23,2.5
000866,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2021-09-25,2021-09-25,1.8
000870,2021-10-15,2021-10-15,,2021-10-15,2021-10-15,2021-10-15,2021-10-15,3.0
000874,2021-03-22,2021-03-22,,2021-03-22,2021-03-22,2021-03-22,2021-03-22,21.6
000877,2023-04-03,NONE,d,NONE,NONE,NONE,NONE,16.6
000880,2021-05-11,2020-07-15,2,2021-05-11,2021-05-11,2021-05-11,2021-05-11,4.6
000883,2021-07-03,2021-01-04,,2021-01-04,2021-01-03,2021-01-04,2021-01-03,1.9
000886,2021-07-09,2020-01-10,,2020-01-10,2021-07-09,2021-07-09,2021-07-09,1.6
000889,2021-05-27,2021-05-27,,2021-05-27,2021-05-27,2021-05-27,2021-05-27,2.3
000892,2022-02-07,2022-02-07,,2022-02-07,2022-02-07,2022-02-07,2022-02-07,1.9
000895,2021-06-02,2021-06-02,,2021-06-02,2021-06-02,2021-06-02,2021-06-02,1.9
000899,2022-09-02,2022-09-02,,2022-09-02,2022-09-02,2022-09-02,2022-09-02,7.4
000903,2021-08-31,2021-08-31,,2021-08-31,2021-08-31,2021-08-31,2021-08-31,1.7
000906,2022-01-NONE,2022-10-15,,2022-10-15,2022-01-NONE,2022-10-15,2022-01-NONE,2.7
000910,2021-09-20,2021-09-20,,2021-09-20,2021-09-20,2021-09-20,2021-09-20,1.5
000913,2021-10-19,2021-10-19,,2021-10-19,2021-10-19,2021-10-19,2021-10-19,2.5
000916,2022-06-06,NONE,,NONE,NONE,NONE,NONE,30.6
000920,2022-03-11,2022-03-11,,2022-03-11,2022-03-11,2022-03-11,2022-03-11,3.5
000924,NONE-02-02,2018-02-02,,2018-02-02,2018-02-02,2018-02-02,2018-02-02,2.2
000927,2021-08-23,2021-01-08,,2021-08-23,2021-08-23,2021-08-23,2021-08-23,2.7
000930,2021-07-29,2021-07-29,,2021-07-29,2021-07-29,2021-07-29,2021-07-29,1.8
000933,2021-05-26,NONE,,NONE,NONE,NONE,NONE,6.3
000937,2022-06-11,2022-06-11,,2022-06-11,2022-06-11,2022-06-11,2022-06-11,2.0
000941,2021-07-02,2021-07-02,,2021-07-02,2021-07-02,2021-07-02,2021-07-02,1.4
000946,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,2021-09-30,2021-09-30,1.0
000949,2021-10-24,2021-10-24,2,2021-10-24,2021-10-24,2021-10-24,2021-10-24,6.5
000952,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,2021-04-05,2021-04-05,1.3
000955,2022-01-25,2022-01-03,,2022-01-03,2022-01-05,2022-01-05,2022-01-05,1.8
000959,2022-07-19,2022-07-19,,2022-07-19,2022-07-19,2022-07-19,2022-07-19,7.3
000963,2023-11-14,2023-11-14,,2023-11-14,2023-11-14,2023-11-14,2023-11-14,2.1
000966,2021-08-10,2021-08-10,,2021-08-10,2021-08-10,2021-08-10,2021-08-10,3.1
000969,2022-06-30,2022-06-30,,2022-06-30,2022-06-30,2022-06-30,2022-06-30,4.7
000973,2022-12-02,NONE,,NONE,NONE,NONE,NONE,15.4
000977,2021-11-03,2020-11-03,,2020-11-03,2020-11-03,2020-11-03,2020-11-03,5.5
000981,2021-08-08,2021-08-08,,2021-08-08,2021-08-08,2021-08-08,2021-08-08,2.7
000984,2021-08-20,2021-08-20,,2021-08-20,2021-08-20,2021-08-20,2021-08-20,5.5
000989,2020-07-21,NONE,,NONE,NONE,NONE,NONE,32.3
000992,2021-03-04,2021-03-04,,2021-03-04,2021-03-04,2021-03-04,2021-03-04,7.4
000995,NONE-02-18,NONE,,NONE,NONE,NONE,NONE,9.1
000998,2021-11-11,2021-11-11,2,2021-11-11,2021-11-11,2021-11-11,2021-11-11,5.1
001002,2022-08-24,2022-08-NONE,b,2022-08-NONE,2022-08-NONE,2022-08-NONE,2022-08-NONE,6.4
001006,2022-06-29,2022-06-NONE,2,2022-06-NONE,2022-06-29,2022-06-29,2022-06-29,2.1
001010,2021-08-09,2021-08-09,,2021-08-09,2021-08-09,2021-08-09,2021-08-09,3.8
001014,2022-01-11,2022-01-11,,2022-01-11,2022-01-11,2022-01-11,2022-01-11,3.0
001017,2021-02-21,2021-02-21,b,2021-02-21,2021-02-21,2021-02-21,2021-02-21,9.8
001020,2020-02-27,2020-02-27,,2020-02-27,2020-02-27,2020-02-27,2020-02-27,4.1
001024,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,2021-07-13,2021-07-13,2.0
001027,2020-09-08,2020-09-08,,2020-09-08,2020-09-08,2020-09-08,2020-09-08,1.6
001031,2022-10-NONE,2022-10-01,,2022-10-01,2022-10-01,2022-10-01,2022-10-01,3.9
001035,2021-10-07,2020-07-07,2,2020-07-07,2020-07-07,2020-07-07,2020-07-07,16.0
001038,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,2.0
001041,2022-04-15,2022-04-15,,2022-04-15,2022-04-15,2022-04-15,2022-04-15,2.8
001044,2021-04-30,2021-04-30,,2021-04-30,2021-04-30,2021-04-30,2021-04-30,1.8
