image_id,label,old,base,keep,keep_sp,sec
000786,NONE-12-17,NONE-12-17,NONE-12-17,NONE-12-17,NONE-12-17,5.8
000795,2026-07-14,NONE,NONE,NONE,NONE,13.4
000796,2026-07-14,NONE,NONE,NONE,NONE,12.4
000797,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2.3
000824,NONE-12-18,NONE-12-18,NONE-12-18,NONE-12-18,NONE-12-18,5.2
000831,2026-07-16,2026-07-16,2026-07-16,2026-07-16,2026-07-16,3.5
000839,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2026-01-03,2.5
000850,2026-08-09,2026-08-09,2026-08-09,2026-08-09,2026-08-09,2.1
000855,2026-08-25,2026-08-25,2026-08-25,2026-08-25,2026-08-25,1.8
000863,2021-10-22,2020-10-NONE,2020-10-NONE,2020-10-NONE,2020-10-NONE,1.1
000867,2021-10-23,NONE,NONE,NONE,NONE,14.4
000880,2021-05-11,2020-07-15,2020-07-15,2021-05-11,2021-05-11,3.3
000884,2021-07-03,NONE,NONE,NONE,NONE,5.6
000934,2021-02-10,2021-01-25,2021-01-25,2021-01-25,2021-01-25,2.0
000935,2021-02-10,2021-01-25,2021-01-25,2021-01-25,2021-01-25,2.8
000936,2021-10-19,2021-10-19,2021-10-19,2021-10-19,2021-10-19,1.2
000942,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2021-05-29,3.6
000943,2021-05-29,2021-05-29,2021-05-29,2021-05-29,2021-05-29,4.5
000948,2021-10-24,2021-10-24,2021-10-24,2021-10-24,2021-10-24,4.4
000949,2021-10-24,2021-10-24,2021-10-24,2021-10-24,2021-10-24,5.4
000953,2021-02-05,2021-02-07,2021-02-07,2021-02-07,2021-02-07,1.5
000954,2021-02-05,2021-02-05,2021-02-05,2021-02-05,2021-02-05,1.3
000957,2021-02-22,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2.1
000958,2021-02-22,2021-02-22,2021-02-22,2021-02-22,2021-02-22,1.0
000965,2020-07-24,2023-03-20,2023-03-20,2023-07-20,2023-07-20,18.9
000979,2021-06-14,2021-06-14,2021-06-14,2021-06-14,2021-06-14,3.3
000980,2021-06-14,2020-12-15,2020-12-15,2020-12-15,2020-12-15,1.4
000998,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2021-11-11,3.3
000999,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2021-11-11,2.1
001006,2022-06-29,2022-06-NONE,2022-06-NONE,2022-06-NONE,2022-06-NONE,1.5
001007,2022-06-29,2022-06-29,2022-06-29,2022-06-29,2022-06-29,2.0
001012,2021-11-10,2021-11-10,2021-11-10,2021-11-10,2021-11-10,2.0
001013,2021-11-10,2021-11-10,2021-11-10,2021-11-10,2021-11-10,2.2
001028,2021-07-07,2021-08-01,2021-08-01,2021-08-01,2021-08-01,2.9
001029,2021-07-07,2021-07-07,2021-07-07,2021-07-07,2021-07-07,1.3
001035,2021-10-07,2020-07-07,2020-07-07,2020-07-07,2020-07-07,9.3
001036,2021-10-07,2021-10-07,2021-10-07,2021-10-07,2021-10-07,8.2
001061,2022-07-04,2022-07-04,2022-07-04,2022-07-04,2022-07-04,4.7
001062,2022-07-04,2022-07-04,2022-07-04,2022-07-04,2022-07-04,5.3
001063,2022-01-04,2022-01-04,2022-01-04,2022-01-04,2022-01-04,2.1
001090,2021-04-16,2021-04-16,2021-04-16,2021-04-16,2021-04-16,3.7
001092,2021-03-19,2021-03-19,2021-03-19,2021-03-19,2021-03-19,3.8
001094,2022-01-12,2022-01-12,2022-01-12,2022-01-12,2022-01-12,1.3
001095,2022-01-12,2022-01-NONE,2022-01-NONE,2021-01-13,2021-01-13,1.5
001096,2021-06-11,2021-11-06,2021-11-06,2021-11-06,2021-11-06,6.7
001097,2021-06-11,2021-01-01,2021-01-01,2021-11-06,2021-11-06,6.9
001098,2021-03-18,2021-03-18,2021-03-18,2021-03-18,2021-03-18,4.8
001099,2021-03-18,2021-03-18,2021-03-18,2021-03-18,2021-03-18,4.3
001100,2021-03-14,2021-03-14,2021-03-14,2021-03-14,2021-03-14,3.0
001101,2021-03-14,2021-01-14,2021-01-14,2021-01-14,2021-01-14,2.6
001104,2021-08-26,2021-08-26,2021-08-26,2021-08-26,2021-08-26,1.7
001105,2021-08-26,2020-08-26,2020-08-26,2020-11-02,2020-11-02,1.7
001125,2021-12-28,2021-12-21,2021-12-21,2021-12-21,2021-12-21,1.6
001127,2021-06-10,2021-06-10,2021-06-10,2021-06-10,2021-06-10,3.2
001128,2021-06-10,2021-12-10,2021-12-10,2021-12-10,2021-12-10,3.0
001132,2021-02-19,2020-12-12,2020-12-12,2020-12-12,2020-12-12,2.3
001133,2021-02-19,2021-02-19,2021-02-19,2021-02-19,2021-02-19,2.5
001141,2022-03-14,2022-03-14,2022-03-14,2022-03-14,2022-03-14,3.1
001146,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2021-12-13,3.2
001147,2021-12-13,2021-12-13,2021-12-13,2021-12-13,2021-12-13,4.9
001185,2021-09-28,2021-09-26,2021-09-26,2021-09-26,2021-09-26,5.0
001186,2021-09-28,2020-12-NONE,2020-12-NONE,2020-12-NONE,2020-12-NONE,3.8
001189,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2.3
001190,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2.5
001193,2021-02-11,2021-02-11,2021-02-11,2021-02-11,2021-02-11,4.5
001194,2021-02-11,2021-02-01,2021-02-01,2021-02-01,2021-02-01,8.2
001199,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2021-10-20,2.0
001200,2021-10-20,2020-10-21,2020-10-21,2020-10-21,2020-10-21,1.9
001225,2022-06-27,2022-06-27,2022-06-27,2022-06-27,2022-06-27,8.7
001226,2022-06-27,2020-12-28,2020-12-28,2022-06-27,2022-06-27,4.9
001227,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2022-01-11,3.2
001228,2022-01-11,2021-01-12,2021-01-12,2021-01-12,2021-01-12,2.8
001235,2020-09-26,2020-09-26,2020-09-26,2020-09-26,2020-09-26,2.1
001246,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2022-01-19,5.5
001247,2022-01-19,2022-01-19,2022-01-19,2022-01-19,2022-01-19,4.4
001250,2021-04-11,2021-01-12,2021-01-12,2021-04-11,2021-04-11,4.6
001251,2021-04-11,2021-01-12,2021-01-12,2021-04-11,2021-04-11,2.1
001269,2021-10-11,2021-10-11,2021-10-11,2021-10-11,2021-10-11,1.5
001278,2022-01-03,2022-01-03,2022-01-03,2022-01-03,2022-01-03,2.7
001292,2022-11-05,2022-11-05,2022-11-05,2022-11-05,2022-11-05,13.5
001301,2021-11-29,2021-11-29,2021-11-29,2021-11-29,2021-11-29,3.0
001303,2021-09-14,2021-09-14,2021-09-14,2021-09-14,2021-09-14,3.4
001317,2022-12-07,2022-12-07,2022-12-07,2022-12-07,2022-12-07,7.9
001318,2022-12-07,2020-12-07,2020-12-07,2020-12-07,2020-12-07,2.4
001323,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,4.6
001324,2023-07-09,2023-07-09,2023-07-09,2023-07-09,2023-07-09,3.3
001340,2021-11-25,2021-11-25,2021-11-25,2021-11-25,2021-11-25,3.7
001341,2021-11-25,2021-11-25,2021-11-25,2021-11-25,2021-11-25,2.3
001356,2022-08-NONE,2022-08-NONE,2022-08-NONE,2022-08-NONE,2022-08-NONE,4.0
001366,2021-09-29,2021-09-29,2021-09-29,2021-09-29,2021-09-29,12.8
001367,2021-09-29,2021-09-22,2021-09-22,2021-09-22,2021-09-22,3.3
001414,2021-07-23,2021-07-24,2021-07-24,2021-07-24,2021-07-24,1.5
001424,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2.5
001425,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2021-06-22,2.7
001476,2022-05-10,2020-11-01,2020-11-01,2020-11-01,2022-05-10,4.9
001477,2022-05-10,NONE,NONE,NONE,NONE,9.3
001490,2021-08-06,2021-08-06,2021-08-06,2021-08-06,2021-08-06,2.6
001522,2021-06-14,2021-06-14,2021-06-14,2021-06-14,2021-06-14,4.6
001523,2021-06-14,2021-01-15,2021-01-15,2021-01-15,2021-01-15,1.0
001537,2021-02-19,2021-02-26,2021-02-26,2021-02-26,2021-02-26,6.4
001540,2021-06-13,2021-06-13,2021-06-13,2021-06-13,2021-06-13,3.4
001541,2021-06-13,2020-12-14,2020-12-14,2021-06-13,2021-06-13,2.5
001548,2022-09-28,NONE,NONE,NONE,NONE,12.5
001556,2022-03-16,2022-03-16,2022-03-16,2022-03-16,2022-03-16,4.2
001557,2022-03-16,2022-03-16,2022-03-16,2022-03-16,2022-03-16,2.7
001563,2020-08-05,NONE,NONE,NONE,NONE,11.3
001564,2020-08-05,NONE,NONE,NONE,NONE,6.8
001596,2021-02-25,2021-02-25,2021-02-25,2021-02-25,2021-02-25,3.3
001597,2021-03-07,2021-03-07,2021-03-07,2021-03-07,2021-03-07,2.8
001598,2021-03-07,2018-02-NONE,2018-02-NONE,2018-02-NONE,2018-02-NONE,2.3
001636,2021-12-22,2023-02-12,2023-02-12,2023-02-12,2023-02-12,2.2
001670,2021-10-23,2021-10-23,2021-10-23,2021-10-23,2024-06-27,6.5
001671,2021-10-23,2021-10-23,2021-10-23,2021-10-23,2021-10-23,3.3
001679,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,1.9
001680,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2.4
001685,2021-11-29,2021-11-29,2021-11-29,2021-11-29,2021-11-29,3.2
001710,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2.9
001711,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2021-10-15,2.4
001712,2021-07-18,2021-07-18,2021-07-18,2021-07-18,2021-07-18,3.1
001721,2021-07-06,2021-07-06,2021-07-06,2021-07-06,2021-07-06,6.8
001722,2021-07-06,2021-07-06,2021-07-06,2021-07-06,2021-07-06,6.5
001744,2022-01-28,2022-01-28,2022-01-28,2022-01-28,2022-01-28,3.7
001745,2022-01-28,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,3.1
001746,2021-10-12,2021-10-12,2021-10-12,2021-10-12,2021-10-12,3.9
001747,2021-10-12,2021-10-12,2021-10-12,2021-10-12,2021-10-12,7.1
001748,2019-07-03,2030-12-14,2030-12-14,2030-12-14,2030-12-14,11.1
001756,2021-12-30,2021-12-20,2021-12-20,2021-12-20,2021-12-20,4.6
001767,2021-06-29,2021-06-29,2021-06-29,2021-06-29,2021-06-29,1.6
001768,2021-06-29,2020-12-30,2020-12-30,2021-06-29,2021-06-29,2.1
001770,2019-10-18,2019-04-19,2019-04-19,2019-04-19,2019-04-19,1.1
001771,2019-10-18,2019-10-18,2019-10-18,2019-10-18,2019-10-18,1.3
001780,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,7.2
001781,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,5.9
001797,2020-05-26,NONE,NONE,NONE,NONE,10.5
001805,2020-11-09,2020-11-09,2020-11-09,2020-02-10,2020-02-10,4.0
001806,2020-11-09,NONE,NONE,NONE,NONE,5.8
001808,2020-08-13,2020-08-13,2020-08-13,2020-08-13,2020-08-13,1.3
001809,2020-08-13,2020-08-13,2020-08-13,2020-08-13,2020-08-13,1.8
001812,2021-03-26,2021-03-26,2021-03-26,2021-03-26,2021-03-26,1.8
001813,2021-03-26,2021-03-26,2021-03-26,2021-03-26,2021-03-26,2.2
001817,2021-04-14,2021-01-16,2021-01-16,2021-01-16,2021-01-16,9.5
001819,2022-01-18,2022-01-18,2022-01-18,2022-01-18,2022-01-18,5.4
001832,2022-09-02,2020-09-02,2020-09-02,2020-09-02,2020-09-02,3.6
001869,2021-09-26,2021-09-26,2021-09-26,2021-09-26,2021-09-26,3.1
001870,2021-09-26,2021-09-26,2021-09-26,2021-09-26,2021-09-26,1.5
001871,2022-11-10,2020-11-10,2020-11-10,2022-11-10,2022-11-10,3.9
001885,2021-12-05,2021-12-05,2021-12-05,2021-12-05,2021-12-05,3.7
001886,2021-12-05,2021-12-05,2021-12-05,2021-12-05,2021-12-05,4.2
001903,2027-08-21,2027-08-21,2027-08-21,2027-08-21,2027-08-21,3.0
001906,2021-09-03,2021-09-03,2021-09-03,2021-09-03,2021-09-03,3.8
001910,2021-05-07,2021-05-07,2021-05-07,2021-05-07,2021-05-07,6.1
001921,2022-10-15,2022-10-15,2022-10-15,2022-10-15,2022-10-15,4.4
001947,2022-08-10,2020-08-10,2020-08-10,2020-08-10,2020-08-10,3.3
001948,2022-08-10,2022-08-10,2022-08-10,2022-08-10,2022-08-10,7.8
001963,2021-10-09,2021-10-09,2021-10-09,2021-10-09,2021-10-09,1.5
001964,2021-10-09,2021-10-09,2021-10-09,2021-10-09,2021-10-09,1.2
002066,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2.5
002067,2020-04-30,2020-04-30,2020-04-30,2020-04-30,2020-04-30,3.1
002081,2019-09-16,2019-06-17,2019-06-17,2019-06-17,2019-06-17,8.6
002083,2020-11-06,2020-11-06,2020-11-06,2020-11-06,2020-11-06,2.5
002152,2019-07-11,2019-07-18,2019-07-18,2019-07-18,2019-07-18,1.7
002153,2019-07-11,2019-07-18,2019-07-18,2019-07-18,2019-07-18,2.1
002164,2021-01-29,2020-10-30,2020-10-30,2020-10-30,2020-10-30,1.5
002165,2021-01-29,2020-10-30,2020-10-30,2020-10-30,2020-10-30,2.1
002203,2021-01-08,2021-09-10,2021-09-10,2021-09-10,2021-09-10,5.7
002204,2021-01-08,2021-01-08,2021-01-08,2021-09-10,2021-09-10,4.4
002210,2020-09-22,2020-09-22,2020-09-22,2020-09-22,2023-11-08,4.8
002244,2021-05-21,2021-05-21,2021-05-21,2021-05-21,2021-05-21,4.6
002245,2021-05-21,2021-05-21,2021-05-21,2021-05-21,2021-05-21,3.1
002254,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,9.7
002255,2021-10-26,2021-10-26,2021-10-26,2021-10-26,2021-10-26,5.7
002275,2023-12-22,2023-12-22,2023-12-22,2023-12-22,2023-12-22,1.1
002276,2023-12-22,2023-12-02,2023-12-02,2023-12-02,2023-12-02,1.5
002283,2022-01-20,2022-01-20,2022-01-20,2022-01-20,2022-01-20,2.6
002284,2022-01-06,2021-01-07,2021-01-07,2021-01-07,2021-01-07,1.9
002309,NONE-03-13,NONE-03-13,NONE-03-13,NONE-03-13,NONE-03-13,5.8
002310,NONE-03-13,NONE-03-01,NONE-03-01,NONE-03-01,NONE-03-01,1.9
002313,2021-10-17,2021-10-17,2021-10-17,2021-10-17,2021-10-17,1.4
002328,2021-10-20,2020-10-21,2020-10-21,2020-10-21,2020-10-21,1.1
002341,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2021-12-15,3.1
002342,2021-12-15,2021-12-15,2021-12-15,2021-12-15,2021-12-15,1.4
002349,2019-09-11,2019-09-11,2019-09-11,2019-09-11,2019-09-11,3.7
002350,2019-09-11,2019-09-11,2019-09-11,2019-09-11,2019-09-11,3.0
002385,2019-08-18,2019-08-18,2019-08-18,2019-08-18,2019-08-18,3.6
002386,2019-08-18,2019-08-18,2019-08-18,2019-08-18,2019-08-18,2.8
002408,2022-10-29,2022-10-29,2022-10-29,2022-10-29,2022-10-29,1.9
002409,2022-10-29,2019-10-29,2019-10-29,2019-10-29,2019-10-29,1.9
002449,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2021-06-09,2.1
002450,2021-06-09,NONE,NONE,NONE,NONE,6.7
002467,2021-05-18,2021-05-18,2021-05-18,2021-05-18,2021-05-18,1.3
002471,2021-03-18,2021-03-18,2021-03-18,2021-03-18,2021-03-18,1.6
002472,2021-03-18,2021-03-18,2021-03-18,2021-03-18,2021-03-18,1.6
002473,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2.5
002474,2021-03-16,2021-03-16,2021-03-16,2021-03-16,2021-03-16,3.0
002493,2022-02-10,2022-02-10,2022-02-10,2022-02-10,2022-02-10,2.5
002570,2021-05-07,2021-05-07,2021-05-07,2021-05-07,2021-05-07,5.8
002571,2021-05-07,2021-01-08,2021-01-08,2021-05-07,2021-05-07,2.1
002588,2023-10-15,2023-10-15,2023-10-15,2023-10-15,2023-10-15,2.4
002589,2023-10-15,2023-10-15,2023-10-15,2023-10-15,2023-10-15,2.7
002610,2021-07-11,2020-11-13,2020-11-13,2020-11-13,2020-11-13,1.7
002661,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2022-01-11,4.9
002662,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2022-01-11,4.0
002663,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2021-08-18,3.8
002664,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2021-08-18,2.0
002739,2021-09-26,2021-09-26,2021-09-26,2021-09-26,2021-09-26,1.6
002744,2021-01-10,2021-01-10,2021-01-10,2021-01-10,2021-01-10,7.9
002751,2022-02-20,2022-02-20,2022-02-20,2022-02-20,2022-02-20,2.8
002761,2023-06-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,5.3
002762,2023-06-01,2020-06-11,2020-06-11,2020-06-11,2020-06-11,3.5
002786,2022-06-22,2022-06-22,2022-06-22,2022-06-22,2022-06-22,9.1
002787,2022-06-22,2020-06-23,2020-06-23,2022-06-22,2022-06-22,5.2
002799,2021-12-27,2021-12-27,2021-12-27,2021-12-27,2021-12-27,4.9
002800,2021-12-27,2031-01-11,2031-01-11,2031-01-11,2031-01-11,1.7
002815,2021-06-28,2021-01-29,2021-01-29,2021-06-28,2021-06-28,3.4
002816,2021-06-28,2020-02-10,2020-02-10,2020-02-10,2020-02-10,4.8
002880,2021-04-13,2021-04-13,2021-04-13,2021-04-13,2021-04-13,5.8
002881,2021-04-13,2021-04-13,2021-04-13,2021-04-13,2021-04-13,2.1
002907,2021-10-30,2021-10-30,2021-10-30,2021-10-30,2021-10-30,10.6
002974,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2.1
002975,2022-03-15,2022-03-15,2022-03-15,2022-03-15,2022-03-15,1.8
003061,2022-03-05,2022-03-05,2022-03-05,2022-03-05,2022-03-05,1.6
003062,2022-03-05,2022-03-05,2022-03-05,2022-03-05,2022-03-05,1.9
003069,2020-08-09,2020-08-09,2020-08-09,2020-08-09,2020-08-09,2.5
003070,2020-08-09,2020-08-09,2020-08-09,2020-08-09,2020-08-09,2.1
003081,2021-12-02,2021-12-02,2021-12-02,2021-12-02,2021-12-02,2.6
003082,2021-12-02,2021-12-02,2021-12-02,2021-12-02,2021-12-02,3.2
003115,2021-09-25,2022-09-05,2022-09-05,2022-09-05,2022-09-05,1.5
003123,2021-09-15,NONE,NONE,NONE,NONE,7.1
003140,2021-07-12,2021-07-12,2021-07-12,2021-07-12,2021-07-12,2.1
003141,2021-07-12,2021-01-13,2021-01-13,2021-07-12,2021-07-12,2.1
003142,2021-12-11,2021-12-11,2021-12-11,2021-12-11,2021-12-11,2.4
003143,2021-12-11,2020-12-12,2020-12-12,2021-12-11,2021-12-11,2.5
003171,2021-11-11,2020-01-12,2020-01-12,2030-01-12,2030-01-12,7.3
003186,2021-10-21,2021-10-21,2021-10-21,2021-10-21,2021-10-21,2.2
003191,2021-11-19,2021-11-19,2021-11-19,2021-11-19,2021-11-19,1.7
003192,2021-11-19,2021-11-19,2021-11-19,2021-11-19,2021-11-19,2.1
003221,2021-03-08,2021-03-05,2021-03-05,2021-03-05,2021-03-05,3.0
003225,2021-08-21,2020-02-20,2020-02-20,2021-08-21,2021-08-21,1.8
003228,2022-04-26,2022-04-24,2022-04-24,2022-04-24,2022-04-24,1.5
003239,2021-11-06,2021-11-06,2021-11-06,2021-11-06,2021-11-06,3.8
003240,2021-11-06,2020-01-04,2020-01-04,2021-11-06,2021-11-06,2.6
003242,2022-01-28,2025-01-22,2025-01-22,2025-01-22,2025-01-22,1.9
