image_id,label,old,tags,base,ft_p2,ft_union,ft_fb,sec
000227,2028-09-17,2028-09-17,,2028-09-17,2028-09-17,2028-09-17,2028-09-17,8.4
000230,2026-03-28,2026-03-28,,2026-03-28,2026-03-28,2026-03-28,2026-03-28,3.2
000235,2026-03-08,2026-03-08,,2026-03-08,2026-03-08,2026-03-08,2026-03-08,3.4
000238,2026-09-10,2026-09-10,2,2026-09-10,2026-09-10,2026-09-10,2026-09-10,4.8
000241,2027-08-10,2027-08-10,,2027-08-10,2027-08-10,2027-08-10,2027-08-10,4.0
000244,2026-06-21,2026-06-21,2,2026-06-21,2026-06-21,2026-06-21,2026-06-21,8.4
000247,2026-05-20,2026-05-20,,2026-05-20,2026-05-20,2026-05-20,2026-05-20,2.7
000251,2026-02-24,2026-02-24,2,2026-02-24,2026-02-24,2026-02-24,2026-02-24,1.6
000254,2026-08-12,2026-08-12,2,2026-08-12,2026-08-12,2026-08-12,2026-08-12,3.9
000258,2026-05-30,2026-05-30,,2026-05-30,2026-05-11,2026-05-30,2026-05-11,8.0
000261,2026-03-07,2026-03-07,2,2026-03-07,2026-03-07,2026-03-07,2026-03-07,4.0
000264,2026-06-06,NONE,,NONE,NONE,NONE,NONE,15.2
000267,2026-06-02,2026-06-02,,2026-06-02,2026-06-02,2026-06-02,2026-06-02,3.2
000271,2026-03-24,2026-03-22,,2026-03-22,2026-03-24,2026-03-24,2026-03-24,2.2
000276,2026-03-25,2026-03-25,2,2026-03-25,2026-03-25,2026-03-25,2026-03-25,3.4
000282,2026-09-10,2026-09-10,,2026-09-10,2026-09-10,2026-09-10,2026-09-10,2.9
000285,2027-07-02,2027-07-02,,2027-07-02,2027-07-02,2027-07-02,2027-07-02,2.6
000288,2028-07-25,2028-07-25,b,2028-07-25,2028-07-25,2028-07-25,2028-07-25,4.0
000291,2027-07-21,2027-07-21,,2027-07-21,2027-07-21,2027-07-21,2027-07-21,3.3
000295,2025-11-08,2025-11-08,,2025-11-08,2025-11-08,2025-11-08,2025-11-08,2.5
000300,2026-05-21,2026-05-21,,2026-05-21,2026-05-21,2026-05-21,2026-05-21,2.5
000303,2026-07-31,2026-07-31,,2026-07-31,2026-07-31,2026-07-31,2026-07-31,3.3
000306,2026-09-16,2026-09-16,,2026-09-16,2026-09-16,2026-09-16,2026-09-16,2.7
000310,2026-09-28,2026-09-28,,2026-09-28,2026-09-28,2026-09-28,2026-09-28,7.2
000315,2026-07-19,2026-07-19,,2026-07-19,2026-07-19,2026-07-19,2026-07-19,1.5
000319,2026-02-14,2026-02-14,,2026-02-14,2026-02-14,2026-02-14,2026-02-14,2.4
000323,2025-12-21,2025-12-21,2,2025-12-21,2025-12-21,2025-12-21,2025-12-21,3.2
000326,2025-10-18,2025-10-18,,2025-10-18,2025-10-18,2025-10-18,2025-10-18,3.2
000330,2025-11-02,2025-11-02,2,2025-11-02,2025-11-02,2025-11-02,2025-11-02,5.2
000333,2025-11-07,2025-11-07,,2025-11-07,2025-11-07,2025-11-07,2025-11-07,1.9
000336,2025-11-20,2025-11-20,,2025-11-20,2025-11-20,2025-11-20,2025-11-20,18.4
000340,2026-08-11,2026-08-11,,2026-08-11,2026-08-11,2026-08-11,2026-08-11,1.4
000344,2026-08-04,2026-08-04,,2026-08-04,2026-08-04,2026-08-04,2026-08-04,2.1
000347,2027-05-26,2027-05-26,,2027-05-26,2027-05-26,2027-05-26,2027-05-26,2.1
000350,2027-05-15,2027-05-15,,2027-05-15,2027-05-15,2027-05-15,2027-05-15,3.5
000354,2027-07-06,2027-07-06,,2027-07-06,2027-07-06,2027-07-06,2027-07-06,3.2
000357,2027-08-11,2027-08-11,,2027-08-11,2027-08-11,2027-08-11,2027-08-11,2.5
000361,2026-12-19,2026-12-12,,2026-12-12,2026-12-19,2026-12-19,2026-12-19,11.3
000365,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2026-03-11,2026-03-11,3.0
000368,2026-09-22,2026-09-22,,2026-09-22,2026-09-02,2026-09-22,2026-09-02,14.8
000371,2026-02-15,2026-02-15,,2026-02-15,2026-02-15,2026-02-15,2026-02-15,1.7
000374,2026-08-28,2026-08-28,,2026-08-28,2026-08-28,2026-08-28,2026-08-28,8.4
000377,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,2026-07-01,2026-07-01,28.0
000380,2026-09-02,2026-09-02,,2026-09-02,2026-09-02,2026-09-02,2026-09-02,2.5
000383,2026-04-03,2026-04-03,,2026-04-03,2026-04-03,2026-04-03,2026-04-03,2.5
000386,2026-06-10,2025-06-11,2,2026-11-06,2026-11-06,2026-11-06,2026-11-06,5.2
000391,2026-12-10,2026-12-10,,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2.1
000394,2026-04-14,2026-04-14,,2026-04-14,2026-04-01,2026-04-14,2026-04-01,9.0
000398,2027-07-30,2027-07-30,,2027-07-30,2027-07-30,2027-07-30,2027-07-30,3.1
000402,2019-04-28,2019-04-28,,2019-04-28,2019-04-28,2019-04-28,2019-04-28,5.2
000405,2027-10-15,2020-07-01,,2020-07-01,2020-07-01,2020-07-01,2020-07-01,49.0
000408,2025-10-09,2025-10-09,2,2025-10-09,2025-10-09,2025-10-09,2025-10-09,3.3
000412,2026-01-19,2026-01-19,,2026-01-19,2026-01-19,2026-01-19,2026-01-19,3.5
000417,2026-03-15,2026-03-15,,2026-03-15,2026-03-15,2026-03-15,2026-03-15,2.6
000420,2025-12-04,2025-12-04,,2025-12-04,2025-12-04,2025-12-04,2025-12-04,3.1
000423,2026-06-04,2026-06-02,b,2026-06-02,2026-06-04,2026-06-04,2026-06-04,4.5
000426,2026-12-26,2026-12-26,,2026-12-26,2026-12-26,2026-12-26,2026-12-26,3.3
000430,2028-02-01,2028-02-01,,2028-02-01,2028-02-01,2028-02-01,2028-02-01,4.3
000434,2026-10-28,2026-10-28,,2026-10-28,2026-10-28,2026-10-28,2026-10-28,2.4
000437,2025-11-19,NONE,,NONE,NONE,NONE,NONE,15.9
000440,2026-08-13,NONE,2,NONE,NONE,NONE,NONE,18.6
000444,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,2026-07-01,2026-07-01,3.1
000448,2026-08-20,2026-08-20,,2026-08-20,2026-08-20,2026-08-20,2026-08-20,1.7
000451,2026-02-27,2025-08-28,2,2026-02-27,2026-02-27,2026-02-27,2026-02-27,4.8
000454,2025-07-15,2025-07-15,2,2025-07-15,2026-01-NONE,2025-07-15,2026-01-NONE,3.8
000459,2026-01-19,NONE-01-19,,NONE-01-19,NONE-01-19,NONE-01-19,NONE-01-19,34.1
000464,2026-03-19,2026-05-19,,2026-05-19,2026-05-01,2026-05-19,2026-05-01,9.3
000467,2025-12-26,2025-12-26,,2025-12-26,2025-12-26,2025-12-26,2025-12-26,6.8
000470,2026-08-06,2026-08-06,,2026-08-06,2026-08-06,2026-08-06,2026-08-06,2.8
000474,2026-06-26,2026-06-06,,2026-06-06,2026-06-NONE,2026-06-06,2026-06-NONE,3.8
000478,2026-06-11,NONE,,NONE,NONE,NONE,NONE,14.9
000481,2026-03-09,2026-03-09,,2026-03-09,2026-03-09,2026-03-09,2026-03-09,1.5
000484,2027-11-14,2027-11-14,,2027-11-14,2027-11-14,2027-11-14,2027-11-14,3.5
000489,2026-05-08,2026-05-08,,2026-05-08,2026-05-08,2026-05-08,2026-05-08,13.8
000494,2025-12-12,2025-12-12,2,2025-12-12,2025-12-12,2025-12-12,2025-12-12,8.0
000497,2026-08-31,NONE,,NONE,NONE,NONE,NONE,17.6
000500,2026-12-17,2026-12-17,2,2026-12-17,2026-12-17,2026-12-17,2026-12-17,5.7
000504,2026-02-28,2026-02-28,,2026-02-28,2026-02-28,2026-02-28,2026-02-28,3.1
000507,2026-05-19,2025-08-20,2,2026-05-19,2026-05-19,2026-05-19,2026-05-19,16.2
000512,2026-02-17,2026-02-17,,2026-02-17,2026-02-17,2026-02-17,2026-02-17,3.0
000516,2026-07-16,2026-07-16,,2026-07-16,2026-07-16,2026-07-16,2026-07-16,2.3
000519,2026-08-10,2026-08-10,2,2026-08-10,2026-08-10,2026-08-10,2026-08-10,4.1
000522,2026-02-21,NONE,2,NONE,NONE,NONE,NONE,22.1
000525,2027-09-08,2027-09-08,,2027-09-08,2027-09-08,2027-09-08,2027-09-08,2.5
000530,2026-06-24,2030-12-14,,2030-12-14,2030-12-14,2030-12-14,2030-12-14,6.6
000533,2026-03-26,2026-03-26,,2026-03-26,2026-03-26,2026-03-26,2026-03-26,3.0
000536,2026-01-01,2026-01-01,,2026-01-01,2026-01-01,2026-01-01,2026-01-01,2.4
000540,2026-03-24,2026-03-24,,2026-03-24,2026-03-24,2026-03-24,2026-03-24,2.0
000543,2026-06-23,2026-06-02,,2026-06-23,2026-06-23,2026-06-23,2026-06-23,3.6
000547,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2.0
000550,2026-05-29,2026-05-29,,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2.4
000553,2028-10-24,2022-10-24,,2022-10-24,2022-10-24,2022-10-24,2022-10-24,7.3
000556,2026-08-07,2026-08-07,e,2026-08-07,2026-08-07,2026-08-07,2026-08-07,3.7
000559,2027-04-21,2027-04-21,,2027-04-21,2027-04-21,2027-04-21,2027-04-21,2.1
000562,2025-12-30,2025-12-30,,2025-12-30,2025-12-30,2025-12-30,2025-12-30,4.3
000565,2025-12-05,2025-12-05,,2025-12-05,2025-12-05,2025-12-05,2025-12-05,2.5
000568,2026-02-23,2026-02-23,,2026-02-23,2026-02-23,2026-02-23,2026-02-23,3.9
000571,NONE-10-18,2024-11-18,,2024-11-18,2024-11-18,2024-11-18,2024-11-18,3.4
000574,2026-02-24,NONE-02-24,,2026-02-24,2026-02-24,2026-02-24,2026-02-24,1.9
000577,2026-04-20,2026-04-20,,2026-04-20,2026-04-20,2026-04-20,2026-04-20,2.1
000581,2026-02-25,2026-02-25,,2026-02-25,2026-02-25,2026-02-25,2026-02-25,2.1
000584,2026-07-15,2026-07-15,2,2026-07-15,2026-07-15,2026-07-15,2026-07-15,2.7
000587,2026-02-07,2026-02-17,,2026-02-17,2026-02-NONE,2026-02-17,2026-02-NONE,5.8
000590,2025-12-05,2025-12-05,,2025-12-05,2025-12-05,2025-12-05,2025-12-05,1.6
000593,2026-07-22,2026-07-22,,2026-07-22,2026-07-22,2026-07-22,2026-07-22,4.3
000596,2026-08-13,2025-08-14,,2025-08-14,2026-08-13,2026-08-13,2026-08-13,4.4
000599,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,2026-09-04,2026-09-04,1.8
000602,2026-09-22,2025-09-20,2,2025-09-20,2025-09-20,2025-09-20,2025-09-20,2.6
000605,2028-07-01,2028-07-01,,2028-07-01,2028-07-01,2028-07-01,2028-07-01,1.3
000608,2026-08-13,2026-08-13,,2026-08-13,2026-08-13,2026-08-13,2026-08-13,2.0
000611,2026-07-20,2026-07-20,,2026-07-20,2026-07-20,2026-07-20,2026-07-20,2.7
000614,2026-03-07,2026-03-07,,2026-03-07,2026-03-07,2026-03-07,2026-03-07,1.1
000619,2026-09-15,2026-09-15,,2026-09-15,2026-09-05,2026-09-15,2026-09-05,1.9
000623,2027-03-10,2027-03-10,,2027-03-10,2027-03-10,2027-03-10,2027-03-10,2.0
000626,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,2026-07-01,2026-07-01,1.4
000631,2025-11-15,2025-11-15,,2025-11-15,2025-11-15,2025-11-15,2025-11-15,2.1
000634,2026-02-05,2026-02-05,,2026-02-05,2026-02-05,2026-02-05,2026-02-05,2.5
000640,2026-02-08,2026-02-08,,2026-02-08,2026-02-08,2026-02-08,2026-02-08,1.2
000646,2027-01-15,2027-01-15,,2027-01-15,2027-01-15,2027-01-15,2027-01-15,1.5
000650,2026-08-05,2026-08-05,,2026-08-05,2026-08-05,2026-08-05,2026-08-05,2.3
000653,2027-01-19,2027-01-19,,2027-01-19,2027-01-19,2027-01-19,2027-01-19,1.9
000656,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,2026-09-04,2026-09-04,1.6
000659,2026-08-24,2026-08-24,,2026-08-24,2026-08-24,2026-08-24,2026-08-24,1.7
000662,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2026-03-11,2026-03-11,2.1
000668,2026-04-30,2026-04-30,,2026-04-30,2026-04-30,2026-04-30,2026-04-30,1.2
000671,2026-03-31,2025-10-01,,2026-03-31,2026-03-31,2026-03-31,2026-03-31,4.8
000675,NONE,2028-06-03,?,2028-06-03,2028-06-03,2028-06-03,2028-06-03,1.7
000678,2026-07-24,2026-07-24,,2026-07-24,2026-07-24,2026-07-24,2026-07-24,1.6
000682,2026-01-25,2026-01-25,,2026-01-25,2026-01-25,2026-01-25,2026-01-25,1.8
000685,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2026-05-28,2026-05-28,1.7
000690,2025-10-11,2025-10-11,2,2025-10-11,2025-10-11,2025-10-11,2025-10-11,2.4
000693,2026-09-01,2026-09-01,2,2026-09-01,2026-09-01,2026-09-01,2026-09-01,3.7
000699,2025-10-27,NONE,b,NONE,NONE,NONE,NONE,13.5
000704,2026-07-29,2026-07-29,,2026-07-29,2026-07-29,2026-07-29,2026-07-29,1.9
000708,2025-09-18,2025-09-18,,2025-09-18,2025-09-18,2025-09-18,2025-09-18,1.4
000711,2025-10-09,2025-10-09,,2025-10-09,2025-10-09,2025-10-09,2025-10-09,2.0
000716,2025-11-07,2025-11-07,,2025-11-07,2025-11-07,2025-11-07,2025-11-07,2.2
000719,2026-04-04,2026-04-04,,2026-04-04,2026-04-04,2026-04-04,2026-04-04,1.6
000722,2026-08-04,2026-10-19,,2026-10-19,2026-10-19,2026-10-19,2026-10-19,2.3
000725,2026-04-16,2026-04-16,,2026-04-16,2026-04-16,2026-04-16,2026-04-16,3.2
000728,2026-06-24,2026-06-24,,2026-06-24,2026-06-24,2026-06-24,2026-06-24,0.9
000732,2026-03-16,2026-03-15,,2026-03-15,2026-03-16,2026-03-16,2026-03-16,1.9
000735,2027-01-12,2027-01-12,,2027-01-12,2027-01-12,2027-01-12,2027-01-12,2.9
000741,2025-12-03,2025-12-03,2,2025-12-03,2025-12-03,2025-12-03,2025-12-03,3.8
000744,2027-08-18,2027-08-18,,2027-08-18,2027-08-18,2027-08-18,2027-08-18,2.8
000747,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,2026-06-22,2026-06-22,2.3
000752,2026-07-09,2026-07-09,,2026-07-09,2026-07-09,2026-07-09,2026-07-09,2.0
000757,NONE-10-22,NONE-10-22,,NONE-10-22,NONE-10-22,NONE-10-22,NONE-10-22,2.7
000760,NONE-11-20,NONE-11-20,,NONE-11-20,NONE-11-20,NONE-11-20,NONE-11-20,2.2
000763,NONE-11-12,NONE-11-12,,NONE-11-12,NONE-11-12,NONE-11-12,NONE-11-12,16.0
000766,2026-09-24,2026-09-24,,2026-09-24,2026-09-24,2026-09-24,2026-09-24,1.8
000769,2026-12-10,2026-12-10,,2026-12-10,2026-12-10,2026-12-10,2026-12-10,2.2
000772,NONE-12-20,NONE,,NONE,NONE,NONE,NONE,30.8
000775,2025-12-17,2025-12-17,,2025-12-17,2025-12-17,2025-12-17,2025-12-17,1.5
000778,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,2026-06-22,2026-06-22,2.6
000781,2026-10-02,2026-10-02,,2026-10-02,2026-10-02,2026-10-02,2026-10-02,1.5
000788,NONE-12-21,NONE-12-21,,NONE-12-21,NONE-12-21,NONE-12-21,NONE-12-21,6.6
000793,2026-05-06,2026-05-06,,2026-05-06,2026-05-06,2026-05-06,2026-05-06,1.7
000796,2026-07-14,NONE,2,NONE,NONE,NONE,NONE,15.1
000801,2026-03-25,2026-03-25,,2026-03-25,2026-03-25,2026-03-25,2026-03-25,2.1
000806,2026-10-02,2026-10-02,,2026-10-02,2026-10-02,2026-10-02,2026-10-02,2.7
000809,2026-08-30,2026-08-30,,2026-08-30,2026-08-30,2026-08-30,2026-08-30,1.5
000812,2026-05-29,2026-05-29,,2026-05-29,2026-05-29,2026-05-29,2026-05-29,2.4
000818,2026-05-12,NONE,,NONE,NONE,NONE,NONE,16.2
000823,2027-02-23,2027-02-23,,2027-02-23,2027-02-23,2027-02-23,2027-02-23,2.5
000826,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,2026-06-22,2026-06-22,4.5
000830,2025-12-20,2025-12-20,,2025-12-20,2025-12-20,2025-12-20,2025-12-20,2.4
000833,2026-04-27,2026-04-27,,2026-04-27,2026-04-27,2026-04-27,2026-04-27,1.4
000840,2026-01-01,NONE-01-31,,NONE-12-12,2021-06-18,2021-06-18,2021-06-18,5.6
000846,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2026-05-28,2026-05-28,2.6
000849,2026-05-21,2026-05-21,,2026-05-21,2026-05-22,2026-05-22,2026-05-22,2.4
000854,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,2026-09-04,2026-09-04,4.1
000857,2025-01-28,2025-01-28,,2025-01-28,2025-01-28,2025-01-28,2025-01-28,3.8
000860,2022-07-23,2022-07-23,,2022-07-23,2022-07-23,2022-07-23,2022-07-23,5.5
000865,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2021-09-25,2021-09-25,2.8
000868,2021-10-23,NONE,,NONE,NONE,NONE,NONE,9.8
000872,2021-02-26,2021-02-26,,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2.4
000876,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,2021-07-01,2021-07-01,1.4
000879,2021-05-11,2021-05-11,,2021-05-11,2021-05-11,2021-05-11,2021-05-11,6.0
000882,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2021-06-08,2021-06-08,2.4
000885,2021-07-09,2020-01-10,,2020-01-10,2021-07-09,2021-07-09,2021-07-09,1.9
000888,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2021-12-04,2021-12-04,2.9
000891,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,2021-04-05,2021-04-05,7.3
000894,2021-06-02,2021-06-02,,2021-06-02,2021-06-02,2021-06-02,2021-06-02,1.8
000898,2025-05-19,2025-05-19,,2025-05-19,2025-05-19,2025-05-19,2025-05-19,20.0
000902,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,2021-11-01,2021-11-01,3.6
000905,2022-01-NONE,2022-01-NONE,,2022-01-NONE,2022-01-NONE,2022-01-NONE,2022-01-NONE,4.5
000909,2021-09-20,2021-09-20,,2021-09-20,2021-09-20,2021-09-20,2021-09-20,1.2
000912,2022-05-05,2022-05-05,,2022-05-05,2022-05-05,2022-05-05,2022-05-05,3.4
000915,2021-07-21,2021-07-21,,2021-07-21,2021-07-21,2021-07-21,2021-07-21,3.0
000919,2022-03-11,2022-03-11,,2022-03-11,2022-03-11,2022-03-11,2022-03-11,3.5
000923,NONE-02-01,2020-01-02,,2020-01-02,2020-01-02,2020-01-02,2020-01-02,2.7
000926,2021-06-10,2021-06-10,,2021-06-10,2021-06-10,2021-06-10,2021-06-10,1.8
000929,2022-03-13,2022-03-13,,2022-03-13,2022-03-13,2022-03-13,2022-03-13,3.2
000932,2021-05-26,2021-05-26,,2021-05-26,2021-05-26,2021-05-26,2021-05-26,3.1
000936,2021-10-19,2021-10-19,2,2021-10-19,2021-10-19,2021-10-19,2021-10-19,2.6
000940,2021-10-28,NONE,,NONE,NONE,NONE,NONE,8.2
000944,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,2021-07-03,2021-07-03,6.0
000948,2021-10-24,2021-10-24,2,2021-10-24,2021-10-24,2021-10-24,2021-10-24,6.7
000951,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,2021-04-05,2021-04-05,2.0
000954,2021-02-05,2021-02-05,2,2021-02-05,2021-02-05,2021-02-05,2021-02-05,1.6
000958,2021-02-22,2021-02-22,2,2021-02-22,2021-02-22,2021-02-22,2021-02-22,1.6
000961,2023-10-21,2023-10-21,,2023-10-21,2023-10-21,2023-10-21,2023-10-21,2.8
000965,2020-07-24,2023-03-20,2,2023-07-20,2023-07-20,2023-07-20,2023-07-20,31.7
000968,2022-10-17,2022-10-NONE,,2022-10-NONE,2022-10-NONE,2022-10-NONE,2022-10-NONE,3.7
000972,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,2021-06-25,2021-06-25,1.6
000976,2023-08-03,2023-08-03,,2023-08-03,2023-08-03,2023-08-03,2023-08-03,2.9
000979,2021-06-14,2021-06-14,2,2021-06-14,2021-06-14,2021-06-14,2021-06-14,5.1
000983,2021-08-20,2021-08-20,,2021-08-20,2021-08-20,2021-08-20,2021-08-20,7.9
000988,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,2021-12-28,2021-12-28,2.2
000991,2021-03-04,NONE,,NONE,NONE,NONE,NONE,27.0
000994,NONE-02-18,NONE,,NONE,NONE,NONE,NONE,19.3
000997,NONE-02-19,NONE,,NONE,NONE,NONE,NONE,10.1
001000,2021-09-07,2021-09-07,,2021-09-07,2021-09-07,2021-09-07,2021-09-07,4.9
001005,2020-08-10,2020-08-10,,2020-08-10,2020-08-10,2020-08-10,2020-08-10,11.0
001008,2022-11-24,2022-11-24,,2022-11-24,2022-11-24,2022-11-24,2022-11-24,2.7
001013,2021-11-10,2021-11-10,2,2021-11-10,2021-11-10,2021-11-10,2021-11-10,3.9
001016,2021-02-21,2021-02-21,,2021-02-21,2021-02-21,2021-02-21,2021-02-21,3.1
001019,2021-05-15,NONE,b,NONE,NONE,NONE,NONE,7.3
001023,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,2021-07-13,2021-07-13,2.2
001026,2020-12-09,2020-12-09,,2020-12-09,2020-12-09,2020-12-09,2020-12-09,3.0
001029,2021-07-07,2021-07-07,2,2021-07-07,2021-07-07,2021-07-07,2021-07-07,1.7
001034,2021-06-28,2021-06-28,,2021-06-28,2021-06-28,2021-06-28,2021-06-28,3.3
001037,2021-03-18,2021-03-18,,2021-03-18,2021-03-18,2021-03-18,2021-03-18,2.2
001040,2022-04-15,2022-04-15,,2022-04-15,2022-04-15,2022-04-15,2022-04-15,1.9
