image_id,label,old,tags,ko,sec
000320,2025-11-12,2025-11-12,2,2025-11-12,4.0
000324,2027-05-15,2027-05-15,,2027-05-15,5.3
000328,2025-12-25,2025-12-25,,2025-12-25,5.5
000331,2025-10-31,2025-10-31,,2025-10-31,2.5
000334,2026-03-15,2026-03-15,,2026-03-15,1.7
000337,2025-12-09,2025-12-09,,2025-12-09,2.1
000341,2026-04-29,2026-04-29,,2026-04-29,1.7
000345,2026-04-09,2026-04-09,,2026-04-09,3.7
000348,2026-04-02,2026-04-02,,2026-04-02,4.5
000352,2026-08-27,2026-08-27,,2026-08-27,2.8
000355,2028-06-17,2028-05-17,,2028-06-17,6.5
000359,2026-06-16,2026-06-16,,2026-06-16,4.9
000363,2026-04-21,2026-04-21,,2026-04-21,2.0
000366,2026-09-05,2026-09-05,,2026-09-05,3.6
000369,2027-06-25,2027-06-25,,2027-06-25,2.5
000372,2026-09-15,2026-09-15,,2026-09-15,2.8
000375,2026-05-31,2026-05-31,,2026-05-31,7.4
000378,2026-05-29,2026-05-29,2,2026-05-29,3.8
000381,2027-01-20,2027-01-20,,2027-01-20,2.4
000384,2026-09-08,2026-07-08,2,2026-07-08,2.7
000387,2027-01-21,2027-01-21,,2027-01-21,3.7
000392,2026-08-28,2026-08-28,2,2026-08-28,4.3
000396,2026-02-27,2026-02-27,,2026-02-27,2.5
000399,2027-01-31,2027-01-31,,2027-01-31,2.6
000403,2027-04-01,2027-04-01,,2027-04-01,7.9
000406,2026-08-27,NONE,2,NONE,20.8
000410,2027-04-13,2027-04-13,,2027-04-13,1.8
000414,2026-04-07,2026-04-07,,2026-04-07,1.4
000418,2026-09-08,2026-09-08,,2026-09-08,6.5
000421,2026-07-17,2026-07-17,,2026-07-17,1.6
000424,2026-03-28,2026-03-28,,2026-03-28,6.1
000427,2027-04-01,2027-04-01,,2027-04-01,1.8
000431,2026-03-17,2026-03-17,,2026-03-17,3.2
000435,2026-07-14,2026-07-14,,2026-07-14,2.2
000438,2026-02-19,NONE,t,NONE,22.6
000442,2025-11-30,2025-11-30,,2025-11-30,2.6
000445,2026-07-17,2026-07-17,,2026-07-17,16.1
000449,2026-01-28,2026-01-28,,2026-01-28,6.0
000452,2026-03-25,2025-09-NONE,2,NONE,23.0
000455,2026-02-10,2026-02-10,2,2026-02-10,1.7
000461,2026-11-28,2026-11-28,,2026-11-28,2.6
000465,2027-07-30,2027-07-30,t,2027-07-30,2.9
000468,2026-04-06,NONE,?,NONE,19.3
000471,2027-01-08,2027-01-08,,2027-01-08,4.3
000476,2026-07-06,2026-07-06,,2026-07-06,1.9
000479,2026-05-22,2026-05-22,,2026-05-22,2.3
000482,2026-11-14,2025-01-02,b,2025-01-02,12.2
000485,2027-09-17,NONE,,NONE,22.9
000490,2025-11-27,2025-11-27,,2025-11-27,1.9
000495,2026-02-19,2026-02-01,2,2026-02-01,44.9
000498,2026-03-07,2026-03-07,,2026-03-07,2.0
000502,2026-06-20,2026-06-20,,2026-06-20,4.5
000505,2026-03-02,NONE,,NONE,33.8
000510,2026-09-03,2026-09-03,,2026-09-03,6.5
000513,2026-09-03,2026-09-03,,2026-09-03,2.0
000517,2026-09-25,2026-09-25,,2026-09-25,3.2
000520,2026-09-15,2026-09-15,,2026-09-15,3.0
000523,2026-03-23,2026-03-23,2,2026-03-23,2.6
000527,2025-10-12,NONE,,NONE,29.0
000531,2026-02-28,2026-02-28,,2026-02-28,1.7
000534,2027-01-29,2027-01-29,,2027-01-29,10.5
000538,2026-02-06,2026-02-06,,2026-02-06,4.8
000541,2026-03-22,2026-03-22,,2026-03-22,1.6
000545,2027-07-09,2027-07-09,,2027-07-09,3.3
000548,2026-05-26,2026-05-26,,2026-05-26,3.1
000551,2026-12-19,2026-12-19,,2026-12-19,3.2
000554,2027-09-17,2027-09-17,,2027-09-17,1.8
000557,2026-08-12,2026-08-12,,2026-08-12,2.9
000560,2027-07-13,2027-07-13,,2027-07-13,4.4
000563,2026-01-10,NONE,,NONE,27.5
000566,2026-09-17,2026-09-17,,2026-09-17,2.3
000569,2025-11-02,2025-11-02,,2025-11-02,2.1
000572,NONE-10-15,NONE-10-15,,NONE-10-15,15.5
000575,NONE-10-14,NONE,,NONE,23.3
000578,2026-03-04,2026-03-04,,2026-03-04,1.9
000582,2025-11-21,2025-01-21,,2025-01-21,5.5
000585,2026-05-16,2020-02-02,,2020-02-02,7.4
000588,2025-11-28,2025-11-28,,2025-11-28,2.1
000591,2026-07-27,2026-07-27,,2026-07-27,2.4
000594,2026-08-25,2025-08-26,2,2026-08-25,5.5
000597,2026-09-02,2026-09-02,2,2026-09-02,3.7
000600,2026-08-31,2025-09-01,,2026-08-31,3.3
000603,2026-09-24,NONE,,NONE,25.5
000606,2026-10-01,2026-10-01,,2026-10-01,7.1
000609,2027-06-11,2027-06-11,,2027-06-11,3.0
000612,2026-05-07,2026-05-07,,2026-05-07,1.5
000616,2026-09-10,2026-09-10,,2026-09-10,1.0
000621,2026-08-25,2026-08-25,,2026-08-25,1.6
000624,2027-06-15,2027-06-15,2,2027-06-15,1.9
000627,2026-10-06,NONE,2,NONE,29.0
000632,2025-12-28,2025-12-28,,2025-12-28,2.2
000636,2026-03-09,2026-03-09,,2026-03-09,1.3
000641,2026-09-02,2026-09-02,,2026-09-02,2.2
000648,2028-08-25,NONE,,NONE,26.7
000651,2026-06-25,2026-06-25,,2026-06-25,2.0
000654,2028-07-02,2028-07-02,,2028-07-02,2.2
000657,2026-07-27,2026-07-27,,2026-07-27,1.3
000660,2026-02-28,2026-02-28,,2026-02-28,3.0
000664,2026-02-20,2026-02-20,,2026-02-20,2.6
000669,2026-09-02,2026-09-02,2,2026-09-02,3.0
000672,2026-02-08,2026-02-08,,2026-02-08,2.7
000676,2026-06-10,2026-06-10,,2026-06-10,1.4
000679,2027-09-17,2027-09-17,,2027-09-17,3.7
000683,2026-03-11,2026-03-11,,2026-03-11,1.7
000686,2026-10-12,2025-10-12,2,2025-10-12,4.5
000691,2026-09-22,2026-09-22,2,2026-09-22,3.1
000694,2026-09-01,2026-09-01,,2026-09-01,2.0
000700,2025-10-24,2025-10-24,,2025-10-24,1.8
000705,2026-06-29,2026-06-29,,2026-06-29,2.0
000709,2025-10-14,2025-10-14,,2025-10-14,2.2
000714,2026-03-12,2026-03-12,d,2026-03-12,1.5
000717,2025-10-12,2025-10-12,,2025-10-12,6.5
000720,2026-02-28,2026-02-28,,2026-02-28,1.7
000723,2026-05-10,NONE,,NONE,15.5
000726,2026-09-16,2026-09-16,,2026-09-16,0.8
000730,2026-02-26,2026-02-26,,2026-02-26,3.2
000733,2026-03-24,2026-03-NONE,,2026-03-24,7.5
000737,2026-03-04,2026-03-04,,2026-03-04,4.3
000742,2026-05-01,2026-05-01,,2026-05-01,5.1
000745,2026-01-10,2026-01-10,,2026-01-10,7.6
000748,2027-01-22,2027-01-22,,2027-01-22,6.4
000754,2026-05-24,2026-05-24,,2026-05-24,9.1
000758,2026-03-11,2026-03-11,,2026-03-11,2.3
000761,NONE-11-11,NONE-11-11,,NONE-11-11,2.8
000764,2026-03-12,NONE,,NONE,20.8
000767,2026-03-12,2026-03-NONE,b,2026-03-NONE,9.6
000770,2030-04-NONE,NONE,,NONE,19.0
000773,NONE-12-10,NONE-12-10,2,NONE-12-10,5.3
000776,2026-01-09,2026-01-09,,2026-01-09,1.4
000779,2026-06-03,2026-06-03,,2026-06-03,4.7
000783,2025-12-21,2025-12-21,,2025-12-21,2.0
000789,NONE-12-19,NONE-12-19,,NONE-12-19,1.7
000794,2026-10-27,2026-10-27,,2026-10-27,1.5
000798,NONE-12-20,2024-02-24,,2024-02-24,2.6
000802,2026-07-03,2026-07-03,,2026-07-03,4.7
000807,2026-05-29,2026-05-29,,2026-05-29,1.9
000810,2026-03-31,2026-03-31,,2026-03-31,2.2
000815,2026-06-22,2026-06-22,,2026-06-22,1.7
000819,2026-05-18,2026-05-18,,2026-05-18,4.3
000824,NONE-12-18,NONE-12-18,2,NONE-12-18,5.6
000828,NONE-12-21,NONE-12-21,,NONE-12-21,2.9
000831,2026-07-16,2026-07-16,2,2026-07-16,4.8
000835,2026-02-02,2026-02-02,,2026-02-02,2.1
000842,2026-07-03,2026-07-03,,2026-07-03,5.1
000847,2026-05-28,2026-05-28,,2026-05-28,2.5
000851,2026-06-30,2026-06-30,,2026-06-30,2.1
000855,2026-08-25,2026-08-25,2,2026-08-25,2.5
000858,2021-10-28,2021-10-28,,2021-10-28,4.2
000861,2022-07-23,2022-07-23,,2022-07-23,2.8
000866,2021-09-25,2021-09-25,,2021-09-25,1.9
000870,2021-10-15,2021-10-15,,2021-10-15,3.1
000874,2021-03-22,2021-03-22,,2021-03-22,23.9
000877,2023-04-03,NONE,d,NONE,23.5
000880,2021-05-11,2020-07-15,2,2021-05-11,5.7
000883,2021-07-03,2021-01-04,,2021-01-04,2.1
000886,2021-07-09,2020-01-10,,2020-01-10,2.2
000889,2021-05-27,2021-05-27,,2021-05-27,2.7
000892,2022-02-07,2022-02-07,,2022-02-07,2.4
000895,2021-06-02,2021-06-02,,2021-06-02,2.3
000899,2022-09-02,2022-09-02,,2022-09-02,8.8
000903,2021-08-31,2021-08-31,,2021-08-31,2.4
000906,2022-01-NONE,2022-10-15,,2022-10-15,3.8
000910,2021-09-20,2021-09-20,,2021-09-20,1.8
000913,2021-10-19,2021-10-19,,2021-10-19,3.3
000916,2022-06-06,NONE,,NONE,40.0
000920,2022-03-11,2022-03-11,,2022-03-11,4.3
000924,NONE-02-02,2018-02-02,,2018-02-02,2.9
000927,2021-08-23,2021-01-08,,2021-08-23,3.6
000930,2021-07-29,2021-07-29,,2021-07-29,1.7
000933,2021-05-26,NONE,,NONE,8.6
000937,2022-06-11,2022-06-11,,2022-06-11,2.0
000941,2021-07-02,2021-07-02,,2021-07-02,2.1
000946,2021-09-30,2021-09-30,,2021-09-30,1.7
000949,2021-10-24,2021-10-24,2,2021-10-24,9.9
000952,2021-04-05,2021-04-05,,2021-04-05,2.3
000955,2022-01-25,2022-01-03,,2022-01-03,1.9
000959,2022-07-19,2022-07-19,,2022-07-19,7.9
000963,2023-11-14,2023-11-14,,2023-11-14,2.9
000966,2021-08-10,2021-08-10,,2021-08-10,3.4
000969,2022-06-30,2022-06-30,,2022-06-30,4.9
000973,2022-12-02,NONE,,NONE,21.6
000977,2021-11-03,2020-11-03,,2020-11-03,5.2
000981,2021-08-08,2021-08-08,,2021-08-08,2.1
000984,2021-08-20,2021-08-20,,2021-08-20,4.5
000989,2020-07-21,NONE,,NONE,36.7
000992,2021-03-04,2021-03-04,,2021-03-04,8.0
000995,NONE-02-18,NONE,,NONE,11.0
000998,2021-11-11,2021-11-11,2,2021-11-11,5.2
001002,2022-08-24,2022-08-NONE,b,2022-08-NONE,8.7
001006,2022-06-29,2022-06-NONE,2,2022-06-NONE,2.5
001010,2021-08-09,2021-08-09,,2021-08-09,3.5
001014,2022-01-11,2022-01-11,,2022-01-11,3.2
001017,2021-02-21,2021-02-21,b,2021-02-21,7.1
001020,2020-02-27,2020-02-27,,2020-02-27,3.6
001024,2021-07-13,2021-07-13,,2021-07-13,2.4
001027,2020-09-08,2020-09-08,,2020-09-08,1.9
001031,2022-10-NONE,2022-10-01,,2022-10-01,4.8
001035,2021-10-07,2020-07-07,2,2020-07-07,17.4
001038,2021-12-28,2021-12-28,,2021-12-28,1.8
001041,2022-04-15,2022-04-15,,2022-04-15,2.2
001044,2021-04-30,2021-04-30,,2021-04-30,1.6
001047,2021-05-12,2021-05-12,,2021-05-12,1.5
001051,2022-12-20,2022-12-20,,2022-12-20,4.3
001054,2022-09-01,2022-09-01,,2022-09-01,4.9
001058,2021-10-14,2021-10-14,,2021-10-14,2.2
001063,2022-01-04,2022-01-04,2,2022-01-04,4.0
001066,2022-05-04,2022-05-04,,2022-05-04,7.0
001069,2021-03-15,2021-03-10,,2021-03-10,2.0
001073,2023-09-18,2023-09-18,,2023-09-18,3.3
001076,2021-07-31,2031-07-21,,2031-07-21,3.0
001080,2021-10-13,2021-10-13,,2021-10-13,4.6
001083,2021-07-09,2021-07-09,,2021-07-09,2.8
001086,2023-10-09,2023-10-09,,2023-10-09,2.3
001089,2023-08-05,2023-08-05,,2023-08-05,4.0
001093,2021-05-25,2021-05-25,,2021-05-25,4.1
001096,2021-06-11,2021-11-06,2,2021-11-06,6.2
001100,2021-03-14,2021-03-14,2,2021-03-14,4.3
001103,2021-03-14,NONE-03-14,,2021-03-14,9.2
001106,2021-03-27,2021-03-27,,2021-03-27,2.4
001109,2021-03-22,2021-03-22,,2021-03-22,2.4
001112,2022-07-12,2022-07-12,,2022-07-12,2.1
001115,2022-01-12,2022-01-12,,2022-01-12,1.8
001119,2021-12-26,2021-12-16,,2021-12-16,1.2
001122,2023-01-10,2023-01-10,,2023-01-10,4.4
001125,2021-12-28,2021-12-21,2,2021-12-21,1.7
001128,2021-06-10,2021-12-10,2,2021-12-10,4.2
001131,NONE-02-12,NONE-02-12,,NONE-02-12,5.3
001134,2021-03-03,2021-03-03,,2021-03-03,3.7
001137,2021-07-17,2021-07-17,,2021-07-17,3.0
001140,2021-02-28,2021-02-28,,2021-02-28,2.6
001144,2021-05-25,2021-05-25,,2021-05-25,2.1
001147,2021-12-13,2021-12-13,2,2021-12-13,6.3
001150,2021-09-18,2021-09-18,,2021-09-18,3.3
001154,2021-09-21,2021-09-21,,2021-09-21,21.9
001157,2021-02-07,2021-02-07,,2021-02-07,2.6
001160,2021-04-23,2021-04-23,,2021-04-23,1.7
001163,2021-12-06,2021-12-06,,2021-12-06,2.7
001167,2022-01-20,2022-08-02,,2022-08-02,22.2
001171,2022-01-18,2022-01-18,,2022-01-18,2.3
001174,2021-03-14,2021-03-14,,2021-03-14,2.9
001177,2021-12-01,NONE,,NONE,16.8
001181,2022-04-14,2022-04-14,,2022-04-14,2.2
001184,2021-10-08,2021-10-08,,2021-10-08,1.3
001189,2019-06-28,2019-06-28,2,2019-06-28,3.5
001192,2020-12-08,2020-12-08,d,2020-12-08,10.4
001196,2021-10-18,2021-10-18,,2021-10-18,4.6
001199,2021-10-20,2021-10-20,2,2021-10-20,3.5
001203,2023-02-28,2023-02-28,,2023-02-28,3.1
001206,2021-05-NONE,NONE-05-21,,NONE-05-21,3.1
001209,2021-08-03,2021-08-03,,2021-08-03,1.0
001212,2021-07-03,2021-07-03,,2021-07-03,2.9
001215,2021-06-13,2021-06-13,,2021-06-13,7.4
001219,2021-01-14,2021-01-14,,2021-01-14,1.7
001222,2021-11-10,2021-11-10,,2021-11-10,2.6
001225,2022-06-27,2022-06-27,2,2022-06-27,10.3
001228,2022-01-11,2021-01-12,2,2022-01-11,5.7
001231,2021-05-05,2021-05-05,,2021-05-05,1.7
001234,2021-03-09,2021-03-09,,2021-03-09,2.3
001239,2020-12-19,2020-12-19,,2020-12-19,2.6
001243,2023-12-31,2023-12-31,,2023-12-31,1.4
001246,2022-01-19,2022-01-19,2,2022-01-19,5.5
001249,2021-07-15,2021-07-15,,2021-07-15,8.5
001252,2021-08-19,2021-08-19,,2021-08-19,2.6
001255,2019-09-13,2019-09-13,,2019-09-13,2.2
001258,2022-03-15,2022-03-15,,2022-03-15,12.8
001262,2021-03-25,NONE,,NONE,12.7
001265,2022-06-NONE,2022-06-NONE,,2022-06-NONE,2.5
001268,2022-09-05,2022-09-05,,2022-09-05,3.9
001272,2023-07-08,2023-07-08,,2023-07-08,2.5
001276,2021-11-04,2021-11-04,,2021-11-04,2.1
001279,2022-10-09,2022-10-09,,2022-10-09,2.3
001282,2025-04-01,2025-04-01,,2025-04-01,4.6
001285,2022-11-21,2022-11-21,,2022-11-21,4.5
001292,2022-11-05,2022-11-05,2,2022-11-05,23.5
001295,2021-11-NONE,2021-12-11,,2021-12-11,2.9
001298,2021-06-24,2021-06-24,,2021-06-24,2.4
001302,2021-11-29,2029-11-21,d,2029-11-21,3.9
001305,2021-04-12,2021-04-01,,2021-04-12,5.1
001308,2022-11-06,NONE,,NONE,10.7
001311,2022-10-20,2022-10-20,,2022-10-20,1.8
001314,2022-01-15,2022-01-15,,2022-01-15,2.9
001317,2022-12-07,2022-12-07,2,2022-12-07,8.4
001321,2022-02-15,2022-02-15,,2022-02-15,14.0
001326,2021-07-19,2021-07-19,,2021-07-19,7.2
001330,2021-03-05,2022-03-05,,2022-03-05,2.2
001334,2021-10-26,2021-10-26,,2021-10-26,5.2
001338,2021-06-08,2021-06-08,,2021-06-08,6.3
001341,2021-11-25,2021-11-25,2,2021-11-25,3.9
001344,2021-08-10,2022-11-02,,2022-11-02,6.9
001348,2021-10-31,2021-01-10,,2021-01-10,3.3
001351,2021-06-09,2021-06-09,,2021-06-09,1.8
001354,2022-07-06,2022-07-06,,2022-07-06,1.8
001358,2020-12-NONE,2020-12-NONE,,2020-12-NONE,7.4
001362,2021-04-NONE,2021-10-13,,2021-10-13,6.1
001366,2021-09-29,2021-09-29,2,2021-09-29,8.8
001369,2025-09-21,2025-09-21,,2025-09-21,7.2
001372,2022-03-07,2022-03-07,,2022-03-07,2.0
001375,2022-05-NONE,2022-05-NONE,,2022-05-NONE,3.7
001378,NONE,2021-01-22,,2021-01-22,2.7
001381,2021-04-09,2021-01-04,,2021-04-09,4.8
001384,2018-09-NONE,2018-09-NONE,,2018-09-NONE,5.5
001388,2021-07-17,2021-07-NONE,,2021-07-NONE,6.3
001391,2021-02-25,2021-12-01,,2021-12-01,3.8
001394,2021-09-01,NONE-11-08,,NONE-11-08,7.9
001397,2022-11-01,2022-11-01,,2022-11-01,2.3
001400,2022-01-29,NONE,,NONE,41.8
001403,2020-09-29,2020-07-04,,2020-07-04,5.1
001406,2021-07-31,2031-07-21,,2031-07-21,2.4
001409,2021-12-16,2021-12-16,,2021-12-16,4.9
001413,2021-07-23,2021-07-23,,2021-07-23,4.9
001416,2021-11-05,2021-11-05,,2021-11-05,2.3
001421,2021-07-01,2021-07-01,,2021-07-01,2.1
001425,2021-06-22,2021-06-22,2,2021-06-22,5.5
001428,2020-08-12,2020-08-12,,2020-08-12,4.6
001432,2021-09-29,2021-09-29,,2021-09-29,2.0
001436,2021-09-20,2021-09-20,,2021-09-20,2.3
001440,2021-09-03,2021-09-03,,2021-09-03,3.0
001443,2021-09-06,2021-09-06,,2021-09-06,2.9
001446,2021-10-28,2021-10-NONE,,2021-10-28,3.0
001450,2022-04-26,2022-04-26,,2022-04-26,4.6
001453,2022-09-13,2022-09-13,,2022-09-13,2.6
001456,2022-06-28,2022-06-28,,2022-06-28,6.7
001459,2022-10-29,2022-10-29,,2022-10-29,2.1
001462,2021-11-17,2021-11-17,,2021-11-17,2.4
001466,2020-11-03,2020-01-03,,2020-01-03,18.8
001469,2022-12-03,2022-12-03,,2022-12-03,4.6
001472,2022-02-17,2022-02-17,,2022-02-17,1.8
001475,2022-07-10,2022-07-10,,2022-07-10,2.1
001478,2022-08-27,2022-08-27,,2022-08-27,3.9
001483,2021-02-06,2021-02-06,,2021-02-06,2.3
001486,2022-12-08,2022-12-08,,2022-12-08,2.7
001490,2021-08-06,2021-08-06,2,2021-08-06,4.2
001493,2023-08-17,2023-08-17,,2023-08-17,24.2
001496,2022-09-18,2022-09-18,,2022-09-18,3.0
001500,2021-09-23,2021-09-23,,2021-09-23,1.6
001504,2021-01-27,2021-01-27,,2021-01-27,2.4
001507,2021-02-19,2021-02-19,,2021-02-19,4.0
001511,2023-12-01,NONE-03-22,,NONE-03-22,11.5
001516,2021-11-19,2021-11-19,,2021-11-19,3.8
001521,2021-07-08,NONE,,NONE,13.6
001524,2021-06-25,2021-06-25,,2021-06-25,3.4
001527,2021-01-21,2021-01-21,,2021-01-21,5.9
001530,2021-02-11,2021-02-11,,2021-02-11,2.5
001534,2022-07-11,2022-07-11,,2022-07-11,2.3
001537,2021-02-19,2021-02-26,2,2021-02-26,12.9
001541,2021-06-13,2020-12-14,2,2021-06-13,3.6
001544,2021-08-02,2021-08-02,,2021-08-02,2.0
001547,2021-07-04,2021-07-04,,2021-07-04,5.8
001550,2021-08-25,NONE,,NONE,20.4
001555,2020-06-03,2020-05-03,,2020-06-03,2.9
001559,2024-12-21,2024-12-21,,2024-12-21,5.6
001562,2022-06-11,2022-06-01,,2022-06-11,2.3
001565,2022-01-17,2022-01-17,,2022-01-17,4.8
001570,2021-11-30,2021-11-30,,2021-11-30,2.1
001573,2022-01-06,2022-01-06,,2022-01-06,3.0
001577,2022-11-05,2022-11-05,,2022-11-05,4.6
001580,2022-11-02,2022-11-02,,2022-11-02,2.8
001585,2021-10-28,2021-10-28,,2021-10-28,3.1
001590,2021-02-18,2021-02-18,,2021-02-18,6.1
001594,2021-12-13,2021-12-13,,2021-12-13,2.2
001597,2021-03-07,2021-03-07,2,2021-03-07,3.8
001600,2021-02-08,2021-02-08,,2021-02-08,2.5
001603,2021-02-24,2021-02-24,,2021-02-24,2.5
001607,2021-04-03,2021-04-03,,2021-04-03,2.1
001610,2021-02-12,2021-02-12,,2021-02-12,3.6
001613,2022-02-25,2022-02-25,,2022-02-25,1.6
001616,2021-12-15,2021-12-15,,2021-12-15,2.1
001619,2023-10-06,2023-10-06,,2023-10-06,2.0
001624,2022-04-26,2022-04-26,,2022-04-26,1.3
001629,2021-07-23,2021-07-23,,2021-07-23,2.1
001632,2021-11-27,2021-11-27,,2021-11-27,4.3
001636,2021-12-22,2023-02-12,2,2023-02-12,3.8
001639,2021-02-28,2021-02-28,,2021-02-28,1.9
001642,2022-03-19,2022-03-19,,2022-03-19,1.2
001645,2021-10-12,2021-10-12,,2021-10-12,1.1
001648,2021-12-14,2021-12-14,,2021-12-14,2.2
001651,2021-03-09,2021-03-09,,2021-03-09,1.9
001654,2019-08-19,2019-08-19,,2019-08-19,0.9
001657,2021-01-16,2021-01-16,,2021-01-16,1.8
001662,2022-04-26,2022-04-26,,2022-04-26,1.5
001665,2021-01-28,2021-01-28,,2021-01-28,1.4
001669,2021-02-08,2021-02-08,,2021-02-08,1.7
001672,2021-05-19,2021-05-19,,2021-05-19,1.9
001675,2021-03-15,2021-03-15,,2021-03-15,2.6
001679,2021-03-16,2021-03-16,2,2021-03-16,2.3
001683,2021-11-14,2021-11-14,,2021-11-14,1.7
001686,2020-11-27,2020-11-27,,2020-11-27,2.4
001690,2020-08-16,2020-08-16,,2020-08-16,4.1
001694,2022-07-01,2022-07-01,,2022-07-01,3.4
001698,2021-12-22,2021-12-22,,2021-12-22,2.4
001701,2021-10-27,2021-10-27,,2021-10-27,3.3
001704,2021-07-16,2021-07-16,,2021-07-16,2.8
001708,2021-05-02,2021-05-02,,2021-05-02,1.9
001711,2021-10-15,2021-10-15,2,2021-10-15,3.4
001714,2021-09-08,2021-09-08,d,2021-09-08,5.7
001717,2021-02-08,2021-02-08,,2021-02-08,6.7
001720,2021-03-11,2021-03-11,,2021-03-11,2.8
001723,2021-05-13,2021-05-13,,2021-05-13,1.6
001726,2021-02-16,2021-02-06,,2021-02-06,2.7
001730,2021-10-02,2021-10-02,,2021-10-02,1.2
