image_id,n_cands,max_frag,max_digits
000683,1,1,11
000686,3,2,19
000691,2,3,18
000694,1,1,6
000700,1,1,10
000705,1,1,8
000709,1,1,7
000714,1,0,7
000717,1,1,9
000720,1,1,8
000723,0,0,8
000726,1,0,11
000730,1,1,11
000733,1,1,17
000737,1,1,14
000742,1,2,27
000745,1,1,8
000748,1,2,21
000754,1,1,13
000758,1,1,8
000761,1,1,5
000764,0,2,12
000767,1,1,6
000770,0,0,4
000773,2,3,21
000776,1,1,8
000779,1,1,17
000783,1,1,10
000789,1,1,8
000794,1,1,8
000798,2,1,8
000802,1,2,36
000807,1,1,8
000810,1,1,6
000815,1,0,7
000819,1,2,21
000824,2,4,20
000828,1,1,4
000831,1,2,35
000835,1,1,8
000842,1,1,8
000847,1,2,12
000851,1,0,8
000855,2,0,10
000858,1,1,8
000861,1,1,16
000866,1,1,8
000870,1,1,17
000874,1,1,35
000877,0,1,9
000880,2,2,36
000883,1,1,8
000886,1,2,22
000889,1,0,6
000892,1,1,11
000895,1,2,12
000899,1,2,16
000903,1,1,10
000906,1,1,11
000910,1,1,9
000913,1,1,14
000916,0,1,41
000920,1,1,76
000924,1,2,8
000927,2,1,13
000930,1,1,12
000933,0,1,8
000937,1,2,12
000941,1,1,8
000946,1,1,8
000949,2,2,20
000952,1,1,8
000955,1,1,10
000959,1,5,108
000963,1,1,8
000966,1,1,8
000969,1,1,24
000973,0,0,6
000977,1,0,8
000981,1,0,9
000984,1,3,59
000989,0,1,13
000992,1,1,21
000995,0,1,4
000998,2,1,21
001002,1,1,6
001006,1,1,21
001010,1,2,13
001014,1,1,8
001017,1,1,10
001020,1,2,28
001024,1,1,8
001027,1,1,8
001031,1,0,9
001035,1,6,46
001038,1,1,10
001041,1,1,10
001044,1,1,13
001047,1,1,9
001051,1,1,19
001054,1,1,37
001058,1,2,16
001063,2,4,25
001066,1,3,142
001069,1,1,8
001073,1,1,20
001076,1,3,41
001080,1,1,75
001083,1,2,14
001086,1,2,20
001089,1,1,19
001093,1,2,13
001096,3,2,52
001100,2,1,9
001103,1,1,10
001106,1,1,10
001109,1,1,6
001112,1,1,8
001115,1,1,8
001119,1,1,8
001122,1,1,13
001125,1,1,10
001128,1,4,25
001131,1,1,18
001134,1,1,12
001137,1,1,13
001140,1,1,13
001144,1,1,21
001147,3,2,30
001150,2,1,8
001154,1,1,14
001157,1,2,29
001160,1,2,10
001163,1,1,14
001167,1,1,110
001171,1,1,6
001174,1,2,28
001177,0,0,10
001181,1,0,6
001184,1,2,12
001189,2,1,51
001192,1,1,14
001196,1,2,62
001199,1,2,13
001203,1,1,16
001206,1,1,8
001209,1,1,10
001212,1,1,29
001215,1,0,31
001219,1,1,8
001222,1,1,15
001225,3,2,50
001228,2,2,23
001231,1,2,11
001234,1,2,9
001239,1,1,9
001243,1,1,12
001246,2,3,31
001249,1,0,10
001252,1,2,14
001255,1,1,8
001258,1,1,13
001262,0,1,39
001265,1,1,12
001268,1,4,73
001272,1,1,19
001276,1,1,12
001279,1,1,16
001282,1,1,12
001285,1,2,25
001292,1,1,34
001295,1,2,23
001298,1,2,19
001302,2,1,11
001305,2,1,13
001308,0,0,3
001311,1,1,9
001314,1,1,15
001317,3,2,28
001321,1,2,47
001326,1,2,69
001330,1,1,23
001334,1,0,22
001338,1,5,88
001341,1,3,24
001344,2,1,43
001348,1,1,9
001351,1,1,10
001354,1,2,9
001358,1,3,38
001362,2,3,24
001366,2,4,62
001369,1,5,72
001372,1,1,12
001375,1,1,12
001378,1,1,9
001381,1,1,35
001384,1,1,9
001388,1,1,88
001391,2,1,19
001394,1,1,43
001397,1,1,11
001400,0,2,85
001403,1,1,83
001406,1,1,6
001409,1,2,93
001413,2,2,24
001416,1,2,13
001421,1,2,15
001425,2,1,12
001428,1,1,42
001432,1,1,8
001436,1,2,14
001440,1,1,14
001443,1,1,9
001446,1,1,8
001450,1,1,26
001453,1,1,35
001456,1,1,33
001459,1,1,8
001462,1,1,13
001466,1,1,30
001469,1,1,20
001472,1,1,8
001475,1,1,8
001478,1,1,53
001483,1,2,9
001486,1,1,10
001490,2,1,18
001493,1,1,16
001496,1,1,21
001500,1,1,8
001504,1,1,15
001507,1,2,31
001511,1,2,41
001516,1,1,30
001521,0,1,11
001524,1,1,21
001527,1,1,15
001530,2,1,11
001534,1,1,11
001537,1,1,13
001541,2,3,21
001544,1,1,8
001547,1,1,27
001550,0,1,18
001555,1,0,8
001559,1,1,6
001562,1,1,10
001565,1,1,45
001570,1,1,9
001573,1,3,49
001577,1,1,14
001580,1,1,8
001585,1,1,17
001590,1,1,8
001594,1,2,12
001597,2,2,10
001600,1,1,10
001603,1,1,9
001607,1,1,11
001610,1,1,60
001613,1,1,8
001616,1,1,11
001619,1,1,8
001624,1,1,8
001629,1,2,12
001632,1,1,18
001636,2,4,26
001639,1,1,27
001642,1,0,12
001645,1,1,9
001648,1,1,16
001651,1,1,8
001654,1,2,13
001657,1,1,8
001662,1,1,14
001665,1,1,8
001669,1,1,9
001672,1,1,15
001675,1,2,16
001679,2,1,9
001683,1,1,9
001686,1,1,15
001690,1,0,8
001694,1,2,18
001698,1,2,18
001701,1,1,6
001704,1,2,19
001708,1,1,8
001711,2,4,26
001714,1,0,6
001717,1,1,8
001720,1,1,9
001723,1,1,10
001726,1,1,10
001730,1,1,9
001733,1,1,14
001738,1,1,8
001742,1,1,19
001746,2,1,24
001750,1,2,35
001753,1,1,22
001757,1,1,9
001761,1,1,8
001764,1,1,18
001767,2,2,13
001770,1,2,14
001774,1,1,8
001779,1,2,13
001782,1,1,14
001786,1,1,10
001789,1,2,14
001792,1,1,26
001795,1,1,8
001798,1,1,9
001801,2,1,12
001804,1,1,8
001807,1,1,17
001810,1,0,6
001813,2,1,10
001817,1,3,57
001820,1,1,62
001823,1,1,14
001827,1,2,17
001830,1,1,12
001833,0,0,5
001836,1,1,11
001839,1,1,15
001843,1,1,7
001846,1,1,12
001849,1,1,13
001852,0,0,14
001855,1,1,9
001859,1,1,8
001862,2,2,9
001865,1,1,9
001868,0,0,5
001871,2,2,19
001875,1,1,15
001878,1,2,12
001881,1,1,7
001884,1,3,26
001887,1,0,8
001890,1,0,5
001894,1,1,16
001897,1,0,6
001901,1,1,8
001904,1,1,16
001907,1,1,25
001910,2,2,19
001913,1,1,16
001916,1,0,7
001920,1,1,15
001924,0,0,13
001928,1,1,13
001932,1,1,8
001935,1,1,14
001938,1,1,12
001941,1,1,14
001945,0,0,6
001949,1,0,6
001952,1,1,9
001955,1,1,27
001958,1,1,10
001961,2,2,10
001966,1,1,8
001969,2,1,10
001972,1,1,10
001975,1,1,19
001983,1,1,8
001986,1,1,9
001989,1,1,16
001992,1,2,23
001995,1,1,8
001998,1,1,8
002001,1,1,8
002004,1,1,8
002008,1,1,16
002013,1,1,13
002016,1,1,8
002022,1,2,40
002025,1,3,14
002028,1,2,13
002032,1,3,34
002038,1,1,8
002042,1,1,45
002045,1,1,19
002048,1,1,14
002051,1,1,14
002054,0,1,34
002058,1,2,52
002061,0,1,10
002064,1,2,12
002067,2,2,24
002070,1,1,8
002073,1,1,14
002076,1,1,32
002079,1,1,9
002083,2,1,12
002086,1,1,10
002091,1,1,11
002094,1,1,8
002097,1,1,15
002101,1,1,10
002106,1,1,8
002112,1,0,8
002115,1,1,9
002118,1,1,29
002121,1,1,8
002124,1,0,8
002127,1,1,15
002130,1,1,8
002133,1,1,9
002136,1,1,25
002139,1,1,9
002142,1,1,8
002146,2,1,12
002149,1,2,41
002153,2,2,12
002156,1,0,6
002159,1,1,15
002162,1,1,10
002165,1,2,25
002168,1,1,8
002171,1,2,36
002175,1,2,12
002179,1,1,12
002183,0,1,55
002186,1,1,13
002189,1,1,6
002192,1,1,7
002195,1,1,11
002198,1,1,18
002202,2,0,8
002207,1,3,76
002210,2,3,23
002214,1,1,20
002217,1,1,8
002220,1,1,14
002223,1,1,26
002226,1,1,22
002229,1,1,8
002232,1,1,8
002235,1,1,10
002238,1,1,10
002242,1,1,67
002246,1,1,8
002249,1,1,12
002252,1,1,16
002255,2,4,53
002259,1,1,18
002265,1,2,10
002268,1,0,12
002271,1,2,13
002274,1,2,14
002277,1,0,8
002285,1,2,12
002289,1,1,8
002292,1,1,15
002295,1,1,9
002299,1,2,20
002303,1,2,16
002306,1,1,6
002309,1,2,18
002313,1,2,16
002318,1,1,9
002321,1,1,8
002324,1,1,9
002327,1,3,21
002330,1,1,10
002335,1,1,8
002338,1,1,8
002342,2,1,8
002345,1,0,14
002351,1,1,39
002354,1,1,9
002357,1,1,9
002360,1,1,11
002363,1,1,22
002366,1,1,8
002369,1,2,47
002372,1,1,8
002375,1,1,10
002378,1,2,11
002382,1,1,22
002385,2,2,22
002388,1,1,8
002391,1,3,34
002394,0,0,11
002397,1,1,8
002400,1,1,14
002403,0,0,8
002406,1,1,8
002409,1,3,21
002412,1,1,8
002416,1,1,8
002420,1,1,8
002424,1,1,8
002428,1,1,7
002431,1,0,11
002435,1,1,12
002440,0,2,43
002443,1,1,9
002447,1,1,12
002451,1,1,8
002454,1,1,20
002457,1,1,14
002460,1,1,19
002463,1,2,13
002466,1,1,8
002471,2,1,13
002474,2,1,57
002477,1,1,12
002480,1,1,6
002483,1,1,14
002486,1,1,8
002489,1,2,12
002492,1,0,5
002495,1,1,9
002499,1,1,8
002502,1,1,21
002505,1,1,10
002508,1,2,12
002511,1,1,11
002515,1,1,10
002519,1,1,23
002522,1,1,8
002525,1,1,10
002528,1,1,8
002533,1,1,8
002536,1,1,8
002539,1,1,19
002542,1,1,8
002546,1,2,20
002551,1,1,12
002554,1,1,38
002557,1,1,17
002560,1,1,49
002563,1,2,23
002566,2,1,18
002569,1,1,8
002572,1,1,24
002576,1,2,62
002580,1,3,68
002583,1,1,8
002586,1,1,6
002592,1,1,16
002598,1,2,19
002601,1,1,9
002606,1,2,12
002612,1,3,22
002617,1,0,12
002620,1,1,8
002623,1,1,10
002626,1,2,37
002629,2,1,11
002633,1,1,23
002636,1,1,35
002639,1,1,17
002642,1,1,42
002647,1,2,18
002650,0,0,0
002656,1,1,6
002659,1,3,33
002662,2,2,16
002667,1,1,8
002670,1,3,16
002674,1,1,8
002677,1,1,11
002680,1,2,14
002683,1,1,8
002686,1,1,8
002689,1,1,8
002693,1,1,8
002696,1,1,13
002699,2,1,16
002704,1,1,7
002707,0,1,9
002710,1,1,9
002713,1,2,16
002716,1,1,13
002720,1,1,35
002724,0,3,27
002727,1,1,7
002730,1,1,8
002733,1,1,10
002736,1,1,61
002740,1,4,100
002745,2,1,16
002748,1,1,22
002751,2,2,24
002754,1,1,23
002757,1,1,30
002760,1,1,24
002764,1,1,14
002767,1,1,20
002770,1,2,13
002773,1,1,16
002776,1,1,8
002779,1,1,22
002782,1,1,15
002786,2,2,36
002790,1,1,8
002793,1,1,8
002796,1,1,8
002799,2,3,27
002804,1,2,12
002808,1,2,14
002811,1,1,66
002816,1,2,44
002819,1,1,8
002822,1,1,36
002827,0,1,13
002830,1,1,8
002833,1,0,13
002837,1,1,13
002842,1,1,10
002845,1,1,22
002848,0,1,15
002851,1,1,16
002854,1,3,61
002857,1,1,8
002861,2,3,20
002864,1,1,14
002869,1,2,55
002872,1,1,11
002877,1,1,28
002881,2,4,22
002884,1,2,12
002888,1,1,12
002891,1,1,12
002895,1,1,10
002898,1,1,8
002901,1,0,8
002904,0,0,12
002907,2,0,21
002910,1,1,8
002913,1,1,15
002917,1,4,109
002920,1,1,8
002924,1,1,17
002929,1,1,8
002934,2,2,10
002937,1,1,6
002940,1,1,8
002943,1,1,8
002946,1,1,14
002950,1,1,8
002953,1,1,12
002958,1,1,9
002961,1,1,8
002965,1,1,19
002968,1,1,8
002972,1,1,15
002975,2,2,16
002978,1,1,8
002981,1,1,8
002984,1,1,8
002987,1,1,8
002990,1,1,17
002994,1,1,12
002998,1,2,14
003001,1,2,18
003004,1,1,10
003007,1,1,9
003010,1,2,52
003014,0,1,13
003017,1,1,8
003021,1,2,14
003025,1,2,16
003028,1,1,10
003031,1,1,8
003034,1,0,13
003038,1,1,12
003041,1,1,8
003045,1,1,8
003048,1,1,8
003052,1,1,10
003055,1,1,54
003058,1,1,8
003061,1,1,11
003065,1,2,12
003068,1,1,6
003073,1,1,8
003076,1,1,12
003080,1,1,8
003083,1,1,29
003086,1,1,8
003090,1,2,31
003093,1,1,9
003096,1,1,8
003099,1,2,13
003102,1,1,42
003105,1,2,12
003108,1,1,13
003111,0,0,12
003114,2,2,16
003118,1,1,9
003121,1,1,9
003125,1,1,8
003128,1,1,8
003131,1,2,25
003134,1,1,13
003137,1,1,12
003141,2,3,22
003144,1,2,11
003147,1,2,12
003151,1,1,11
003154,1,1,9
003157,1,1,8
003160,1,1,12
003163,1,2,14
003166,1,2,17
003169,1,1,13
003173,1,1,6
003177,1,1,8
003180,1,1,8
003184,1,0,9
003187,1,1,12
003191,2,1,8
003194,1,2,17
003198,1,1,14
003201,1,1,8
003205,1,1,8
003208,1,2,15
003211,1,0,9
003214,0,0,0
003217,1,1,16
003220,1,0,8
003223,1,1,19
003227,1,1,12
003230,0,2,17
003233,1,1,6
003237,1,1,16
003241,2,2,12
003244,1,1,9
003249,1,1,8
003252,1,1,28
003256,1,0,10
003259,0,0,8
003262,1,1,13
003265,1,1,8
003269,1,1,18
003272,1,2,19
003275,1,2,22
003278,1,1,14
003281,1,1,8
003284,1,1,42
003288,2,3,33
003291,1,1,8
003297,1,1,9
003300,1,1,13
003303,0,2,120
003310,1,1,16
003316,1,0,8
003321,1,1,13
003325,0,1,18
003328,1,2,12
003331,1,1,12
003335,1,2,17
003338,1,3,45
003341,1,2,30
003344,1,1,8
003349,1,2,43
