image_id,label,base,tags,all4,sec
000847,2026-05-28,2026-05-28,,2026-05-28,2.1
000851,2026-06-30,2026-06-30,,2026-06-30,1.7
000855,2026-08-25,2026-08-25,2,2026-08-25,1.5
000858,2021-10-28,2021-10-28,,2021-10-28,3.4
000861,2022-07-23,2022-07-23,,2022-07-23,2.2
000866,2021-09-25,2021-09-25,,2021-09-25,1.3
000870,2021-10-15,2021-10-15,,2021-10-15,2.5
000874,2021-03-22,2021-03-22,,2021-03-22,19.1
000877,2023-04-03,NONE,d,NONE,18.7
000880,2021-05-11,2020-07-15,2,2021-05-11,3.7
000883,2021-07-03,2021-01-04,,2021-01-04,1.7
000886,2021-07-09,2020-01-10,,2020-01-10,1.9
000889,2021-05-27,2021-05-27,,2021-05-27,2.2
000892,2022-02-07,2022-02-07,,2022-02-07,2.0
000895,2021-06-02,2021-06-02,,2021-06-02,1.5
000899,2022-09-02,2022-09-02,,2022-09-02,7.2
000903,2021-08-31,2021-08-31,,2021-08-31,2.5
000906,2022-01-NONE,2022-10-15,,2022-10-15,2.2
000910,2021-09-20,2021-09-20,,2021-09-20,1.8
000913,2021-10-19,2021-10-19,,2021-10-19,2.6
000916,2022-06-06,NONE,,NONE,31.7
000920,2022-03-11,2022-03-11,,2022-03-11,3.1
000924,NONE-02-02,2018-02-02,,2018-02-02,2.0
000927,2021-08-23,2021-01-08,,2021-08-23,2.6
000930,2021-07-29,2021-07-29,,2021-07-29,1.6
000933,2021-05-26,NONE,,NONE,7.3
000937,2022-06-11,2022-06-11,,2022-06-11,1.6
000941,2021-07-02,2021-07-02,,2021-07-02,1.6
000946,2021-09-30,2021-09-30,,2021-09-30,1.1
000949,2021-10-24,2021-10-24,2,2021-07-20,7.6
000952,2021-04-05,2021-04-05,,2021-04-05,1.9
000955,2022-01-25,2022-01-03,,2022-01-03,1.6
000959,2022-07-19,2022-07-19,,2022-07-19,6.1
000963,2023-11-14,2023-11-14,,2023-11-14,2.7
000966,2021-08-10,2021-08-10,,2021-08-10,2.8
000969,2022-06-30,2022-06-30,,2022-06-30,3.8
000973,2022-12-02,NONE,,NONE,17.0
000977,2021-11-03,2020-11-03,,2020-11-03,4.9
000981,2021-08-08,2021-08-08,,2021-08-08,2.1
000984,2021-08-20,2021-08-20,,2021-08-20,3.8
000989,2020-07-21,NONE,,NONE,28.7
000992,2021-03-04,2021-03-04,,2021-03-04,7.2
000995,NONE-02-18,NONE,,NONE,8.2
000998,2021-11-11,2021-11-11,2,2021-11-11,3.4
001002,2022-08-24,2022-08-NONE,b,2022-08-NONE,6.5
001006,2022-06-29,2022-06-NONE,2,2022-06-NONE,2.3
001010,2021-08-09,2021-08-09,,2021-08-09,2.6
001014,2022-01-11,2022-01-11,,2022-01-11,3.0
001017,2021-02-21,2021-02-21,b,2021-02-21,7.9
001020,2020-02-27,2020-02-27,,2020-02-27,3.1
001024,2021-07-13,2021-07-13,,2021-07-13,2.1
001027,2020-09-08,2020-09-08,,2020-09-08,1.7
001031,2022-10-NONE,2022-10-01,,2022-10-01,4.1
001035,2021-10-07,2020-07-07,2,2020-07-07,14.2
001038,2021-12-28,2021-12-28,,2021-12-28,1.5
001041,2022-04-15,2022-04-15,,2022-04-15,1.8
001044,2021-04-30,2021-04-30,,2021-04-30,1.4
001047,2021-05-12,2021-05-12,,2021-05-12,1.3
001051,2022-12-20,2022-12-20,,2022-12-20,3.5
001054,2022-09-01,2022-09-01,,2022-09-01,4.6
001058,2021-10-14,2021-10-14,,2021-10-14,1.7
001063,2022-01-04,2022-01-04,2,2022-01-04,2.5
001066,2022-05-04,2022-05-04,,2022-05-04,5.2
001069,2021-03-15,2021-03-10,,2021-03-10,2.0
001073,2023-09-18,2023-09-18,,2023-09-18,3.2
001076,2021-07-31,2031-07-21,,2031-07-21,2.4
001080,2021-10-13,2021-10-13,,2021-10-13,4.3
001083,2021-07-09,2021-07-09,,2021-07-09,2.5
001086,2023-10-09,2023-10-09,,2023-10-09,2.1
001089,2023-08-05,2023-08-05,,2023-08-05,3.4
001093,2021-05-25,2021-05-25,,2021-05-25,3.4
001096,2021-06-11,2021-11-06,2,2021-06-11,3.9
001100,2021-03-14,2021-03-14,2,2021-03-14,3.0
001103,2021-03-14,NONE-03-14,,2021-03-14,6.7
001106,2021-03-27,2021-03-27,,2021-03-27,1.9
001109,2021-03-22,2021-03-22,,2021-03-22,1.9
001112,2022-07-12,2022-07-12,,2022-07-12,1.7
001115,2022-01-12,2022-01-12,,2022-01-12,1.7
001119,2021-12-26,2021-12-16,,2021-12-16,1.4
001122,2023-01-10,2023-01-10,,2023-01-10,3.9
001125,2021-12-28,2021-12-21,2,2021-12-21,1.3
001128,2021-06-10,2021-12-10,2,2021-12-10,3.8
001131,NONE-02-12,NONE-02-12,,NONE-02-12,4.3
001134,2021-03-03,2021-03-03,,2021-03-03,2.8
001137,2021-07-17,2021-07-17,,2021-07-17,2.6
001140,2021-02-28,2021-02-28,,2021-02-28,2.2
001144,2021-05-25,2021-05-25,,2021-05-25,2.2
001147,2021-12-13,2021-12-13,2,2021-12-13,4.1
001150,2021-09-18,2021-09-18,,2021-09-18,2.6
001154,2021-09-21,2021-09-21,,2021-09-21,17.3
001157,2021-02-07,2021-02-07,,2021-02-07,2.6
001160,2021-04-23,2021-04-23,,2021-04-23,1.6
001163,2021-12-06,2021-12-06,,2021-12-06,1.9
001167,2022-01-20,2022-08-02,,2022-08-02,19.5
001171,2022-01-18,2022-01-18,,2022-01-18,1.9
001174,2021-03-14,2021-03-14,,2021-03-14,2.8
001177,2021-12-01,NONE,,NONE,15.4
001181,2022-04-14,2022-04-14,,2022-04-14,2.8
001184,2021-10-08,2021-10-08,,2021-10-08,1.6
001189,2019-06-28,2019-06-28,2,2019-06-28,3.1
001192,2020-12-08,2020-12-08,d,2020-12-08,11.9
001196,2021-10-18,2021-10-18,,2021-10-18,4.4
001199,2021-10-20,2021-10-20,2,2021-10-20,2.7
001203,2023-02-28,2023-02-28,,2023-02-28,2.5
001206,2021-05-NONE,NONE-05-21,,NONE-05-21,2.6
001209,2021-08-03,2021-08-03,,2021-08-03,1.2
001212,2021-07-03,2021-07-03,,2021-07-03,2.7
001215,2021-06-13,2021-06-13,,2021-06-13,8.2
001219,2021-01-14,2021-01-14,,2021-01-14,1.2
001222,2021-11-10,2021-11-10,,2021-11-10,3.2
001225,2022-06-27,2022-06-27,2,2022-06-27,8.3
001228,2022-01-11,2021-01-12,2,2021-01-12,3.6
001231,2021-05-05,2021-05-05,,2021-05-05,1.9
001234,2021-03-09,2021-03-09,,2021-03-09,1.9
001239,2020-12-19,2020-12-19,,2020-12-19,2.1
001243,2023-12-31,2023-12-31,,2023-12-31,1.4
001246,2022-01-19,2022-01-19,2,2022-01-19,5.9
001249,2021-07-15,2021-07-15,,2021-07-15,8.2
001252,2021-08-19,2021-08-19,,2021-08-19,2.1
001255,2019-09-13,2019-09-13,,2019-09-13,1.5
001258,2022-03-15,2022-03-15,,2022-03-15,10.8
001262,2021-03-25,NONE,,NONE,11.8
001265,2022-06-NONE,2022-06-NONE,,2022-06-NONE,2.4
001268,2022-09-05,2022-09-05,,2022-09-05,3.7
001272,2023-07-08,2023-07-08,,2023-07-08,2.1
001276,2021-11-04,2021-11-04,,2021-11-04,1.8
001279,2022-10-09,2022-10-09,,2022-10-09,2.4
001282,2025-04-01,2025-04-01,,2025-04-01,4.6
001285,2022-11-21,2022-11-21,,2022-11-21,5.0
001292,2022-11-05,2022-11-05,2,2022-11-05,19.3
001295,2021-11-NONE,2021-12-11,,2021-12-11,2.3
001298,2021-06-24,2021-06-24,,2021-06-24,2.0
001302,2021-11-29,2029-11-21,d,2029-11-21,3.3
001305,2021-04-12,2021-04-01,,2021-04-12,4.7
001308,2022-11-06,NONE,,NONE,10.4
001311,2022-10-20,2022-10-20,,2022-10-20,1.8
001314,2022-01-15,2022-01-15,,2022-01-15,3.0
001317,2022-12-07,2022-12-07,2,2020-07-12,4.9
001321,2022-02-15,2022-02-15,,2022-02-15,11.7
001326,2021-07-19,2021-07-19,,2021-07-19,6.6
001330,2021-03-05,2022-03-05,,2022-03-05,2.1
001334,2021-10-26,2021-10-26,,2021-10-26,4.5
001338,2021-06-08,2021-06-08,,2021-06-08,5.4
001341,2021-11-25,2021-11-25,2,2021-02-02,2.7
001344,2021-08-10,2022-11-02,,2022-11-02,4.8
001348,2021-10-31,2021-01-10,,2021-01-10,3.1
001351,2021-06-09,2021-06-09,,2021-06-09,2.0
001354,2022-07-06,2022-07-06,,2022-07-06,1.8
001358,2020-12-NONE,2020-12-NONE,,2020-12-NONE,5.5
001362,2021-04-NONE,2021-10-13,,2021-10-13,4.4
001366,2021-09-29,2021-09-29,2,2021-09-29,7.8
001369,2025-09-21,2025-09-21,,2025-09-21,6.5
001372,2022-03-07,2022-03-07,,2022-03-07,2.1
001375,2022-05-NONE,2022-05-NONE,,2022-05-NONE,3.2
001378,NONE,2021-01-22,,2021-01-22,2.7
001381,2021-04-09,2021-01-04,,2021-04-09,3.6
001384,2018-09-NONE,2018-09-NONE,,2018-09-NONE,5.2
001388,2021-07-17,2021-07-NONE,,2021-07-NONE,5.4
001391,2021-02-25,2021-12-01,,2021-12-01,2.6
001394,2021-09-01,NONE-11-08,,NONE-11-08,7.9
001397,2022-11-01,2022-11-01,,2022-11-01,2.4
001400,2022-01-29,NONE,,NONE,36.3
001403,2020-09-29,2020-07-04,,2020-07-04,4.6
001406,2021-07-31,2031-07-21,,2031-07-21,1.6
001409,2021-12-16,2021-12-16,,2021-12-16,4.4
001413,2021-07-23,2021-07-23,,2021-07-23,4.4
001416,2021-11-05,2021-11-05,,2021-11-05,2.0
001421,2021-07-01,2021-07-01,,2021-07-01,1.9
001425,2021-06-22,2021-06-22,2,2021-06-22,3.7
001428,2020-08-12,2020-08-12,,2020-08-12,4.1
001432,2021-09-29,2021-09-29,,2021-09-29,1.7
001436,2021-09-20,2021-09-20,,2021-09-20,2.0
001440,2021-09-03,2021-09-03,,2021-09-03,2.3
001443,2021-09-06,2021-09-06,,2021-09-06,2.1
001446,2021-10-28,2021-10-NONE,,2021-10-NONE,2.2
001450,2022-04-26,2022-04-26,,2022-04-26,4.6
001453,2022-09-13,2022-09-13,,2022-09-13,3.6
001456,2022-06-28,2022-06-28,,2022-06-28,9.2
001459,2022-10-29,2022-10-29,,2022-10-29,3.3
001462,2021-11-17,2021-11-17,,2021-11-17,2.1
001466,2020-11-03,2020-01-03,,2020-01-03,16.9
001469,2022-12-03,2022-12-03,,2022-12-03,4.2
001472,2022-02-17,2022-02-17,,2022-02-17,2.3
001475,2022-07-10,2022-07-10,,2022-07-10,2.0
001478,2022-08-27,2022-08-27,,2022-08-27,5.0
001483,2021-02-06,2021-02-06,,2021-02-06,2.6
001486,2022-12-08,2022-12-08,,2022-12-08,2.7
001490,2021-08-06,2021-08-06,2,2021-08-06,3.4
001493,2023-08-17,2023-08-17,,2023-08-17,23.1
001496,2022-09-18,2022-09-18,,2022-09-18,3.4
001500,2021-09-23,2021-09-23,,2021-09-23,1.4
001504,2021-01-27,2021-01-27,,2021-01-27,2.7
001507,2021-02-19,2021-02-19,,2021-02-19,3.1
001511,2023-12-01,NONE-03-22,,NONE-03-22,9.3
001516,2021-11-19,2021-11-19,,2021-11-19,2.4
001521,2021-07-08,NONE,,NONE,13.1
001524,2021-06-25,2021-06-25,,2021-06-25,3.8
001527,2021-01-21,2021-01-21,,2021-01-21,6.9
001530,2021-02-11,2021-02-11,,2021-02-11,2.1
001534,2022-07-11,2022-07-11,,2022-07-11,1.9
001537,2021-02-19,2021-02-26,2,2021-02-26,11.4
001541,2021-06-13,2020-12-14,2,2021-06-13,2.7
001544,2021-08-02,2021-08-02,,2021-08-02,1.6
001547,2021-07-04,2021-07-04,,2021-07-04,4.9
001550,2021-08-25,NONE,,NONE,19.0
001555,2020-06-03,2020-05-03,,2020-06-03,1.6
001559,2024-12-21,2024-12-21,,2024-12-21,5.8
001562,2022-06-11,2022-06-01,,2022-06-11,2.0
001565,2022-01-17,2022-01-17,,2022-01-17,4.1
001570,2021-11-30,2021-11-30,,2021-11-30,1.9
001573,2022-01-06,2022-01-06,,2022-01-06,2.8
001577,2022-11-05,2022-11-05,,2022-11-05,4.5
001580,2022-11-02,2022-11-02,,2022-11-02,2.2
001585,2021-10-28,2021-10-28,,2021-10-28,2.3
001590,2021-02-18,2021-02-18,,2021-02-18,6.4
001594,2021-12-13,2021-12-13,,2021-12-13,2.1
001597,2021-03-07,2021-03-07,2,2021-03-07,2.2
001600,2021-02-08,2021-02-08,,2021-02-08,2.2
001603,2021-02-24,2021-02-24,,2021-02-24,2.5
001607,2021-04-03,2021-04-03,,2021-04-03,2.0
001610,2021-02-12,2021-02-12,,2021-02-12,4.2
001613,2022-02-25,2022-02-25,,2022-02-25,1.7
001616,2021-12-15,2021-12-15,,2021-12-15,1.8
001619,2023-10-06,2023-10-06,,2023-10-06,1.7
001624,2022-04-26,2022-04-26,,2022-04-26,1.5
001629,2021-07-23,2021-07-23,,2021-07-23,1.8
001632,2021-11-27,2021-11-27,,2021-11-27,4.3
001636,2021-12-22,2023-02-12,2,2023-02-12,3.0
001639,2021-02-28,2021-02-28,,2021-02-28,2.2
001642,2022-03-19,2022-03-19,,2022-03-19,1.4
001645,2021-10-12,2021-10-12,,2021-10-12,1.1
001648,2021-12-14,2021-12-14,,2021-12-14,1.8
001651,2021-03-09,2021-03-09,,2021-03-09,1.7
001654,2019-08-19,2019-08-19,,2019-08-19,1.3
001657,2021-01-16,2021-01-16,,2021-01-16,2.0
001662,2022-04-26,2022-04-26,,2022-04-26,1.8
001665,2021-01-28,2021-01-28,,2021-01-28,1.5
001669,2021-02-08,2021-02-08,,2021-02-08,2.1
001672,2021-05-19,2021-05-19,,2021-05-19,2.3
001675,2021-03-15,2021-03-15,,2021-03-15,2.4
001679,2021-03-16,2021-03-16,2,2021-03-16,2.6
001683,2021-11-14,2021-11-14,,2021-11-14,2.5
001686,2020-11-27,2020-11-27,,2020-11-27,3.4
001690,2020-08-16,2020-08-16,,2020-08-16,4.8
001694,2022-07-01,2022-07-01,,2022-07-01,4.3
001698,2021-12-22,2021-12-22,,2021-12-22,2.6
001701,2021-10-27,2021-10-27,,2021-10-27,3.5
001704,2021-07-16,2021-07-16,,2021-07-16,2.2
001708,2021-05-02,2021-05-02,,2021-05-02,1.6
001711,2021-10-15,2021-10-15,2,2021-10-15,2.1
001714,2021-09-08,2021-09-08,d,2021-09-08,4.5
001717,2021-02-08,2021-02-08,,2021-02-08,5.8
001720,2021-03-11,2021-03-11,,2021-03-11,2.6
001723,2021-05-13,2021-05-13,,2021-05-13,1.5
001726,2021-02-16,2021-02-06,,2021-02-06,2.2
001730,2021-10-02,2021-10-02,,2021-10-02,1.4
