image_id,label,base,tags,all4,sec
001149,2022-07-31,2022-07-31,,2022-07-31,1.8
001152,2021-10-31,2021-10-31,,2021-10-31,4.9
001156,2021-02-07,2021-02-07,,2021-02-07,2.4
001159,2021-08-10,2021-08-10,,2021-08-10,1.6
001162,2021-12-06,2021-12-06,,2021-12-06,1.9
001166,2022-01-20,NONE,,NONE,37.5
001170,2022-01-18,2022-01-18,,2022-01-18,2.4
001173,2021-09-NONE,2021-09-NONE,,2021-09-NONE,3.3
001176,2021-09-07,2021-09-07,d,2021-09-07,9.3
001179,2023-09-01,2023-09-01,,2023-09-01,11.2
001183,2021-10-08,2021-10-08,,2021-10-08,1.3
001188,2020-04-23,2020-04-23,,2020-04-23,9.1
001191,2020-12-08,2020-12-08,,2020-12-08,2.7
001195,2021-10-18,2021-10-18,,2021-10-18,4.9
001198,2021-10-10,2021-10-10,,2021-10-10,2.2
001201,2022-07-16,2022-07-16,,2022-07-16,2.1
001205,NONE-05-21,NONE-05-21,,NONE-05-21,3.0
001208,2020-08-18,2020-08-18,,2020-08-18,2.5
001211,2021-07-03,2021-07-03,,2021-07-03,3.7
001214,2021-05-15,2021-05-15,,2021-05-15,4.1
001218,2022-05-30,2022-05-30,,2022-05-30,2.5
001221,2021-11-10,2021-11-10,,2021-11-10,3.0
001224,2021-04-11,2021-04-11,,2021-04-11,2.6
001227,2022-01-11,2022-01-11,2,2022-01-11,3.2
001230,2021-10-28,2021-10-28,,2021-10-28,2.4
001233,2021-03-09,2021-03-09,,2021-03-09,1.8
001238,NONE-01-31,NONE-01-31,,NONE-01-31,19.7
001241,2022-06-13,2022-06-01,,2022-06-13,2.1
001245,2021-11-01,2021-11-01,,2021-11-01,1.3
001248,2021-07-15,2021-07-15,,2021-07-15,13.0
001251,2021-04-11,2021-01-12,2,2021-04-11,2.9
001254,2019-09-13,2019-09-13,,2019-09-13,1.8
001257,2023-07-03,NONE,,NONE,9.6
001261,2021-03-25,NONE,,NONE,28.5
001264,2022-12-03,2022-12-03,,2022-12-03,3.7
001267,2022-09-05,2022-09-05,,2022-09-05,4.8
001271,2023-07-08,2023-07-08,,2023-07-08,3.6
001274,2022-06-17,2022-06-17,,2022-06-17,4.1
001278,2022-01-03,2022-01-03,2,2022-01-03,2.9
001281,2025-08-05,2025-08-05,,2025-08-05,3.0
001284,2022-04-23,2022-04-23,,2022-04-23,2.8
001290,2024-11-21,2024-01-21,,2024-11-21,1.8
001294,2021-11-NONE,2021-11-NONE,,2021-11-NONE,3.3
001297,2023-11-NONE,2023-11-NONE,,2023-11-NONE,5.8
001301,2021-11-29,2021-11-29,2,2021-11-29,3.3
001304,2021-04-12,2021-04-12,,2021-04-12,1.9
001307,2022-11-06,2022-11-06,,2022-11-06,1.8
001310,2021-04-20,2021-04-30,bt,2021-04-30,3.4
001313,2022-01-15,NONE,,NONE,35.5
001316,2021-12-09,2021-12-09,,2021-12-09,2.5
001320,2021-11-22,2028-12-07,,2028-12-07,3.7
001324,2023-07-09,2023-07-09,2,2023-07-09,4.2
001328,2021-06-26,2021-06-26,,2021-06-26,2.3
001333,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2.0
001336,2021-07-04,2021-07-04,,2021-07-04,6.9
001340,2021-11-25,2021-11-25,2,2021-11-25,7.0
001343,2021-09-10,2021-09-10,,2021-09-10,5.2
001347,2021-10-31,2021-10-31,,2021-10-31,1.9
001350,2021-08-21,2021-08-21,,2021-08-21,2.4
001353,2022-06-27,2022-06-27,,2022-06-27,2.0
001357,NONE-08-20,2022-08-NONE,,2022-08-NONE,3.6
001361,2021-09-02,NONE-09-21,,NONE-09-21,13.6
001364,2021-02-NONE,2018-02-02,,2018-02-02,10.3
001368,2021-08-19,NONE,,NONE,18.4
001371,2022-04-27,2022-04-27,,2022-04-27,3.3
001374,2022-05-NONE,2022-05-NONE,,2022-05-NONE,4.2
001377,2021-12-02,NONE,,NONE,8.3
001380,2021-04-09,2021-04-09,,2021-04-09,3.5
001383,2023-01-05,NONE,,NONE,13.3
001387,2021-07-17,2021-07-07,,2021-07-07,3.7
001390,2021-06-20,2021-06-20,,2021-06-20,2.4
001393,2022-07-14,2022-07-14,,2022-07-14,3.5
001396,2022-11-01,2022-11-01,,2022-11-01,2.3
001399,2021-07-23,2021-07-23,,2021-07-23,4.1
001402,2020-09-29,2020-09-29,,2020-09-29,4.2
001405,2021-01-27,2021-01-27,,2021-01-27,3.4
001408,2021-12-16,2021-12-16,,2021-12-16,5.7
001412,2022-09-06,2022-09-06,,2022-09-06,10.5
001415,2022-04-20,2022-04-20,,2022-04-20,2.2
001419,2021-07-18,2021-07-18,,2021-07-18,2.2
001423,2021-11-NONE,2021-11-17,,2021-11-17,3.4
001427,2020-08-12,2020-08-12,,2020-08-12,2.9
001431,2021-08-19,2021-08-01,,2021-08-01,7.9
001435,2021-10-04,2021-02-18,,2021-02-18,10.8
001439,2021-09-03,2021-09-03,,2021-09-03,2.5
001442,2021-06-24,2021-06-24,,2021-06-24,3.7
001445,2021-10-28,2021-10-28,,2021-10-28,2.0
001449,2022-10-28,2022-10-28,,2022-10-28,2.1
001452,2022-09-13,2021-08-07,,2021-08-07,3.4
001455,2022-04-02,2022-01-02,,2022-04-02,5.1
001458,2022-10-29,2022-10-29,,2022-10-29,1.5
001461,2022-01-20,2022-01-20,,2022-01-20,3.4
001465,2022-11-18,NONE-11-18,,NONE-11-18,3.4
001468,2022-12-03,2022-12-03,,2022-12-03,3.1
001471,2021-12-29,2021-12-29,,2021-12-29,4.0
001474,2022-07-10,2022-07-10,,2022-07-10,1.6
001477,2022-05-10,NONE,2,NONE,15.7
001481,NONE-01-31,NONE,,NONE,22.5
001485,2022-09-28,2022-09-28,,2022-09-28,4.0
001488,2021-07-12,2021-07-12,,2021-07-12,1.3
001492,2023-07-08,2023-07-08,,2023-07-08,2.5
001495,2021-11-22,2021-11-22,,2021-11-22,2.6
001499,2021-06-30,2021-06-30,,2021-06-30,4.3
001503,2021-06-24,2021-06-24,,2021-06-24,2.0
001506,2021-02-19,2021-02-19,,2021-02-19,3.9
001509,2021-10-19,2021-10-19,,2021-10-19,5.2
001514,2022-08-16,2022-08-16,,2022-08-16,2.4
001520,2021-07-08,2021-07-10,,2021-07-10,10.4
001523,2021-06-14,2021-01-15,2,2021-01-15,1.6
001526,2021-01-21,2021-01-21,,2021-01-21,4.3
001529,2021-02-11,2021-02-11,,2021-02-11,1.6
001532,2022-06-21,2022-06-21,,2022-06-21,3.3
001536,2021-02-19,2021-02-19,,2021-02-19,3.4
001540,2021-06-13,2021-06-13,2,2021-06-13,3.1
001543,2022-01-22,2022-01-22,,2022-01-22,1.8
001546,2021-07-04,2021-07-04,,2021-07-04,3.0
001549,2022-09-28,NONE,,NONE,9.0
001552,NONE-02-19,NONE-02-19,,NONE-02-19,2.4
001557,2022-03-16,2022-03-16,2,2022-03-16,2.8
001561,2022-06-11,2022-06-11,,2022-06-11,1.6
001564,2020-08-05,NONE,2,NONE,10.5
001567,2020-04-23,2020-01-15,,2020-01-15,6.3
001572,2021-06-11,2021-06-11,,2021-06-11,2.0
001576,2022-03-27,2022-03-27,,2022-03-27,3.0
001579,2022-11-02,2022-11-02,,2022-11-02,1.9
001583,2021-12-15,2021-12-15,,2021-12-15,1.4
001589,2023-01-09,2023-01-09,,2023-01-09,1.9
001593,2022-01-05,2022-01-05,,2022-01-05,2.2
001596,2021-02-25,2021-02-25,2,2021-02-25,2.6
001599,2021-02-15,2021-02-15,,2021-02-15,1.5
001602,2021-02-11,2021-02-11,,2021-02-11,2.0
001606,2021-04-03,2021-04-03,,2021-04-03,2.1
001609,2021-06-29,2021-06-29,,2021-06-29,1.8
001612,2022-02-25,2022-02-25,,2022-02-25,1.9
001615,2020-09-03,2020-09-03,,2020-09-03,3.5
001618,2023-10-06,2023-10-06,,2023-10-06,2.0
001621,2022-07-19,2022-07-19,,2022-07-19,2.0
001627,2021-07-03,2022-07-05,,2022-07-05,3.1
001631,2022-10-21,2022-10-21,,2022-10-21,1.8
001635,2021-12-22,2021-12-22,,2021-12-22,1.9
001638,2021-04-12,2021-04-12,,2021-04-12,1.4
001641,2023-01-24,2023-01-24,,2023-01-24,2.4
001644,2021-10-16,2021-10-15,,2021-10-15,1.7
001647,2021-12-14,2021-12-14,,2021-12-14,1.5
001650,2019-08-18,2019-08-18,,2019-08-18,1.6
001653,2019-08-19,2019-08-19,,2019-08-19,1.5
001656,2021-01-16,2021-01-16,,2021-01-16,2.3
001661,2022-04-26,2022-04-26,,2022-04-26,1.5
001664,2020-08-29,2020-08-29,,2020-08-29,3.0
001668,2021-09-14,2021-09-14,,2021-09-14,2.6
001671,2021-10-23,2021-10-23,2,2021-10-23,2.6
001674,2021-07-18,2021-07-18,,2021-07-18,2.2
001677,2021-11-28,2021-11-28,,2021-11-28,2.3
001682,2022-10-22,2022-10-22,,2022-10-22,1.7
001685,2021-11-29,2021-11-29,2,2021-11-29,3.0
001689,2021-06-22,NONE,,NONE,7.8
001692,2021-07-03,2021-07-03,,2021-07-03,1.8
001696,2022-06-23,2022-06-23,,2022-06-23,2.0
001700,2021-10-27,2021-10-27,,2021-10-27,12.1
001703,2021-07-16,2021-07-16,,2021-07-16,1.8
001707,2021-05-02,2021-05-02,,2021-05-02,1.9
001710,2021-10-15,2021-10-15,2,2021-10-15,2.6
001713,2021-09-08,2021-09-08,,2021-09-08,9.9
001716,2021-02-07,2021-02-07,,2021-02-07,2.1
001719,2021-03-11,2021-03-11,,2021-03-11,2.3
001722,2021-07-06,2021-07-06,2,2021-07-06,4.0
001725,2021-02-16,2021-02-16,,2021-02-16,2.1
001729,2021-03-13,2021-03-13,,2021-03-13,1.5
001732,2022-11-18,2022-11-18,,2022-11-18,1.9
