image_id,label,old,tags,kct,kct_tier,sec
000128,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2.8
000131,2026-08-05,2026-08-05,,2026-08-05,2026-08-05,1.2
000135,2026-04-18,2026-04-18,,2026-04-18,2026-04-18,2.8
000138,2026-05-14,2026-05-14,,2026-05-14,2026-05-14,3.2
000141,2026-09-17,2026-09-17,,2026-09-17,2026-09-17,2.0
000145,2027-03-24,2027-03-24,,2027-03-24,2027-03-24,4.7
000149,2026-04-28,2026-04-28,,2026-04-28,2026-04-28,4.1
000152,2026-07-31,2026-07-31,,2026-07-31,2026-07-31,1.4
000157,2027-07-08,NONE,t,NONE,NONE,13.3
000161,2027-05-10,2027-05-10,,2027-05-10,2027-05-10,3.5
000164,2026-04-27,2026-04-27,,2026-04-27,2026-04-27,1.6
000167,2026-08-07,2026-08-07,,2026-08-07,2026-08-07,4.9
000171,2026-05-27,2026-05-27,2,2026-05-27,2026-05-27,3.1
000174,2026-09-05,2026-09-05,2,2026-09-05,2026-09-05,3.0
000177,2026-08-18,2026-08-18,,2026-08-18,2026-08-18,2.9
000180,2026-06-25,2026-06-25,2,2026-06-25,2026-06-25,1.7
000184,2027-11-19,2027-11-01,,2027-11-01,2027-11-01,2.3
000187,2028-02-05,2028-02-05,,2028-02-05,2028-02-05,2.4
000191,2026-06-15,NONE,,NONE,NONE,19.1
000195,2027-07-01,2027-07-01,,2027-07-01,2027-07-01,1.8
000200,2027-07-14,2021-07-NONE,,2021-07-NONE,2021-07-NONE,12.2
000203,2026-07-01,2026-07-08,,2026-07-08,2026-07-08,17.0
000206,2026-05-08,2026-05-08,,2026-05-08,2026-05-08,2.4
000212,2026-12-16,2026-12-16,,2026-12-16,2026-12-16,14.9
000217,2027-03-08,2027-03-08,,2027-03-08,2027-03-08,4.2
000220,2026-02-23,2026-02-23,,2026-02-23,2026-02-23,2.2
000223,2026-08-13,2026-08-13,,2026-08-13,2026-08-13,1.7
000227,2028-09-17,2028-09-17,,2028-09-17,2028-09-17,6.3
000230,2026-03-28,2026-03-28,,2026-03-28,2026-03-28,2.5
000235,2026-03-08,2026-03-08,,2026-03-08,2026-03-08,2.6
000238,2026-09-10,2026-09-10,2,2026-09-10,2026-09-10,2.6
000241,2027-08-10,2027-08-10,,2027-08-10,2027-08-10,4.8
000244,2026-06-21,2026-06-21,2,2026-06-21,2026-06-21,5.2
000247,2026-05-20,2026-05-20,,2026-05-20,2026-05-20,1.8
000251,2026-02-24,2026-02-24,2,2026-02-24,2026-02-24,1.6
000254,2026-08-12,2026-08-12,2,2026-08-12,2026-08-12,3.1
000258,2026-05-30,2026-05-30,,2026-05-30,2026-05-30,7.0
000261,2026-03-07,2026-03-07,2,2026-03-07,2026-03-07,3.1
000264,2026-06-06,NONE,,NONE,NONE,15.1
000267,2026-06-02,2026-06-02,,2026-06-02,2026-06-02,3.1
000271,2026-03-24,2026-03-22,,2026-03-22,2026-03-22,2.2
000276,2026-03-25,2026-03-25,2,2026-03-25,2026-03-25,2.5
000282,2026-09-10,2026-09-10,,2026-09-10,2026-09-10,2.9
000285,2027-07-02,2027-07-02,,2027-07-02,2027-07-02,2.3
000288,2028-07-25,2028-07-25,b,2028-07-25,2028-07-25,3.4
000291,2027-07-21,2027-07-21,,2027-07-21,2027-07-21,3.3
000295,2025-11-08,2025-11-08,,2025-11-08,2025-11-08,2.4
000300,2026-05-21,2026-05-21,,2026-05-21,2026-05-21,2.7
000303,2026-07-31,2026-07-31,,2026-07-31,2026-07-31,2.7
000306,2026-09-16,2026-09-16,,2026-09-16,2026-09-16,2.6
000310,2026-09-28,2026-09-28,,2026-09-28,2026-09-28,5.4
000315,2026-07-19,2026-07-19,,2026-07-19,2026-07-19,1.3
000319,2026-02-14,2026-02-14,,2026-02-14,2026-02-14,1.5
000323,2025-12-21,2025-12-21,2,2025-12-21,2025-12-21,2.1
000326,2025-10-18,2025-10-18,,2025-10-18,2025-10-18,3.0
000330,2025-11-02,2025-11-02,2,2025-11-02,2025-11-02,4.0
000333,2025-11-07,2025-11-07,,2025-11-07,2025-11-07,1.7
000336,2025-11-20,2025-11-20,,2025-11-20,2025-11-20,17.4
000340,2026-08-11,2026-08-11,,2026-08-11,2026-08-11,1.4
000344,2026-08-04,2026-08-04,,2026-08-04,2026-08-04,1.4
000347,2027-05-26,2027-05-26,,2027-05-26,2027-05-26,1.4
000350,2027-05-15,2027-05-15,,2027-05-15,2027-05-15,3.2
000354,2027-07-06,2027-07-06,,2027-07-06,2027-07-06,2.9
000357,2027-08-11,2027-08-11,,2027-08-11,2027-08-11,2.4
000361,2026-12-19,2026-12-12,,2026-12-12,2026-12-12,10.8
000365,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2.8
000368,2026-09-22,2026-09-22,,2026-09-22,2026-09-22,13.2
000371,2026-02-15,2026-02-15,,2026-02-15,2026-02-15,1.7
000374,2026-08-28,2026-08-28,,2026-08-28,2026-08-28,8.2
000377,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,25.9
000380,2026-09-02,2026-09-02,,2026-09-02,2026-09-02,1.8
000383,2026-04-03,2026-04-03,,2026-04-03,2026-04-03,2.7
000386,2026-06-10,2025-06-11,2,2026-11-06,2026-11-06,3.4
000391,2026-12-10,2026-12-10,,2026-12-10,2026-12-10,2.0
000394,2026-04-14,2026-04-14,,2026-04-14,2026-04-14,7.5
000398,2027-07-30,2027-07-30,,2027-07-30,2027-07-30,1.6
000402,2019-04-28,2019-04-28,,2019-04-28,2019-04-28,4.2
000405,2027-10-15,2020-07-01,,2020-07-01,2020-07-01,46.3
000408,2025-10-09,2025-10-09,2,2025-10-09,2025-10-09,2.6
000412,2026-01-19,2026-01-19,,2026-01-19,2026-01-19,3.0
000417,2026-03-15,2026-03-15,,2026-03-15,2026-03-15,1.8
000420,2025-12-04,2025-12-04,,2025-12-04,2025-12-04,2.9
000423,2026-06-04,2026-06-02,b,2026-06-02,2026-06-02,3.1
000426,2026-12-26,2026-12-26,,2026-12-26,2026-12-26,1.8
000430,2028-02-01,2028-02-01,,2028-02-01,2028-02-01,3.1
000434,2026-10-28,2026-10-28,,2026-10-28,2026-10-28,2.8
000437,2025-11-19,NONE,,NONE,NONE,16.3
000440,2026-08-13,NONE,2,NONE,NONE,18.4
000444,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,2.4
000448,2026-08-20,2026-08-20,,2026-08-20,2026-08-20,1.9
000451,2026-02-27,2025-08-28,2,2026-02-27,2026-02-27,3.2
000454,2025-07-15,2025-07-15,2,2025-07-15,2025-07-15,2.7
000459,2026-01-19,NONE-01-19,,NONE-01-19,NONE-01-19,33.2
000464,2026-03-19,2026-05-19,,2026-05-19,2026-05-19,9.4
000467,2025-12-26,2025-12-26,,2025-12-26,2025-12-26,4.8
000470,2026-08-06,2026-08-06,,2026-08-06,2026-08-06,1.9
000474,2026-06-26,2026-06-06,,2026-06-06,2026-06-06,3.3
000478,2026-06-11,NONE,,NONE,NONE,15.3
000481,2026-03-09,2026-03-09,,2026-03-09,2026-03-09,1.1
000484,2027-11-14,2027-11-14,,2027-11-14,2027-11-14,3.2
000489,2026-05-08,2026-05-08,,2026-05-08,2026-05-08,11.9
000494,2025-12-12,2025-12-12,2,2025-12-12,2025-12-12,6.4
000497,2026-08-31,NONE,,NONE,NONE,16.9
000500,2026-12-17,2026-12-17,2,2026-12-17,2026-12-17,4.4
000504,2026-02-28,2026-02-28,,2026-02-28,2026-02-28,2.2
000507,2026-05-19,2025-08-20,2,2026-05-19,2026-05-19,9.1
000512,2026-02-17,2026-02-17,,2026-02-17,2026-02-17,3.1
000516,2026-07-16,2026-07-16,,2026-07-16,2026-07-16,2.2
000519,2026-08-10,2026-08-10,2,2026-08-10,2026-08-10,3.1
000522,2026-02-21,NONE,2,NONE,NONE,21.5
000525,2027-09-08,2027-09-08,,2027-09-08,2027-09-08,2.3
000530,2026-06-24,2030-12-14,,2030-12-14,2030-12-14,6.6
000533,2026-03-26,2026-03-26,,2026-03-26,2026-03-26,2.8
000536,2026-01-01,2026-01-01,,2026-01-01,2026-01-01,1.9
000540,2026-03-24,2026-03-24,,2026-03-24,2026-03-24,1.7
000543,2026-06-23,2026-06-02,,2026-06-23,2026-06-23,2.8
000547,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,2.0
000550,2026-05-29,2026-05-29,,2026-05-29,2026-05-29,2.3
000553,2028-10-24,2022-10-24,,2022-10-24,2022-10-24,6.3
000556,2026-08-07,2026-08-07,e,2026-08-07,2026-08-07,3.2
000559,2027-04-21,2027-04-21,,2027-04-21,2027-04-21,1.7
000562,2025-12-30,2025-12-30,,2025-12-30,2025-12-30,3.7
000565,2025-12-05,2025-12-05,,2025-12-05,2025-12-05,1.9
000568,2026-02-23,2026-02-23,,2026-02-23,2026-02-23,2.9
000571,NONE-10-18,2024-11-18,,2024-11-18,2024-11-18,2.3
000574,2026-02-24,NONE-02-24,,2026-02-24,2026-02-24,1.4
000577,2026-04-20,2026-04-20,,2026-04-20,2026-04-20,1.7
000581,2026-02-25,2026-02-25,,2026-02-25,2026-02-25,1.9
000584,2026-07-15,2026-07-15,2,2026-07-15,2026-07-15,2.2
000587,2026-02-07,2026-02-17,,2026-02-17,2026-02-17,5.6
000590,2025-12-05,2025-12-05,,2025-12-05,2025-12-05,1.6
000593,2026-07-22,2026-07-22,,2026-07-22,2026-07-22,4.6
000596,2026-08-13,2025-08-14,,2025-08-14,2025-08-14,3.9
000599,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,1.5
000602,2026-09-22,2025-09-20,2,2025-09-20,2025-09-20,1.3
000605,2028-07-01,2028-07-01,,2028-07-01,2028-07-01,1.3
000608,2026-08-13,2026-08-13,,2026-08-13,2026-08-13,1.5
000611,2026-07-20,2026-07-20,,2026-07-20,2026-07-20,2.0
000614,2026-03-07,2026-03-07,,2026-03-07,2026-03-07,0.8
000619,2026-09-15,2026-09-15,,2026-09-15,2026-09-15,1.6
000623,2027-03-10,2027-03-10,,2027-03-10,2027-03-10,1.3
000626,2026-07-01,2026-07-01,,2026-07-01,2026-07-01,1.0
000631,2025-11-15,2025-11-15,,2025-11-15,2025-11-15,1.4
000634,2026-02-05,2026-02-05,,2026-02-05,2026-02-05,1.7
000640,2026-02-08,2026-02-08,,2026-02-08,2026-02-08,1.1
000646,2027-01-15,2027-01-15,,2027-01-15,2027-01-15,1.1
000650,2026-08-05,2026-08-05,,2026-08-05,2026-08-05,1.8
000653,2027-01-19,2027-01-19,,2027-01-19,2027-01-19,1.6
000656,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,1.3
000659,2026-08-24,2026-08-24,,2026-08-24,2026-08-24,1.6
000662,2026-03-11,2026-03-11,,2026-03-11,2026-03-11,2.0
000668,2026-04-30,2026-04-30,,2026-04-30,2026-04-30,1.0
000671,2026-03-31,2025-10-01,,2026-03-31,2026-03-31,3.3
000675,NONE,2028-06-03,?,2028-06-03,2028-06-03,1.4
000678,2026-07-24,2026-07-24,,2026-07-24,2026-07-24,1.3
000682,2026-01-25,2026-01-25,,2026-01-25,2026-01-25,1.4
000685,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,1.3
000690,2025-10-11,2025-10-11,2,2025-10-11,2025-10-11,2.2
000693,2026-09-01,2026-09-01,2,2026-09-01,2026-09-01,2.2
000699,2025-10-27,NONE,b,NONE,NONE,13.9
000704,2026-07-29,2026-07-29,,2026-07-29,2026-07-29,1.4
000708,2025-09-18,2025-09-18,,2025-09-18,2025-09-18,1.3
000711,2025-10-09,2025-10-09,,2025-10-09,2025-10-09,1.4
000716,2025-11-07,2025-11-07,,2025-11-07,2025-11-07,1.0
000719,2026-04-04,2026-04-04,,2026-04-04,2026-04-04,1.3
000722,2026-08-04,2026-10-19,,2026-10-19,2026-10-19,2.0
000725,2026-04-16,2026-04-16,,2026-04-16,2026-04-16,2.3
000728,2026-06-24,2026-06-24,,2026-06-24,2026-06-24,0.8
000732,2026-03-16,2026-03-15,,2026-03-15,2026-03-15,1.3
000735,2027-01-12,2027-01-12,,2027-01-12,2027-01-12,2.3
000741,2025-12-03,2025-12-03,2,2025-12-03,2025-12-03,2.2
000744,2027-08-18,2027-08-18,,2027-08-18,2027-08-18,2.4
000747,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,1.8
000752,2026-07-09,2026-07-09,,2026-07-09,2026-07-09,1.9
000757,NONE-10-22,NONE-10-22,,NONE-10-22,NONE-10-22,2.9
000760,NONE-11-20,NONE-11-20,,NONE-11-20,NONE-11-20,2.7
000763,NONE-11-12,NONE-11-12,,NONE-11-12,NONE-11-12,15.3
000766,2026-09-24,2026-09-24,,2026-09-24,2026-09-24,1.5
000769,2026-12-10,2026-12-10,,2026-12-10,2026-12-10,1.9
000772,NONE-12-20,NONE,,NONE,NONE,29.6
000775,2025-12-17,2025-12-17,,2025-12-17,2025-12-17,1.5
000778,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,1.7
000781,2026-10-02,2026-10-02,,2026-10-02,2026-10-02,1.4
000788,NONE-12-21,NONE-12-21,,NONE-12-21,NONE-12-21,6.7
000793,2026-05-06,2026-05-06,,2026-05-06,2026-05-06,1.7
000796,2026-07-14,NONE,2,NONE,NONE,15.8
000801,2026-03-25,2026-03-25,,2026-03-25,2026-03-25,1.6
000806,2026-10-02,2026-10-02,,2026-10-02,2026-10-02,2.1
000809,2026-08-30,2026-08-30,,2026-08-30,2026-08-30,1.1
000812,2026-05-29,2026-05-29,,2026-05-29,2026-05-29,1.6
000818,2026-05-12,NONE,,NONE,NONE,15.5
000823,2027-02-23,2027-02-23,,2027-02-23,2027-02-23,2.4
000826,2026-06-22,2026-06-22,,2026-06-22,2026-06-22,3.9
000830,2025-12-20,2025-12-20,,2025-12-20,2025-12-20,1.8
000833,2026-04-27,2026-04-27,,2026-04-27,2026-04-27,1.5
000840,2026-01-01,NONE-01-31,,NONE-12-12,NONE-12-12,4.0
000846,2026-05-28,2026-05-28,,2026-05-28,2026-05-28,1.9
000849,2026-05-21,2026-05-21,,2026-05-21,2026-05-21,1.9
000854,2026-09-04,2026-09-04,,2026-09-04,2026-09-04,2.8
000857,2025-01-28,2025-01-28,,2025-01-28,2025-01-28,3.7
000860,2022-07-23,2022-07-23,,2022-07-23,2022-07-23,4.1
000865,2021-09-25,2021-09-25,,2021-09-25,2021-09-25,2.3
000868,2021-10-23,NONE,,NONE,NONE,10.2
000872,2021-02-26,2021-02-26,,2021-02-26,2021-02-26,2.0
000876,2021-07-01,2021-07-01,,2021-07-01,2021-07-01,1.8
000879,2021-05-11,2021-05-11,,2021-05-11,2021-05-11,5.1
000882,2021-06-08,2021-06-08,,2021-06-08,2021-06-08,2.1
000885,2021-07-09,2020-01-10,,2020-01-10,2020-01-10,2.1
000888,2021-12-04,2021-12-04,,2021-12-04,2021-12-04,2.8
000891,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,7.4
000894,2021-06-02,2021-06-02,,2021-06-02,2021-06-02,1.4
000898,2025-05-19,2025-05-19,,2025-05-19,2025-05-19,14.5
000902,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,3.0
000905,2022-01-NONE,2022-01-NONE,,2022-01-NONE,2022-01-NONE,3.1
000909,2021-09-20,2021-09-20,,2021-09-20,2021-09-20,1.6
000912,2022-05-05,2022-05-05,,2022-05-05,2022-05-05,4.2
000915,2021-07-21,2021-07-21,,2021-07-21,2021-07-21,2.5
000919,2022-03-11,2022-03-11,,2022-03-11,2022-03-11,3.3
000923,NONE-02-01,2020-01-02,,2020-01-02,2020-01-02,2.4
000926,2021-06-10,2021-06-10,,2021-06-10,2021-06-10,1.6
000929,2022-03-13,2022-03-13,,2022-03-13,2022-03-13,3.0
000932,2021-05-26,2021-05-26,,2021-05-26,2021-05-26,2.6
000936,2021-10-19,2021-10-19,2,2021-10-19,2021-10-19,1.7
000940,2021-10-28,NONE,,NONE,NONE,7.6
000944,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,3.4
000948,2021-10-24,2021-10-24,2,2021-10-24,2021-10-24,4.3
000951,2021-04-05,2021-04-05,,2021-04-05,2021-04-05,2.1
000954,2021-02-05,2021-02-05,2,2021-02-05,2021-02-05,1.7
000958,2021-02-22,2021-02-22,2,2021-02-22,2021-02-22,1.7
000961,2023-10-21,2023-10-21,,2023-10-21,2023-10-21,2.2
000965,2020-07-24,2023-03-20,2,2023-07-20,2023-07-20,31.7
000968,2022-10-17,2022-10-NONE,,2022-10-NONE,2022-10-NONE,2.9
000972,2021-06-25,2021-06-25,,2021-06-25,2021-06-25,1.7
000976,2023-08-03,2023-08-03,,2023-08-03,2023-08-03,2.6
000979,2021-06-14,2021-06-14,2,2021-06-14,2021-06-14,3.5
000983,2021-08-20,2021-08-20,,2021-08-20,2021-08-20,6.8
000988,2021-12-28,2021-12-28,,2021-12-28,2021-12-28,1.8
000991,2021-03-04,NONE,,NONE,NONE,27.5
000994,NONE-02-18,NONE,,NONE,NONE,16.3
000997,NONE-02-19,NONE,,NONE,NONE,9.2
001000,2021-09-07,2021-09-07,,2021-09-07,2021-09-07,5.6
001005,2020-08-10,2020-08-10,,2020-08-10,2020-08-10,11.8
001008,2022-11-24,2022-11-24,,2022-11-24,2022-11-24,2.2
001013,2021-11-10,2021-11-10,2,2021-11-10,2021-11-10,2.8
001016,2021-02-21,2021-02-21,,2021-02-21,2021-02-21,2.5
001019,2021-05-15,NONE,b,NONE,NONE,6.9
001023,2021-07-13,2021-07-13,,2021-07-13,2021-07-13,2.5
001026,2020-12-09,2020-12-09,,2020-12-09,2020-12-09,3.7
001029,2021-07-07,2021-07-07,2,2021-07-07,2021-07-07,1.6
001034,2021-06-28,2021-06-28,,2021-06-28,2021-06-28,2.9
001037,2021-03-18,2021-03-18,,2021-03-18,2021-03-18,1.8
001040,2022-04-15,2022-04-15,,2022-04-15,2022-04-15,1.4
001043,2021-09-13,2021-09-13,,2021-09-13,2021-09-13,1.8
001046,2021-10-07,2021-10-07,,2021-10-07,2021-10-07,2.7
001050,2022-01-06,2022-01-06,,2022-01-06,2022-01-06,2.6
001053,2022-09-01,2022-09-01,,2022-09-01,2022-09-01,7.0
001056,2022-05-27,2022-05-27,,2022-05-27,2022-05-27,3.2
001061,2022-07-04,2022-07-04,2,2022-07-04,2022-07-04,4.0
001065,2022-05-04,2022-05-04,,2022-05-04,2022-05-04,4.6
001068,2021-03-15,2021-03-15,,2021-03-15,2021-03-15,1.8
001071,NONE-01-24,NONE-01-24,,NONE-01-24,NONE-01-24,1.9
001075,2021-09-30,2021-09-30,,2021-09-30,2021-09-30,4.9
001079,2023-09-24,2023-09-24,,2023-09-24,2023-09-24,1.8
001082,2021-06-17,2021-06-17,,2021-06-17,2021-06-17,3.5
001085,2023-10-09,2023-10-09,,2023-10-09,2023-10-09,3.3
001088,2022-06-14,2022-06-14,,2022-06-14,2022-06-14,1.4
001092,2021-03-19,2021-03-19,2,2021-03-19,2021-03-19,3.5
001095,2022-01-12,2022-01-NONE,2,2021-01-13,2021-01-13,2.0
001098,2021-03-18,2021-03-18,2,2021-03-18,2021-03-18,4.1
001102,2021-03-14,2021-03-14,,2021-03-14,2021-03-14,3.8
001105,2021-08-26,2020-08-26,2,2020-11-02,2020-11-02,1.6
001108,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2.2
001111,2022-07-12,2022-07-12,,2022-07-12,2022-07-12,2.8
001114,2023-11-15,2023-11-15,,2023-11-15,2023-11-15,2.7
001117,2022-01-20,2022-01-20,,2022-01-20,2022-01-20,1.3
001121,2023-01-10,2023-01-10,,2023-01-10,2023-01-10,4.4
001124,2021-10-09,2021-10-09,,2021-10-09,2021-10-09,3.4
001127,2021-06-10,2021-06-10,2,2021-06-10,2021-06-10,3.6
001130,NONE-02-12,2020-08-07,,2020-08-07,2020-08-07,21.8
001133,2021-02-19,2021-02-19,2,2021-02-19,2021-02-19,2.9
001136,2022-09-24,NONE,,NONE,NONE,8.8
001139,2021-02-28,2021-02-28,,2021-02-28,2021-02-28,2.0
001143,2021-06-26,2021-06-28,t,2021-06-28,2021-06-28,2.4
001146,2021-12-13,2021-12-13,2,2021-12-13,2021-12-13,2.7
001149,2022-07-31,2022-07-31,,2022-07-31,2022-07-31,1.7
001152,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,4.5
001156,2021-02-07,2021-02-07,,2021-02-07,2021-02-07,2.5
001159,2021-08-10,2021-08-10,,2021-08-10,2021-08-10,2.0
001162,2021-12-06,2021-12-06,,2021-12-06,2021-12-06,1.9
001166,2022-01-20,NONE,,NONE,NONE,40.8
001170,2022-01-18,2022-01-18,,2022-01-18,2022-01-18,2.2
001173,2021-09-NONE,2021-09-NONE,,2021-09-NONE,2021-09-NONE,3.7
001176,2021-09-07,2021-09-07,d,2021-09-07,2021-09-07,8.3
001179,2023-09-01,2023-09-01,,2023-09-01,2023-09-01,10.2
001183,2021-10-08,2021-10-08,,2021-10-08,2021-10-08,1.2
001188,2020-04-23,2020-04-23,,2020-04-23,2020-04-23,7.9
001191,2020-12-08,2020-12-08,,2020-12-08,2020-12-08,3.0
001195,2021-10-18,2021-10-18,,2021-10-18,2021-10-18,4.7
001198,2021-10-10,2021-10-10,,2021-10-10,2021-10-10,1.8
001201,2022-07-16,2022-07-16,,2022-07-16,2022-07-16,1.9
001205,NONE-05-21,NONE-05-21,,NONE-05-21,NONE-05-21,2.8
001208,2020-08-18,2020-08-18,,2020-08-18,2020-08-18,2.0
001211,2021-07-03,2021-07-03,,2021-07-03,2021-07-03,3.8
001214,2021-05-15,2021-05-15,,2021-05-15,2021-05-15,3.9
001218,2022-05-30,2022-05-30,,2022-05-30,2022-05-30,2.6
001221,2021-11-10,2021-11-10,,2021-11-10,2021-11-10,3.1
001224,2021-04-11,2021-04-11,,2021-04-11,2021-04-11,2.4
001227,2022-01-11,2022-01-11,2,2022-01-11,2022-01-11,3.3
001230,2021-10-28,2021-10-28,,2021-10-28,2021-10-28,2.1
001233,2021-03-09,2021-03-09,,2021-03-09,2021-03-09,1.6
001238,NONE-01-31,NONE-01-31,,NONE-01-31,NONE-01-31,16.4
001241,2022-06-13,2022-06-01,,2022-06-13,2022-06-13,1.8
001245,2021-11-01,2021-11-01,,2021-11-01,2021-11-01,1.6
001248,2021-07-15,2021-07-15,,2021-07-15,2021-07-15,13.5
001251,2021-04-11,2021-01-12,2,2021-04-11,2021-04-11,2.5
001254,2019-09-13,2019-09-13,,2019-09-13,2019-09-13,2.1
001257,2023-07-03,NONE,,NONE,NONE,8.6
001261,2021-03-25,NONE,,NONE,NONE,29.2
001264,2022-12-03,2022-12-03,,2022-12-03,2022-12-03,2.8
001267,2022-09-05,2022-09-05,,2022-09-05,2022-09-05,4.7
001271,2023-07-08,2023-07-08,,2023-07-08,2023-07-08,1.7
001274,2022-06-17,2022-06-17,,2022-06-17,2022-06-17,3.7
001278,2022-01-03,2022-01-03,2,2022-01-03,2022-01-03,2.3
001281,2025-08-05,2025-08-05,,2025-08-05,2025-08-05,3.2
001284,2022-04-23,2022-04-23,,2022-04-23,2022-04-23,3.1
001290,2024-11-21,2024-01-21,,2024-11-21,2024-11-21,2.1
001294,2021-11-NONE,2021-11-NONE,,2021-11-NONE,2021-11-NONE,3.1
001297,2023-11-NONE,2023-11-NONE,,2023-11-NONE,2023-11-NONE,8.6
001301,2021-11-29,2021-11-29,2,2021-11-29,2021-11-29,3.5
001304,2021-04-12,2021-04-12,,2021-04-12,2021-04-12,2.2
001307,2022-11-06,2022-11-06,,2022-11-06,2022-11-06,1.7
001310,2021-04-20,2021-04-30,bt,2021-04-30,2021-04-30,3.1
001313,2022-01-15,NONE,,NONE,NONE,38.4
001316,2021-12-09,2021-12-09,,2021-12-09,2021-12-09,2.8
001320,2021-11-22,2028-12-07,,2028-12-07,2028-12-07,3.7
001324,2023-07-09,2023-07-09,2,2023-07-09,2023-07-09,3.5
001328,2021-06-26,2021-06-26,,2021-06-26,2021-06-26,2.5
001333,2021-12-NONE,2021-12-NONE,,2021-12-NONE,2021-12-NONE,1.8
001336,2021-07-04,2021-07-04,,2021-07-04,2021-07-04,5.0
001340,2021-11-25,2021-11-25,2,2021-11-25,2021-11-25,4.3
001343,2021-09-10,2021-09-10,,2021-09-10,2021-09-10,4.4
001347,2021-10-31,2021-10-31,,2021-10-31,2021-10-31,1.5
001350,2021-08-21,2021-08-21,,2021-08-21,2021-08-21,2.2
001353,2022-06-27,2022-06-27,,2022-06-27,2022-06-27,1.7
001357,NONE-08-20,2022-08-NONE,,2022-08-NONE,2022-08-NONE,3.6
001361,2021-09-02,NONE-09-21,,NONE-09-21,NONE-09-21,12.4
001364,2021-02-NONE,2018-02-02,,2018-02-02,2018-02-02,9.3
001368,2021-08-19,NONE,,NONE,NONE,18.3
001371,2022-04-27,2022-04-27,,2022-04-27,2022-04-27,3.1
001374,2022-05-NONE,2022-05-NONE,,2022-05-NONE,2022-05-NONE,3.7
001377,2021-12-02,NONE,,NONE,NONE,8.1
001380,2021-04-09,2021-04-09,,2021-04-09,2021-04-09,3.4
001383,2023-01-05,NONE,,NONE,NONE,14.7
001387,2021-07-17,2021-07-07,,2021-07-07,2021-07-07,4.6
001390,2021-06-20,2021-06-20,,2021-06-20,2021-06-20,2.9
001393,2022-07-14,2022-07-14,,2022-07-14,2022-07-14,4.5
001396,2022-11-01,2022-11-01,,2022-11-01,2022-11-01,2.3
001399,2021-07-23,2021-07-23,,2021-07-23,2021-07-23,4.3
001402,2020-09-29,2020-09-29,,2020-09-29,2020-09-29,4.1
001405,2021-01-27,2021-01-27,,2021-01-27,2021-01-27,3.4
