image_id,label,old,tags,kol,sec
000357,2027-08-11,2027-08-11,,2027-08-11,3.7
000360,2026-02-18,NONE,2,NONE,32.7
000363,2026-04-21,2026-04-21,,2026-04-21,2.9
000365,2026-03-11,2026-03-11,,2026-03-11,4.1
000367,2026-05-18,2026-05-18,,2026-05-18,5.3
000369,2027-06-25,2027-06-25,,2027-06-25,2.3
000371,2026-02-15,2026-02-15,,2026-02-15,2.6
000373,2026-09-18,NONE,,NONE,35.9
000375,2026-05-31,2026-05-31,,2026-05-31,4.8
000377,2026-07-01,2026-07-01,,2026-07-01,23.1
000379,2026-09-05,2026-09-05,d,2026-09-05,3.4
000381,2027-01-20,2027-01-20,,2027-01-20,1.5
000383,2026-04-03,2026-04-03,,2026-04-03,2.7
000385,2026-09-14,2026-09-14,2,2026-09-14,2.0
000387,2027-01-21,2027-01-21,,2027-01-21,3.2
000391,2026-12-10,2026-12-10,,2026-12-10,2.7
000393,2027-08-02,2027-08-02,,2027-08-02,2.5
000396,2026-02-27,2026-02-27,,2026-02-27,3.3
000398,2027-07-30,2027-07-30,,2027-07-30,2.5
000401,2027-04-12,2027-04-12,,2027-04-12,2.3
000403,2027-04-01,2027-04-01,,2027-04-01,6.4
000405,2027-10-15,2020-07-01,,2020-07-01,41.8
000407,2025-12-01,2025-12-01,2,2025-12-01,5.2
000410,2027-04-13,2027-04-13,,2027-04-13,2.0
000412,2026-01-19,2026-01-19,,2026-01-19,3.9
000416,2026-04-07,2026-07-01,,2026-07-01,2.1
000418,2026-09-08,2026-09-08,,2026-09-08,4.8
000420,2025-12-04,2025-12-04,,2025-12-04,5.0
000422,2026-06-09,2026-06-09,2,2026-06-09,3.4
000424,2026-03-28,2026-03-28,,2026-03-28,7.3
000426,2026-12-26,2026-12-26,,2026-12-26,2.6
000429,2026-01-04,2025-01-04,,2026-01-04,4.1
000431,2026-03-17,2026-03-17,,2026-03-17,3.1
000434,2026-10-28,2026-10-28,,2026-10-28,2.6
000436,2026-02-12,2026-02-12,,2026-02-12,1.9
000438,2026-02-19,NONE,t,NONE,14.5
000440,2026-08-13,NONE,2,NONE,16.4
000443,2026-04-06,2026-04-06,,2026-04-06,3.6
000445,2026-07-17,2026-07-17,,2026-07-17,10.8
000448,2026-08-20,2026-08-20,,2026-08-20,2.3
000450,2026-03-11,2025-09-12,2,2026-03-11,3.2
000452,2026-03-25,2025-09-NONE,2,NONE,16.0
000454,2025-07-15,2025-07-15,2,2025-07-15,2.7
000456,2025-12-26,2025-12-26,2,2025-12-26,2.3
000461,2026-11-28,2026-11-28,,2026-11-28,2.0
000464,2026-03-19,2026-05-19,,2026-05-19,6.7
000466,2027-06-07,2027-06-17,t,2027-06-17,1.3
000468,2026-04-06,NONE,?,NONE,12.1
000470,2026-08-06,2026-08-06,,2026-08-06,2.2
000473,2026-05-21,NONE,,NONE,15.7
000476,2026-07-06,2026-07-06,,2026-07-06,1.4
000478,2026-06-11,NONE,,NONE,12.3
000480,2026-06-04,2026-07-21,,2026-07-21,2.3
000482,2026-11-14,2025-01-02,b,2025-01-02,8.1
000484,2027-11-14,2027-11-14,,2027-11-14,3.2
000487,2027-12-11,2027-12-11,,2027-12-11,5.2
000490,2025-11-27,2025-11-27,,2025-11-27,1.4
000494,2025-12-12,2025-12-12,2,2025-12-12,7.1
000496,2027-03-05,2027-03-05,,2027-03-05,3.4
000498,2026-03-07,2026-03-07,,2026-03-07,1.7
000500,2026-12-17,2026-12-17,2,2026-12-17,5.4
000503,2026-02-18,2026-02-10,,2026-02-18,15.5
000505,2026-03-02,NONE,,2026-03-02,28.5
000507,2026-05-19,2025-08-20,2,2026-05-19,10.8
000511,2026-03-24,2026-03-24,,2026-03-24,2.7
000513,2026-09-03,2026-09-03,,2026-09-03,2.1
000516,2026-07-16,2026-07-16,,2026-07-16,4.3
000518,2026-09-14,2026-09-14,,2026-09-14,2.3
000520,2026-09-15,2026-09-15,,2026-09-15,3.9
000522,2026-02-21,NONE,2,NONE,21.6
000524,2026-06-18,2026-06-18,,2026-06-18,1.6
000527,2025-10-12,NONE,,NONE,31.1
000530,2026-06-24,2030-12-14,,2030-12-14,6.0
000532,2026-02-28,2026-02-28,,2026-02-28,1.4
000534,2027-01-29,2027-01-29,,2027-01-29,7.0
000536,2026-01-01,2026-01-01,,2026-01-01,3.0
000539,2027-08-11,NONE,,NONE,30.5
000541,2026-03-22,2026-03-22,,2026-03-22,2.1
000543,2026-06-23,2026-06-02,,2026-06-23,5.1
000546,2026-08-10,2026-08-10,2,2026-11-08,4.8
000548,2026-05-26,2026-05-26,,2026-05-26,3.3
000550,2026-05-29,2026-05-29,,2026-05-29,3.0
000552,2026-09-07,2026-09-07,,2026-09-07,1.6
000554,2027-09-17,2027-09-17,,2027-09-17,1.2
000556,2026-08-07,2026-08-07,e,2026-08-07,4.4
000558,2025-05-16,2025-05-16,,2025-05-16,3.1
000560,2027-07-13,2027-07-13,,2027-07-13,5.1
000562,2025-12-30,2025-12-30,,2025-12-30,4.7
000564,2026-06-25,2026-06-25,,2026-06-25,1.2
000566,2026-09-17,2026-09-17,,2026-09-17,2.2
000568,2026-02-23,2026-02-23,,2026-02-23,3.9
000570,2026-05-20,2026-05-20,,2026-05-20,2.3
000572,NONE-10-15,NONE-10-15,,NONE-10-15,11.2
000574,2026-02-24,NONE-02-24,,2026-02-24,2.1
000576,2026-05-21,2020-02-NONE,2,2026-05-21,2.1
000578,2026-03-04,2026-03-04,,2026-03-04,2.5
000581,2026-02-25,2026-02-25,,2026-02-25,3.5
000583,2025-11-23,2025-11-NONE,,2025-11-NONE,13.6
000585,2026-05-16,2020-02-02,,2020-02-02,6.9
000587,2026-02-07,2026-02-17,,2026-02-17,7.2
000589,2026-04-02,2026-04-02,,2026-04-02,3.2
000591,2026-07-27,2026-07-27,,2026-07-27,2.2
000593,2026-07-22,2026-07-22,,2026-07-22,5.7
000595,2026-05-01,2026-05-01,,2026-05-01,2.9
000597,2026-09-02,2026-09-02,2,2026-09-02,3.8
000599,2026-09-04,2026-09-04,,2026-09-04,3.0
000601,2026-01-27,2026-01-27,,2026-01-27,3.9
000603,2026-09-24,NONE,,NONE,21.6
000605,2028-07-01,2028-07-01,,2028-07-01,1.3
000607,2028-06-23,2028-06-23,,2028-06-23,2.3
000609,2027-06-11,2027-06-11,,2027-06-11,2.2
000611,2026-07-20,2026-07-20,,2026-07-20,2.9
000613,2026-05-28,2026-05-28,,2026-05-28,1.7
000616,2026-09-10,2026-09-10,,2028-09-10,2.2
000619,2026-09-15,2026-09-15,,2026-09-15,1.5
000622,2027-01-22,2027-01-22,,2027-01-22,2.6
000624,2027-06-15,2027-06-15,2,2027-06-15,1.8
000626,2026-07-01,2026-07-01,,2026-07-01,1.0
000628,2025-02-03,2025-12-NONE,,2025-02-03,1.5
000632,2025-12-28,2025-12-28,,2025-12-28,2.3
000634,2026-02-05,2026-02-05,,2026-02-05,2.4
000638,2026-06-16,2026-06-16,,2026-06-16,1.7
000641,2026-09-02,2026-09-02,,2026-09-02,2.9
000646,2027-01-15,2027-01-15,,2027-01-15,1.2
000649,2027-04-07,2021-01-21,,2021-01-21,11.2
000651,2026-06-25,2026-06-25,,2026-06-25,2.1
000653,2027-01-19,2027-01-19,,2027-01-19,1.6
000655,2026-08-27,2026-08-27,,2026-08-27,4.1
000657,2026-07-27,2026-07-27,,2026-07-27,2.5
000659,2026-08-24,2026-08-24,,2026-08-24,2.0
000661,2026-04-17,2026-04-17,,2026-04-17,3.4
000664,2026-02-20,2026-02-20,,2026-02-20,3.2
000668,2026-04-30,2026-04-30,,2026-04-30,1.9
000670,2026-06-24,NONE-06-24,2,2026-06-24,6.0
000672,2026-02-08,2026-02-08,,2026-02-08,3.0
000675,NONE,2028-06-03,?,2028-06-03,2.2
000677,2027-08-17,2027-08-17,,2027-08-17,2.8
000679,2027-09-17,2027-09-17,,2027-09-17,4.5
000682,2026-01-25,2026-01-25,,2026-01-25,2.3
000684,2026-03-23,2026-03-23,,2026-03-23,2.1
000686,2026-10-12,2025-10-12,2,2025-10-12,4.9
000690,2025-10-11,2025-10-11,2,2025-10-11,3.7
000692,2026-08-21,2026-08-21,,2026-08-21,1.4
000694,2026-09-01,2026-09-01,,2026-09-01,1.1
000699,2025-10-27,NONE,b,NONE,14.3
000703,2026-01-25,2026-01-25,,2026-01-25,2.0
000705,2026-06-29,2026-06-29,,2026-06-29,2.3
000708,2025-09-18,2025-09-18,,2025-09-18,1.1
000710,2025-10-14,2025-10-14,,2025-10-14,2.0
000714,2026-03-12,2026-03-12,d,2026-03-12,1.0
000716,2025-11-07,2025-11-07,,2025-11-07,1.4
000718,2026-01-17,2026-01-17,,2026-01-17,1.8
000720,2026-02-28,2026-02-28,,2026-02-28,1.6
000722,2026-08-04,2026-10-19,,2026-10-19,2.2
000724,2026-05-20,2026-05-20,,2026-05-20,1.1
000726,2026-09-16,2026-09-16,,2026-09-16,1.9
000728,2026-06-24,2026-06-24,,2026-06-24,0.8
000731,2026-03-08,2026-03-08,,2026-03-08,1.2
000733,2026-03-24,2026-03-NONE,,2026-03-24,2.3
000735,2027-01-12,2027-01-12,,2027-01-12,3.5
000738,2026-02-12,2026-02-12,,2026-02-12,2.7
000742,2026-05-01,2026-05-01,,2026-05-01,3.2
000744,2027-08-18,2027-08-18,,2027-08-18,3.1
000746,2026-06-23,2026-06-23,,2026-06-23,1.4
000748,2027-01-22,2027-01-22,,2027-01-22,2.2
000752,2026-07-09,2026-07-09,,2026-07-09,2.8
000756,2027-02-24,2027-02-24,,2027-02-24,3.8
000758,2026-03-11,2026-03-11,,2026-03-11,1.6
000760,NONE-11-20,NONE-11-20,,NONE-11-20,2.1
000762,2026-08-02,2026-08-02,,2026-08-02,1.7
000764,2026-03-12,NONE,,NONE,15.5
000766,2026-09-24,2026-09-24,,2026-09-24,1.4
000768,2026-06-26,2026-06-26,,2026-06-26,2.9
000770,2030-04-NONE,NONE,,NONE,17.5
000772,NONE-12-20,NONE,,NONE,31.2
000774,2026-02-08,2026-02-08,,2026-02-08,3.8
000776,2026-01-09,2026-01-09,,2026-01-09,2.0
000778,2026-06-22,2026-06-22,,2026-06-22,1.9
000780,2026-04-27,NONE-04-27,,2026-04-27,1.3
000783,2025-12-21,2025-12-21,,2025-12-21,1.9
000788,NONE-12-21,NONE-12-21,,NONE-12-21,5.1
000790,2027-07-NONE,2027-07-NONE,,2027-07-NONE,12.0
000794,2026-10-27,2026-10-27,,2026-10-27,1.8
000796,2026-07-14,NONE,2,NONE,12.9
000800,2026-08-12,2026-08-12,,2026-08-12,3.2
000802,2026-07-03,2026-07-03,,2026-07-03,5.5
000806,2026-10-02,2026-10-02,,2026-10-02,3.7
000808,2026-06-12,2026-06-12,,2026-06-12,2.0
000810,2026-03-31,2026-03-31,,2026-03-31,1.9
000812,2026-05-29,2026-05-29,,2026-05-29,2.4
000817,2026-12-NONE,NONE,,NONE,15.9
000819,2026-05-18,2026-05-18,,2026-05-18,5.0
000823,2027-02-23,2027-02-23,,2027-02-23,2.8
000825,2026-06-22,2026-06-22,,2026-06-22,4.3
000828,NONE-12-21,NONE-12-21,,NONE-12-21,1.9
000830,2025-12-20,2025-12-20,,2025-12-20,2.3
000832,2026-07-16,2025-07-15,b,2025-07-15,4.7
000835,2026-02-02,2026-02-02,,2026-02-02,2.4
000840,2026-01-01,NONE-01-31,,NONE-12-12,4.6
000845,2026-06-17,2026-06-17,,2026-06-17,3.2
000847,2026-05-28,2026-05-28,,2026-05-28,3.6
000849,2026-05-21,2026-05-21,,2026-05-21,2.6
000853,2026-09-24,2026-09-24,,2026-09-24,1.9
000855,2026-08-25,2026-08-25,2,2026-08-25,2.5
000857,2025-01-28,2025-01-28,,2025-01-28,5.7
000859,2021-10-28,NONE,,NONE,6.5
000861,2022-07-23,2022-07-23,,2022-07-23,3.0
000865,2021-09-25,2021-09-25,,2021-09-25,3.2
000867,2021-10-23,NONE,2,NONE,20.8
000870,2021-10-15,2021-10-15,,2021-10-15,3.4
000872,2021-02-26,2021-02-26,,2021-02-26,3.1
